#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.91;0;0;0;2;0/59.91;0/59.91,1/59.91;0/0;0/59.91,1/59.91;0/0;0/45,1/34;0/0;0/48,1/37;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.99;0;3;0;2;0/119.99;0/87.4,1/68.61;0/0;0/119.99,1/119.99;0/0;0/43,1/28;0/0;0/44,1/31;0/0;0/0,1/0;0/0;0/2,1/1;0/0;0/4,1/6
179.77;0;8;0;2;0/179.77;0/120.43,1/69.49;0/0;0/179.77,1/179.77;0/0;0/40,1/22;0/0;0/42,1/25;0/0;0/0,1/0;0/0;0/4,1/4;0/0;0/6,1/12
239.88;0;15;0;2;0/239.88;0/123.72,1/70.31;0/0;0/239.88,1/239.88;0/0;0/32,1/22;0/0;0/36,1/23;0/0;0/0,1/0;0/0;0/7,1/8;0/0;0/12,1/18
299.68;0;21;0;2;0/299.68;0/124.69,1/71.45;0/0;0/299.68,1/299.68;0/0;0/26,1/19;0/0;0/30,1/20;0/0;0/0,1/0;0/0;0/10,1/11;0/0;0/18,1/24
359.99;0;26;0;2;0/359.99;0/125.32,1/89.12;0/0;0/359.99,1/359.99;0/0;0/24,1/18;0/0;0/28,1/20;0/0;0/0,1/0;0/0;0/13,1/13;0/0;0/24,1/28
419.84;0;33;0;2;0/419.84;0/126.09,1/103.67;0/0;0/419.84,1/419.84;0/0;0/18,1/24;0/0;0/22,1/26;0/0;0/0,1/0;0/0;0/16,1/17;0/0;0/30,1/32
479.91;0;38;0;2;0/479.91;0/127.65,1/124.14;0/0;0/479.91,1/479.91;0/0;0/15,1/24;0/0;0/19,1/26;0/0;0/0,1/0;0/0;0/18,1/20;0/0;0/36,1/36
539.85;0;43;0;2;0/539.85;0/129.3,1/141.5;0/0;0/539.85,1/539.85;0/0;0/22,1/23;0/0;0/26,1/25;0/0;0/0,1/0;0/0;0/21,1/22;0/0;0/42,1/41
