#TimeStamp;DistanceTraveled
59.91;250.17
119.86;169.34
179.78;145.88
240;127.94
299.87;192.2
359.95;113.14
419.91;104.42
479.99;109.77
539.93;108.14
599.79;108.04
659.89;80.05
719.9;134.14
779.68;125.65
839.75;103.87
899.95;155.74
959.99;142.68
1019.99;144.43
1079.77;129.18
1139.91;118.54
1199.81;66.68
1259.81;46.25
1319.9;90.02
1379.74;148.54
1439.98;115.9
1499.83;129.49
1559.67;160.69
1619.67;110.81
1679.91;81.68
1739.77;89.44
1799.72;135.02
1859.75;191.11
1919.87;145.34
1979.67;69.7
2039.94;85
2099.83;100.13
2159.75;147.51
2219.59;84.36
2279.91;26.5
2339.92;121.51
2399.94;126.28
2459.6;166.21
2519.62;151.11
2579.65;211.98
2639.79;219.28
2699.83;165.74
2759.94;201.84
2819.66;199.13
2879.91;116.25
2939.98;99.28
2999.79;135.19
3059.78;131.34
3119.99;125.17
3179.63;83.57
3239.81;53.61
3299.7;89.26
3359.74;24.38
3419.85;107.03
3479.8;68.63
3539.78;116.96
3599.92;140.33
3659.82;186.43
3719.8;196
3779.67;121.98
3839.7;82.02
3899.78;132.38
3959.93;127.16
4019.96;234.13
4079.98;136.97
4139.62;86.26
4199.7;125.16
4259.88;91.32
4320;165.98
4380;179.64
4439.98;126.62
4499.67;116.12
4559.99;130.24
4619.96;105.68
4679.84;84.37
4739.65;232.48
4799.64;175.33
4859.69;118.64
4919.8;85.36
4979.68;82.44
5039.64;110.49
5100;131.47
5159.73;154.4
5219.86;139.58
5279.91;91.94
5339.74;118.52
5399.68;158.97
5459.98;113.02
5519.96;143.29
5579.77;177.92
5639.81;210.16
5699.67;133.91
5759.84;65.34
5819.9;164.98
5879.59;121.52
5939.95;125.29
5999.72;181.19
6059.63;176.59
6119.64;166.08
6179.65;114.28
6239.96;135.23
6300;136.27
6359.69;154.24
6419.88;136.41
6479.74;75.21
6539.78;110.38
6599.86;58.33
6659.88;183.15
6719.81;172.99
6779.83;185.01
6839.69;175.86
6899.75;128.04
6959.78;178.62
7019.74;130.23
7079.64;131.93
7139.59;194.72
7199.97;175.12
7259.83;83
7319.75;43.73
7379.98;172.94
7439.73;78.32
7499.99;142.88
7559.81;131.05
7619.8;133.19
7679.72;120.74
7739.71;162.73
7799.97;208.18
7859.96;159.51
7919.64;148.7
7979.68;73.02
8039.71;64.43
8099.83;109.24
8159.99;70.31
8219.62;107.08
8279.67;170.79
8339.86;192.43
8399.71;150.67
8459.72;99.23
8519.82;159.95
8579.82;123.41
8639.85;154.1
8699.76;168.3
8759.91;227.47
8819.81;135.54
8879.89;114.55
8939.82;210.93
8999.85;193.61
9059.86;215.19
9119.95;116.16
9179.67;223.94
9239.67;94.58
9299.71;189.79
9359.69;174.79
9419.62;187.51
9479.86;177.13
9539.97;119.33
9599.82;96.83
9659.86;91.66
9719.91;83.12
9779.95;93.97
9839.69;188.23
9899.9;150.65
9959.66;97.93
10019.98;161.96
10079.81;207.74
10139.96;55.41
10199.93;0
10259.92;0
10319.74;0
10379.91;0
10439.7;0
10499.94;0
10559.65;0
10619.9;0
10679.98;0
10739.85;0
10799.68;0
10859.96;0
10919.63;0
10979.87;0
11039.93;0
11099.76;0
11159.89;0
11219.71;0
11279.95;0
11339.98;0
11399.91;0
11459.73;0
11519.86;0
11579.69;0
11639.93;0
11699.64;0
11759.88;0
11819.95;0
11879.84;0
11939.66;0
11999.79;0
12059.62;0
12119.86;0
12179.99;0
12239.82;0
12299.89;0
12359.77;0
12419.6;0
12479.72;0
12539.97;0
12599.8;0
12659.92;0
12719.75;0
12779.98;0
12839.7;0
12899.95;0
12959.65;0
13019.9;0
13079.73;0
13139.85;0
13199.68;0
13259.91;0
13319.63;0
13379.88;0
13439.59;0
13499.83;0
13559.66;0
13619.78;0
13679.61;0
13739.96;0
13799.98;0
13859.81;0
13919.98;0
13979.76;0
14039.59;0
14099.72;0
14159.96;0
14219.93;0
14279.92;0
14339.74;0
14399.91;0
14459.7;0
14519.94;0
14579.65;0
14639.89;0
14699.98;0
14759.85;0
14819.67;0
14879.96;0
14939.63;0
14999.87;0
15059.93;0
15119.75;0
15179.89;0
15239.71;0
15299.95;0
15359.98;0
15419.91;0
15479.73;0
15539.86;0
15599.69;0
15659.93;0
15719.64;0
15779.88;0
15839.95;0
15899.84;0
15959.66;0
16019.79;0
16079.62;0
16139.86;0
16199.99;0
16259.82;0
16319.89;0
16379.77;0
16439.6;0
16499.72;0
16559.97;0
16619.8;0
16679.92;0
16739.75;0
16799.98;0
16859.7;0
16919.95;0
16979.65;0
17039.9;0
17099.73;0
17159.85;0
17219.68;0
17279.91;0
17339.63;0
17399.88;0
17459.58;0
17519.83;0
17579.66;0
17639.78;0
17699.61;0
17759.96;0
17819.98;0
17879.81;0
17939.98;0
17999.76;0
18059.59;0
18119.72;0
18179.96;0
18239.93;0
18299.92;0
18359.74;0
18419.91;0
18479.69;0
18539.94;0
18599.65;0
18659.89;0
18719.98;0
18779.85;0
18839.67;0
18899.96;0
18959.63;0
19019.87;0
