#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness;TimeQueueing;DistanceTraveled
103.64;1;62.62;62.62;-Infinity;62.62;62.62
104.58;0;63.81;63.81;-Infinity;63.81;63.81
141.44;2;82.22;82.22;-Infinity;82.22;82.22
144.96;0;51.24;51.24;-Infinity;51.24;51.24
165.38;0;59.78;59.76;-Infinity;59.78;59.78
171.86;2;137.73;137.73;-Infinity;137.73;137.73
174.01;1;86.34;86.34;-Infinity;86.34;86.34
194.4;1;89.82;89.82;-Infinity;89.82;89.82
232.11;2;143.1;143.1;-Infinity;143.1;143.10
255.56;0;37.72;37.68;-Infinity;37.72;37.72
284.62;1;68.13;68.13;-Infinity;68.13;68.13
302.48;2;146.95;146.91;-Infinity;146.95;146.95
325.99;0;70.86;70.86;-Infinity;70.86;70.86
345.05;1;57.56;57.56;-Infinity;57.56;57.56
355.47;1;163.25;163.25;-Infinity;163.25;163.25
376.46;0;210.06;210.04;-Infinity;210.06;210.06
382.68;2;189.74;189.74;-Infinity;189.74;189.74
437;0;105.2;105.17;-Infinity;105.2;105.20
443.05;2;199.47;199.47;-Infinity;199.47;199.47
447.56;0;84.7;84.7;-Infinity;84.7;84.70
465.92;1;238.68;238.68;-Infinity;238.68;238.68
483.17;2;167;167;-Infinity;167;167.00
496.16;1;361.2;361.2;-Infinity;361.2;361.20
516.53;1;298.66;298.65;-Infinity;298.66;298.66
517.32;0;511.12;511.09;-Infinity;511.12;511.12
523.59;2;401.87;401.87;-Infinity;401.87;401.87
526.41;1;289.31;289.31;-Infinity;289.31;289.31
527.94;0;447.08;447.04;-Infinity;447.08;447.08
536.87;1;264.97;264.97;-Infinity;264.97;264.97
548.44;0;366.54;366.53;-Infinity;366.54;366.54
557.06;1;194.99;194.99;-Infinity;194.99;194.99
558.45;0;432.61;432.61;-Infinity;432.61;432.61
567.09;1;560.34;560.34;-Infinity;560.34;560.34
569.05;0;346.06;346.06;-Infinity;346.06;346.06
577.52;1;213.9;213.9;-Infinity;213.9;213.90
584.03;2;356.14;356.14;-Infinity;356.14;356.14
597.54;1;488.16;488.16;-Infinity;488.16;488.16
604.48;2;371.97;371.97;-Infinity;371.97;371.97
614.32;2;224.34;224.34;-Infinity;224.34;224.34
617.81;1;585.37;585.37;-Infinity;585.37;585.37
627.99;1;267.95;267.94;-Infinity;267.95;267.95
644.64;2;621.84;621.84;-Infinity;621.84;621.84
649.15;0;624.23;624.22;-Infinity;624.23;624.23
655.14;2;331.45;331.45;-Infinity;331.45;331.45
659.59;0;274.87;274.87;-Infinity;274.87;274.87
665.27;2;487.98;487.98;-Infinity;487.98;487.98
669.72;0;440.35;440.35;-Infinity;440.35;440.35
675.36;2;299.37;299.33;-Infinity;299.37;299.37
679.85;0;417.6;417.6;-Infinity;417.6;417.60
685.36;2;464.22;464.22;-Infinity;464.22;464.22
