#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.83;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.86;40.46;0.36;PP/0.05,TA/0.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.91;41.12;0.56;PP/0.05,TA/0.19,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.69;41.13;0.75;PP/0.05,TA/0.36,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.6;41.15;0.97;PP/0.06,TA/0.52,IS/0,PS/0,RB/0,OB/0.02,RP/0
299.95;41.15;1.17;PP/0.06,TA/0.7,IS/0,PS/0,RB/0,OB/0.02,RP/0
359.99;41.15;1.38;PP/0.06,TA/0.84,IS/0,PS/0,RB/0,OB/0.02,RP/0
419.65;41.14;1.57;PP/0.06,TA/1.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
479.91;41.14;1.74;PP/0.06,TA/1.17,IS/0,PS/0,RB/0,OB/0.02,RP/0
539.64;41.15;1.92;PP/0.08,TA/1.34,IS/0,PS/0,RB/0,OB/0.02,RP/0
599.76;41.16;2.11;PP/0.08,TA/1.5,IS/0,PS/0,RB/0,OB/0.02,RP/0
659.9;41.21;2.29;PP/0.08,TA/1.68,IS/0,PS/0,RB/0,OB/0.02,RP/0
719.9;41.21;2.45;PP/0.09,TA/1.81,IS/0,PS/0,RB/0,OB/0.02,RP/0
779.85;41.21;2.64;PP/0.11,TA/1.96,IS/0,PS/0,RB/0,OB/0.02,RP/0
839.9;41.27;2.81;PP/0.11,TA/2.1,IS/0,PS/0,RB/0,OB/0.02,RP/0
899.88;41.27;2.97;PP/0.11,TA/2.24,IS/0,PS/0,RB/0,OB/0.02,RP/0
959.64;41.27;3.11;PP/0.11,TA/2.39,IS/0,PS/0,RB/0,OB/0.02,RP/0
1019.64;41.3;3.26;PP/0.13,TA/2.48,IS/0,PS/0,RB/0,OB/0.02,RP/0
1079.91;41.3;3.42;PP/0.13,TA/2.56,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1139.91;41.32;3.55;PP/0.13,TA/2.65,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1199.82;41.38;3.64;PP/0.14,TA/2.7,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1259.97;41.46;3.7;PP/0.14,TA/2.73,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1319.8;41.46;3.72;PP/0.14,TA/2.75,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1379.93;41.65;3.73;PP/0.14,TA/2.75,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1439.99;41.68;3.75;PP/0.14,TA/2.76,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1499.99;41.68;3.78;PP/0.14,TA/2.76,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1559.88;41.68;3.8;PP/0.14,TA/2.78,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1619.88;41.68;3.81;PP/0.14,TA/2.79,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1679.94;41.7;3.83;PP/0.14,TA/2.79,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1739.87;41.7;3.84;PP/0.14,TA/2.79,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1800;41.71;3.87;PP/0.14,TA/2.81,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1859.8;41.71;3.89;PP/0.14,TA/2.81,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1919.8;41.71;3.91;PP/0.14,TA/2.81,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
1979.86;41.74;3.92;PP/0.14,TA/2.83,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2039.63;41.75;3.94;PP/0.14,TA/2.84,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2099.85;41.76;3.95;PP/0.14,TA/2.84,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2159.61;41.76;3.97;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2219.91;41.76;3.98;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2279.96;41.77;4.02;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2339.96;41.78;4.03;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2399.98;41.8;4.05;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
2459.86;41.8;4.06;PP/0.14,TA/2.86,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
