#TimeStamp;DistanceTraveled
59.82;244.1
119.74;21.9
179.74;0
239.74;0
299.77;17
359.82;15
419.8;19
479.61;23
539.97;17.77
599.74;3.23
659.99;0
719.7;0
779.97;21
839.97;0
899.89;0.85
959.75;20.15
1019.65;21
1079.74;11.67
1139.7;9.33
1199.7;0
1259.66;3.77
1319.99;38.23
1379.61;51
1439.61;17
1499.86;15
1559.86;5.94
1619.79;11.06
1679.95;49.89
1739.85;43
1799.99;164.55
1859.72;148.83
1919.65;23.73
1979.71;25.21
2039.71;101.19
2099.83;148.59
2159.89;5
2219.58;0
2279.69;0
2339.69;0
2399.69;0
2459.68;0
