Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-1-6-0.85-10.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TARandom-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-065146
n.a.;1-1-1-6-0.85-10.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TARandom-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-073315
n.a.;1-1-1-6-0.85-10.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TARandom-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-073631
