#TimeStamp;Bot;Pod;OutputStation
56.1;5;221;1
66.11;5;221;1
66.19;4;186;0
76.16;5;221;1
76.21;4;186;0
86.18;2;157;1
86.36;4;186;0
96.18;2;157;1
96.36;7;164;0
106.22;2;157;1
106.38;7;164;0
116.23;6;76;1
116.27;5;221;0
125.91;6;76;1
126.41;0;84;0
136.17;11;289;1
136.43;3;237;0
146.18;11;289;1
146.47;8;33;0
156.26;9;152;1
156.67;8;33;0
166.31;9;152;1
166.82;10;136;0
176.32;9;152;1
176.49;2;157;0
186.36;4;186;1
186.86;6;76;0
196.4;4;186;1
196.9;11;289;0
206.27;1;137;1
206.84;9;152;0
216.53;9;152;0
216.53;1;137;1
226.54;4;186;0
226.54;1;137;1
236.65;4;186;0
236.65;7;164;1
246.6;0;84;1
251.15;1;137;0
256.94;0;84;1
261.19;1;137;0
266.9;0;84;1
271.13;1;137;0
277.25;0;84;1
281.13;1;137;0
287.63;0;84;1
297.27;0;84;1
307.53;0;84;1
317.57;3;237;1
327.27;3;237;1
330.23;0;84;0
337.65;3;237;1
347.7;10;136;1
357.72;8;33;1
367.19;7;105;0
367.75;2;157;1
376.93;7;105;0
377.8;2;157;1
387.3;3;237;0
387.96;2;157;1
397.38;3;237;0
398.14;2;157;1
407.58;3;237;0
408.14;2;157;1
417.63;3;237;0
418.14;2;157;1
427.63;3;237;0
428.14;2;157;1
437.63;3;237;0
438.14;2;157;1
447.4;10;136;0
448.07;6;76;1
457.72;8;33;0
458.39;6;76;1
467.7;8;33;0
468.19;6;76;1
477.64;8;33;0
478.23;11;289;1
487.54;8;33;0
488.4;5;317;1
497.76;8;33;0
498.45;9;152;1
507.72;6;76;0
508.74;1;137;1
517.77;6;76;0
518.9;4;198;1
527.8;11;289;0
528.97;4;198;1
537.85;5;317;0
539.17;4;198;1
548.1;5;317;0
549.24;4;198;1
558.02;9;152;0
559.24;0;84;1
568.35;1;137;0
569.24;7;105;1
578.41;4;198;0
579.08;7;105;1
588.45;4;198;0
589.23;3;237;1
598.45;0;84;0
599.06;10;136;1
608.57;0;84;0
609.29;8;33;1
