#TimeStamp;DistanceTraveled
59.87;747.79
119.94;721.32
179.97;432.46
239.68;410.05
299.99;398.55
359.6;442.8
419.82;359.11
479.89;304.7
539.84;238.23
599.98;254.83
659.99;365.15
719.96;598.4
779.74;740.97
839.88;731.06
899.98;707.96
959.75;660.68
1019.86;718.48
1079.68;662.43
1139.99;646.59
1199.85;671.18
1259.99;786.72
1319.98;727.5
1379.97;736.24
1439.93;659.8
1499.71;672.35
1559.94;696.35
1619.96;689.22
1679.99;746.2
1739.88;670.42
1799.97;666.87
1859.86;709.11
1919.63;681.52
1979.89;676.71
2039.94;720.06
2099.99;703.22
2159.68;689.62
2219.93;656.57
2279.61;706.1
2339.84;670.18
2399.95;710.15
2459.6;671.21
2519.87;751.66
2580;705.38
2639.93;721.6
2699.97;729.32
2759.99;667.95
2819.91;748.62
2879.7;714.26
2939.85;733.19
2999.99;778.76
3059.92;635.38
3119.82;728.12
3179.96;704.72
3239.59;700.75
3299.89;747.48
3359.96;678.62
3419.81;676.8
3479.89;695.57
3539.95;704.93
3599.8;742.13
3659.99;712.36
3719.88;707.9
3779.9;686.24
3839.98;690.44
3899.92;719.74
3959.89;708.25
4019.92;720.96
4079.62;728.09
4139.97;692.27
4199.93;717.34
4259.94;673.77
4319.98;694.68
4379.76;707.12
4439.77;752.79
4499.85;701.04
4560;716.73
4619.85;682.49
4679.92;706.07
4739.97;669.14
4799.82;668.54
4859.98;727.77
4919.98;725.69
4979.97;682.04
5039.95;702.89
5099.9;694.99
5159.61;718.69
5219.96;763.99
5280;632.36
5339.73;714.55
5399.81;685.76
5459.96;685.16
5519.77;716.24
5579.86;670.51
5639.98;684.82
5699.94;744.04
5759.99;693.09
5819.99;688.31
5879.97;733.96
5939.98;673.47
5999.75;731.36
6059.95;676.05
6119.98;617.14
6179.73;669.16
6239.74;671.1
6299.81;637.72
6359.94;703.95
6419.95;681.97
6479.75;684.73
6539.76;691.36
6599.84;674.13
6659.84;726.6
6719.87;678.43
6779.77;697.93
6839.9;727.29
6899.69;706.75
6959.9;688.42
7019.86;728.41
7079.79;704.76
7139.89;707.39
7199.69;690.23
