Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-2-12-0.85-12.xlayo;Letter-Fixed-7200-50.xsett;PPFAR-TAFCFS-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-005837
