#TimeStamp;TripTime;Type
54;28;O
60;36;O
63;31;O
71;43;O
72;30;O
73;28;O
77;32;O
83;51;O
86;13;O
91;42;O
96;14;O
101;34;O
101;34;O
108;41;O
115;13;O
135;12;O
147;14;O
155;12;O
171;30;O
178;15;O
179;16;O
194;14;O
208;15;O
208;18;O
227;14;O
229;12;O
237;14;O
247;14;O
249;13;O
260;13;O
277;20;O
278;15;O
287;14;O
329;13;O
347;14;O
357;14;O
359;13;O
391;17;O
391;14;O
399;15;O
410;12;O
421;18;O
422;15;O
429;16;O
432;14;O
458;17;O
458;14;O
468;17;O
468;14;O
478;14;O
501;14;O
510;12;O
529;15;O
531;13;O
538;14;O
549;14;O
580;13;O
591;13;O
600;15;O
621;20;O
632;13;O
639;33;O
640;15;O
651;15;O
661;14;O
662;13;O
684;17;O
685;14;O
716;14;O
724;17;O
725;13;O
752;15;O
761;14;O
763;21;O
774;14;O
775;18;O
783;15;O
794;17;O
795;14;O
801;14;O
814;12;O
823;15;O
846;15;O
856;18;O
857;14;O
867;15;O
873;15;O
884;16;O
886;14;O
933;15;O
962;20;O
963;15;O
978;15;O
987;18;O
993;20;O
994;16;O
1014;16;O
1018;34;O
1032;17;O
1035;55;O
1046;38;O
1051;16;O
1054;16;O
1065;17;O
1070;41;O
1072;63;O
1078;22;O
1080;15;O
1099;13;O
1125;25;O
1133;15;O
1134;18;O
1143;16;O
1143;15;O
1164;17;O
1179;41;O
1187;18;O
1187;38;O
1193;16;O
1197;18;O
1203;16;O
1207;18;O
1218;18;O
1226;18;O
1240;29;O
1245;15;O
1261;12;O
1272;14;O
1318;29;O
1326;17;O
1334;16;O
1354;16;O
1364;16;O
1366;17;O
1368;28;O
1374;16;O
1379;20;O
1388;19;O
1393;14;O
1396;16;O
1437;27;O
1456;17;O
1469;28;O
1472;13;O
1486;17;O
1496;17;O
1497;15;O
1499;28;O
1505;16;O
1533;14;O
1542;13;O
1557;15;O
1567;17;O
1567;15;O
1586;14;O
1599;12;O
1607;15;O
1641;19;O
1647;20;O
1650;18;O
1651;15;O
1661;15;O
1669;13;O
1678;15;O
1679;13;O
1697;14;O
1707;14;O
1730;14;O
1739;12;O
1747;14;O
1749;13;O
1768;15;O
1770;13;O
1777;14;O
1790;13;O
1819;15;O
1829;15;O
1840;13;O
1873;15;O
1880;15;O
1881;26;O
1893;14;O
1912;17;O
1914;14;O
1944;19;O
1950;19;O
1951;16;O
1980;18;O
1981;15;O
1990;14;O
2000;14;O
2002;13;O
2010;15;O
2035;19;O
2035;14;O
2041;27;O
2045;14;O
2068;17;O
2072;26;O
2076;15;O
2090;19;O
2099;17;O
2101;15;O
2111;15;O
2121;15;O
2140;14;O
2152;13;O
2162;13;O
2180;38;O
2183;16;O
2186;26;O
2189;20;O
2216;14;O
2232;15;O
2241;14;O
2273;13;O
2274;17;O
2282;15;O
2284;24;O
2295;13;O
2298;14;O
2312;15;O
2322;20;O
2344;13;O
2344;17;O
2373;15;O
2383;15;O
2384;20;O
2389;54;O
2393;15;O
2414;13;O
2418;29;O
2427;15;O
2436;17;O
2444;15;O
2445;14;O
2449;25;O
2455;14;O
2465;16;O
2485;13;O
2495;13;O
2502;34;O
2515;12;O
2525;13;O
2545;15;O
2555;12;O
2564;14;O
2566;14;O
2574;14;O
2580;37;O
2595;15;O
2602;40;O
2604;14;O
2627;27;O
2639;15;O
2659;14;O
2680;25;O
2689;14;O
2695;15;O
2705;15;O
2711;30;O
2724;20;O
2725;15;O
2756;15;O
2759;14;O
2769;13;O
2800;19;O
2806;31;O
2807;16;O
2816;30;O
2817;16;O
2828;19;O
2836;17;O
2838;16;O
2847;18;O
2848;16;O
2876;19;O
2876;15;O
2886;15;O
2897;19;O
2916;15;O
2917;19;O
2926;14;O
2939;13;O
2957;15;O
2968;16;O
2971;15;O
2998;15;O
3008;34;O
3012;14;O
3027;15;O
3045;18;O
3048;26;O
3062;14;O
3078;15;O
3090;18;O
3092;14;O
3122;30;O
3128;15;O
3139;16;O
3160;17;O
3171;22;O
3230;16;O
3244;41;O
3247;17;O
3249;16;O
3261;18;O
3265;20;O
3270;20;O
3277;18;O
3290;16;O
3317;17;O
3321;16;O
3330;19;O
3333;18;O
3344;17;O
3350;33;O
3376;26;O
3380;20;O
3388;18;O
3395;14;O
3421;16;O
3446;14;O
3472;16;O
3486;14;O
3532;16;O
3546;14;O
3558;16;O
3573;16;O
3581;28;O
3583;20;O
3587;19;O
3595;22;O
3598;15;O
3629;15;O
3641;15;O
3643;16;O
3653;16;O
3662;15;O
3672;16;O
3691;17;O
3718;13;O
3719;20;O
3744;17;O
3766;35;O
3772;17;O
3779;28;O
3780;45;O
3788;13;O
3801;16;O
3803;17;O
3812;16;O
3818;13;O
3841;15;O
3843;17;O
3851;16;O
3852;16;O
3884;18;O
3887;21;O
3891;15;O
3902;16;O
3919;13;O
3930;14;O
3933;16;O
3951;15;O
3953;16;O
3960;14;O
3972;16;O
3986;29;O
4013;16;O
4023;16;O
4033;16;O
4043;16;O
4053;16;O
4071;15;O
4074;16;O
4091;14;O
4111;14;O
4115;16;O
4125;17;O
4134;17;O
4135;16;O
4173;15;O
4176;16;O
4204;15;O
4207;18;O
4215;16;O
4217;17;O
4223;14;O
4235;15;O
4237;18;O
4241;17;O
4277;18;O
4281;17;O
4294;15;O
4294;20;O
4337;18;O
4340;16;O
4359;15;O
4381;17;O
4390;20;O
4390;31;O
4407;22;O
4414;14;O
4423;13;O
4444;13;O
4455;14;O
4469;30;O
4475;14;O
4484;31;O
4498;29;O
4504;13;O
4505;16;O
4515;14;O
4522;35;O
4524;14;O
4536;16;O
4556;16;O
4559;18;O
4565;15;O
4576;15;O
4580;31;O
4586;16;O
4590;19;O
4595;14;O
4615;14;O
4616;16;O
4626;16;O
4651;19;O
4651;25;O
4656;15;O
4665;13;O
4668;17;O
4675;14;O
4677;16;O
4685;14;O
4695;14;O
4706;15;O
4718;30;O
4725;14;O
4736;14;O
4742;38;O
4746;14;O
4747;15;O
4765;13;O
4778;16;O
4779;58;O
4786;15;O
4796;15;O
4817;15;O
4823;31;O
4826;14;O
4829;27;O
4836;14;O
4846;14;O
4849;27;O
4850;30;O
4856;14;O
4867;15;O
4876;14;O
4886;14;O
4896;14;O
4906;14;O
4926;14;O
4947;14;O
4967;15;O
4968;13;O
4976;14;O
4997;14;O
5007;14;O
5040;14;O
5042;29;O
5049;13;O
5050;16;O
5068;14;O
5078;32;O
