Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;600;0
OutputStation0;45.50;3.50;13;0;12;11.1076689538729;0.741449804122271;10.0444444444444;12.5759235282854;1.08333333333333;472.919249668697;600
OutputStation1;45.50;9.50;7;0;6;10.3744444444444;0.361400754619802;10.0444444444445;11.5905555555556;1.16666666666667;531.760735945459;600
