#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.86;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.79;41.4;0.27;PP/0.04,TA/0.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.93;41.55;0.33;PP/0.05,TA/0.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.59;41.86;0.37;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.78;41.77;0.44;PP/0.08,TA/0.04,IS/0,PS/0,RB/0,OB/0.02,RP/0
299.94;42.15;0.5;PP/0.1,TA/0.05,IS/0,PS/0,RB/0,OB/0.02,RP/0
359.61;42.15;0.54;PP/0.11,TA/0.05,IS/0,PS/0,RB/0,OB/0.02,RP/0
419.73;42.79;0.59;PP/0.12,TA/0.06,IS/0,PS/0,RB/0,OB/0.02,RP/0
479.59;42.13;0.64;PP/0.14,TA/0.08,IS/0,PS/0,RB/0,OB/0.02,RP/0
539.72;42.83;0.71;PP/0.16,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
599.59;42.29;0.77;PP/0.17,TA/0.11,IS/0,PS/0,RB/0,OB/0.02,RP/0
659.96;42.53;0.82;PP/0.18,TA/0.13,IS/0,PS/0,RB/0,OB/0.02,RP/0
719.71;43.04;0.88;PP/0.2,TA/0.14,IS/0,PS/0,RB/0,OB/0.02,RP/0
779.96;42.54;0.93;PP/0.21,TA/0.17,IS/0,PS/0,RB/0,OB/0.02,RP/0
839.98;43.07;0.99;PP/0.23,TA/0.18,IS/0,PS/0,RB/0,OB/0.02,RP/0
899.94;42.61;1.06;PP/0.25,TA/0.19,IS/0,PS/0,RB/0,OB/0.02,RP/0
959.98;42.58;1.12;PP/0.27,TA/0.21,IS/0,PS/0,RB/0,OB/0.02,RP/0
1019.97;42.49;1.17;PP/0.28,TA/0.22,IS/0,PS/0,RB/0,OB/0.02,RP/0
1079.84;42.82;1.23;PP/0.3,TA/0.23,IS/0,PS/0,RB/0,OB/0.02,RP/0
1139.63;43.41;1.32;PP/0.33,TA/0.25,IS/0,PS/0,RB/0,OB/0.02,RP/0
1199.84;44.29;1.39;PP/0.35,TA/0.26,IS/0,PS/0,RB/0,OB/0.02,RP/0
1259.8;44.63;1.46;PP/0.38,TA/0.28,IS/0,PS/0,RB/0,OB/0.02,RP/0
1319.97;44.63;1.53;PP/0.4,TA/0.29,IS/0,PS/0,RB/0,OB/0.02,RP/0
1379.97;44.63;1.6;PP/0.41,TA/0.31,IS/0,PS/0,RB/0,OB/0.02,RP/0
1439.92;44.63;1.65;PP/0.43,TA/0.33,IS/0,PS/0,RB/0,OB/0.02,RP/0
1499.81;44.63;1.7;PP/0.44,TA/0.34,IS/0,PS/0,RB/0,OB/0.02,RP/0
1559.96;44.63;1.76;PP/0.46,TA/0.36,IS/0,PS/0,RB/0,OB/0.02,RP/0
1620;44.64;1.83;PP/0.48,TA/0.37,IS/0,PS/0,RB/0,OB/0.02,RP/0
1679.83;44.64;1.88;PP/0.49,TA/0.39,IS/0,PS/0,RB/0,OB/0.02,RP/0
1739.72;44.64;1.94;PP/0.51,TA/0.4,IS/0,PS/0,RB/0,OB/0.02,RP/0
1800;44.64;2;PP/0.53,TA/0.42,IS/0,PS/0,RB/0,OB/0.02,RP/0
1859.74;44.66;2.07;PP/0.54,TA/0.43,IS/0,PS/0,RB/0,OB/0.02,RP/0
1919.98;44.69;2.12;PP/0.56,TA/0.44,IS/0,PS/0,RB/0,OB/0.02,RP/0
1979.83;44.7;2.18;PP/0.58,TA/0.46,IS/0,PS/0,RB/0,OB/0.02,RP/0
2039.98;44.75;2.26;PP/0.6,TA/0.48,IS/0,PS/0,RB/0,OB/0.02,RP/0
2099.78;44.86;2.3;PP/0.61,TA/0.49,IS/0,PS/0,RB/0,OB/0.02,RP/0
2159.74;44.86;2.37;PP/0.63,TA/0.51,IS/0,PS/0,RB/0,OB/0.02,RP/0
2219.83;44.86;2.43;PP/0.65,TA/0.52,IS/0,PS/0,RB/0,OB/0.02,RP/0
2279.92;44.86;2.48;PP/0.67,TA/0.54,IS/0,PS/0,RB/0,OB/0.02,RP/0
2339.98;44.86;2.54;PP/0.68,TA/0.56,IS/0,PS/0,RB/0,OB/0.02,RP/0
2399.84;44.86;2.59;PP/0.7,TA/0.57,IS/0,PS/0,RB/0,OB/0.02,RP/0
2459.65;44.93;2.65;PP/0.71,TA/0.59,IS/0,PS/0,RB/0,OB/0.02,RP/0
2519.86;44.93;2.72;PP/0.72,TA/0.61,IS/0,PS/0,RB/0,OB/0.02,RP/0
2579.81;44.95;2.77;PP/0.74,TA/0.62,IS/0,PS/0,RB/0,OB/0.02,RP/0
