#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.99;1;18;0;0;0;0;0;0;0;0;0
1199.76;0.99;18;0;0;0;0;0;0;0;0;0
1799.89;0.98;18;0;0;0;0;0;0;0;0;0
2399.88;0.98;18;0;0;0;0;0;0;0;0;0
2999.93;0.97;18;0;0;0;0;0;0;0;0;0
3599.77;0.97;18;0;0;0;0;0;0;0;0;0
4199.98;0.96;18;0;0;0;0;0;0;0;0;0
4799.96;0.96;18;0;0;0;0;0;0;0;0;0
5399.78;0.95;18;0;0;0;0;0;0;0;0;0
5999.75;0.95;18;0;0;0;0;0;0;0;0;0
6599.81;0.95;18;0;0;0;0;0;0;0;0;0
7199.97;0.95;18;0;0;0;0;0;0;0;0;0
7799.94;0.95;18;0;0;0;0;0;0;0;0;0
8399.59;0.95;18;0;0;0;0;0;0;0;0;0
8999.97;0.95;18;0;0;0;0;0;0;0;0;0
9599.94;0.95;18;0;0;0;0;0;0;0;0;0
10199.94;0.95;18;0;0;0;0;0;0;0;0;0
10799.59;0.95;18;0;0;0;0;0;0;0;0;0
11399.97;0.95;18;0;0;0;0;0;0;0;0;0
11999.94;0.95;18;0;0;0;0;0;0;0;0;0
12599.94;0.95;18;0;0;0;0;0;0;0;0;0
13199.59;0.95;18;0;0;0;0;0;0;0;0;0
13799.97;0.95;18;0;0;0;0;0;0;0;0;0
14399.94;0.95;18;0;0;0;0;0;0;0;0;0
14999.94;0.95;18;0;0;0;0;0;0;0;0;0
15599.59;0.95;18;0;0;0;0;0;0;0;0;0
16199.97;0.95;18;0;0;0;0;0;0;0;0;0
16799.94;0.95;18;0;0;0;0;0;0;0;0;0
17399.94;0.95;18;0;0;0;0;0;0;0;0;0
17999.59;0.95;18;0;0;0;0;0;0;0;0;0
18599.97;0.95;18;0;0;0;0;0;0;0;0;0
19199.94;0.95;18;0;0;0;0;0;0;0;0;0
19799.94;0.95;18;0;0;0;0;0;0;0;0;0
20399.59;0.95;18;0;0;0;0;0;0;0;0;0
20999.97;0.95;18;0;0;0;0;0;0;0;0;0
21599.94;0.95;18;0;0;0;0;0;0;0;0;0
22199.94;0.95;18;0;0;0;0;0;0;0;0;0
22799.59;0.95;18;0;0;0;0;0;0;0;0;0
23399.97;0.95;18;0;0;0;0;0;0;0;0;0
23999.94;0.95;18;0;0;0;0;0;0;0;0;0
24599.94;0.95;18;0;0;0;0;0;0;0;0;0
25199.59;0.95;18;0;0;0;0;0;0;0;0;0
25799.97;0.95;18;0;0;0;0;0;0;0;0;0
26399.94;0.95;18;0;0;0;0;0;0;0;0;0
26999.94;0.95;18;0;0;0;0;0;0;0;0;0
27599.59;0.95;18;0;0;0;0;0;0;0;0;0
28199.97;0.95;18;0;0;0;0;0;0;0;0;0
28799.94;0.95;18;0;0;0;0;0;0;0;0;0
29399.94;0.95;18;0;0;0;0;0;0;0;0;0
29999.59;0.95;18;0;0;0;0;0;0;0;0;0
