Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;45.50;3.50;89;0;13;69.5030577850044;2658.16470973739;11.9972222222223;211.124230761914;6.84615384615385;6327.79744028135;7200
OutputStation1;45.50;9.50;93;0;14;68.0425230738877;4728.6140751125;11.2861111111112;273.036350439997;6.64285714285714;6285.08218543421;7200
