#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.98;0;0;0;2;0/59.98;0/59.98,1/59.98;0/0;0/59.98,1/59.98;0/0;0/0,1/0;0/0;0/6,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.66;0;3;0;2;0/119.66;0/85.02,1/119.66;0/0;0/119.66,1/119.66;0/0;0/0,1/1;0/0;0/2,1/3;0/0;0/0,1/0;0/0;0/3,1/0;0/0;0/4,1/0
179.73;0;9;0;2;0/179.73;0/99.7,1/150.02;0/0;0/179.73,1/179.73;0/0;0/0,1/0;0/0;0/1,1/0;0/0;0/0,1/0;0/0;0/7,1/2;0/0;0/9,1/3
239.78;0;10;0;2;0/239.78;0/140.98,1/210.08;0/0;0/239.78,1/239.78;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/8,1/2;0/0;0/10,1/3
299.94;0;11;0;2;0/299.94;0/200.25,1/270.23;0/0;0/299.94,1/299.94;0/0;0/0,1/1;0/0;0/3,1/3;0/0;0/0,1/0;0/0;0/9,1/2;0/0;0/11,1/3
359.92;0;17;0;2;0/359.92;0/221.7,1/300.59;0/0;0/359.92,1/359.92;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/12,1/5;0/0;0/14,1/6
419.74;0;17;0;2;0/419.74;0/281.52,1/360.4;0/0;0/419.74,1/419.74;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/12,1/5;0/0;0/14,1/6
479.85;0;17;0;2;0/479.85;0/341.63,1/420.51;0/0;0/479.85,1/479.85;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/12,1/5;0/0;0/14,1/6
539.95;0;17;0;2;0/539.95;0/401.73,1/480.61;0/0;0/539.95,1/539.95;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/12,1/5;0/0;0/14,1/6
