#TimeStamp;TripTime;Type
51;16;O
60;37;O
61;33;O
76;33;O
79;42;O
79;45;O
86;17;O
90;51;O
96;17;O
96;38;O
101;55;O
103;14;O
104;16;O
107;36;O
109;41;O
121;58;O
126;54;O
128;31;O
136;19;O
143;36;O
144;14;O
162;13;O
163;16;O
173;16;O
184;16;O
187;17;O
214;16;O
227;18;O
254;16;O
260;20;O
264;17;O
281;20;O
284;13;O
284;16;O
294;16;O
295;14;O
304;12;O
324;13;O
324;16;O
334;16;O
354;15;O
363;32;O
365;16;O
375;17;O
384;32;O
385;17;O
395;16;O
401;29;O
407;15;O
411;18;O
414;33;O
426;17;O
429;42;O
439;20;O
457;15;O
467;16;O
476;15;O
485;16;O
486;14;O
494;12;O
495;15;O
506;17;O
536;16;O
540;18;O
557;14;O
575;15;O
575;13;O
597;14;O
606;13;O
609;28;O
616;13;O
625;37;O
626;15;O
636;13;O
646;12;O
664;14;O
676;13;O
684;14;O
710;29;O
718;15;O
725;14;O
757;15;O
761;17;O
778;17;O
779;29;O
782;18;O
795;37;O
801;16;O
807;13;O
812;30;O
828;21;O
829;17;O
840;58;O
848;13;O
848;26;O
858;14;O
869;14;O
876;14;O
889;14;O
890;21;O
898;13;O
898;15;O
921;28;O
929;16;O
937;12;O
969;14;O
970;16;O
972;29;O
988;13;O
998;13;O
1010;14;O
1019;15;O
1024;35;O
1041;27;O
1060;14;O
1081;14;O
1089;14;O
1100;16;O
1101;14;O
1110;15;O
1129;46;O
1135;38;O
1143;27;O
1145;28;O
1152;25;O
1160;15;O
1179;16;O
1179;14;O
1207;14;O
1216;13;O
1221;17;O
1239;14;O
1274;13;O
1290;18;O
1290;15;O
1300;14;O
1322;13;O
1332;13;O
1360;14;O
1390;15;O
1412;16;O
1412;13;O
1442;16;O
1444;14;O
1452;16;O
1461;14;O
1482;15;O
1484;45;O
1494;13;O
1503;16;O
1505;13;O
1544;13;O
1555;17;O
1556;14;O
1563;15;O
1572;14;O
1583;15;O
1602;25;O
1608;35;O
1613;20;O
1621;17;O
1623;15;O
1633;19;O
1633;15;O
1654;13;O
1663;14;O
1684;15;O
1685;14;O
1694;13;O
1704;15;O
1734;15;O
1754;15;O
1766;17;O
1779;25;O
1785;21;O
1788;29;O
1796;16;O
1806;16;O
1809;51;O
1818;19;O
1827;17;O
1847;17;O
