#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.66;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.81;41.81;0.36;PP/0.05,TA/0.06,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.98;41.64;0.44;PP/0.08,TA/0.06,IS/0,PS/0,RB/0,OB/0.01,RP/0
179.84;41.65;0.47;PP/0.08,TA/0.06,IS/0.01,PS/0,RB/0,OB/0.01,RP/0
239.69;41.66;0.5;PP/0.09,TA/0.06,IS/0.02,PS/0,RB/0,OB/0.01,RP/0
299.74;41.72;0.54;PP/0.09,TA/0.06,IS/0.02,PS/0,RB/0,OB/0.01,RP/0
359.85;41.74;0.58;PP/0.1,TA/0.06,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
419.71;41.88;0.67;PP/0.11,TA/0.09,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
479.75;41.88;0.71;PP/0.12,TA/0.09,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
539.89;41.88;0.74;PP/0.12,TA/0.09,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
599.98;42.27;0.8;PP/0.13,TA/0.1,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
659.94;42.27;0.83;PP/0.14,TA/0.1,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
719.8;42.09;0.87;PP/0.15,TA/0.1,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
779.93;42.28;0.96;PP/0.16,TA/0.14,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
839.59;42.14;1.02;PP/0.18,TA/0.15,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
899.94;42.14;1.07;PP/0.18,TA/0.16,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
959.89;42.27;1.1;PP/0.19,TA/0.16,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1019.77;42.42;1.15;PP/0.19,TA/0.17,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1079.59;42.73;1.21;PP/0.2,TA/0.19,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1139.67;42.34;1.28;PP/0.22,TA/0.21,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1199.76;42.5;1.33;PP/0.23,TA/0.22,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1259.64;42.5;1.35;PP/0.23,TA/0.22,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1319.76;42.59;1.37;PP/0.23,TA/0.22,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1379.69;42.59;1.39;PP/0.24,TA/0.22,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1439.94;42.77;1.44;PP/0.24,TA/0.23,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1499.7;42.52;1.47;PP/0.24,TA/0.23,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1559.95;42.5;1.52;PP/0.25,TA/0.24,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1619.98;42.56;1.55;PP/0.26,TA/0.24,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1679.61;42.65;1.58;PP/0.26,TA/0.25,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1739.88;42.77;1.63;PP/0.27,TA/0.25,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1799.98;43;1.67;PP/0.27,TA/0.26,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1859.97;42.77;1.71;PP/0.28,TA/0.26,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1919.93;43;1.78;PP/0.29,TA/0.29,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1979.7;43.28;1.89;PP/0.29,TA/0.38,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2039.59;43.42;2.02;PP/0.29,TA/0.5,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2099.69;43.54;2.13;PP/0.29,TA/0.61,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2159.69;43.07;2.25;PP/0.29,TA/0.71,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2219.69;43.2;2.37;PP/0.29,TA/0.83,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2279.69;43.33;2.49;PP/0.29,TA/0.94,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2339.69;43.46;2.61;PP/0.29,TA/1.05,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2399.69;43.59;2.74;PP/0.29,TA/1.17,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2459.69;43.79;2.87;PP/0.29,TA/1.29,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2519.69;43.91;2.99;PP/0.29,TA/1.4,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2579.69;43.2;3.11;PP/0.29,TA/1.52,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2639.69;43.17;3.23;PP/0.29,TA/1.63,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2699.69;43.31;3.35;PP/0.29,TA/1.74,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2759.69;43.44;3.47;PP/0.29,TA/1.85,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2819.69;43.17;3.59;PP/0.29,TA/1.96,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2879.69;43.3;3.71;PP/0.29,TA/2.08,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2939.69;43.14;3.84;PP/0.29,TA/2.2,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2999.69;43.27;3.96;PP/0.29,TA/2.31,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3059.69;43.26;4.08;PP/0.29,TA/2.42,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3119.69;43.4;4.2;PP/0.29,TA/2.54,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3179.69;43.34;4.34;PP/0.29,TA/2.67,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3239.69;43.47;4.47;PP/0.29,TA/2.79,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3299.69;43.31;4.62;PP/0.29,TA/2.92,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3359.69;43.44;4.75;PP/0.29,TA/3.05,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3419.69;43.34;4.9;PP/0.29,TA/3.17,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3479.69;43.48;5.02;PP/0.29,TA/3.29,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3539.69;43.61;5.14;PP/0.29,TA/3.39,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3599.69;43.45;5.26;PP/0.29,TA/3.51,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3659.69;43.38;5.38;PP/0.29,TA/3.62,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3719.69;43.5;5.5;PP/0.29,TA/3.73,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3779.69;43.63;5.63;PP/0.29,TA/3.85,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3839.69;43.76;5.77;PP/0.29,TA/3.98,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3899.69;43.34;5.89;PP/0.29,TA/4.1,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
3959.69;43.47;6.01;PP/0.29,TA/4.21,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4019.69;43.32;6.14;PP/0.29,TA/4.34,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4079.69;43.45;6.27;PP/0.29,TA/4.45,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4139.69;43.57;6.4;PP/0.29,TA/4.57,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4199.69;43.33;6.52;PP/0.29,TA/4.68,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4259.69;43.39;6.64;PP/0.29,TA/4.79,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4319.69;43.52;6.76;PP/0.29,TA/4.9,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4379.69;43.36;6.89;PP/0.29,TA/5.01,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4439.69;43.5;7.01;PP/0.29,TA/5.13,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4499.69;43.34;7.15;PP/0.29,TA/5.25,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4559.69;43.47;7.27;PP/0.29,TA/5.37,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4619.69;43.32;7.39;PP/0.29,TA/5.48,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4679.69;43.44;7.51;PP/0.29,TA/5.59,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4739.69;43.31;7.63;PP/0.29,TA/5.71,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4799.69;43.44;7.75;PP/0.29,TA/5.82,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4859.69;43.46;7.88;PP/0.29,TA/5.94,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4919.69;43.61;8;PP/0.29,TA/6.06,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
4979.69;43.74;8.13;PP/0.29,TA/6.17,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5039.69;43.41;8.26;PP/0.29,TA/6.29,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5099.69;43.54;8.38;PP/0.29,TA/6.4,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5159.69;43.66;8.5;PP/0.29,TA/6.52,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5219.69;43.54;8.62;PP/0.29,TA/6.63,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5279.69;43.65;8.74;PP/0.29,TA/6.74,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5339.69;43.77;8.86;PP/0.29,TA/6.86,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5399.69;43.44;8.98;PP/0.29,TA/6.97,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5459.69;43.56;9.1;PP/0.29,TA/7.08,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5519.69;43.68;9.23;PP/0.29,TA/7.2,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5579.69;43.51;9.37;PP/0.29,TA/7.33,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5639.69;43.65;9.51;PP/0.29,TA/7.46,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5699.69;43.5;9.64;PP/0.29,TA/7.57,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5759.69;43.63;9.77;PP/0.29,TA/7.7,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5819.69;43.76;9.9;PP/0.29,TA/7.82,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5879.69;43.62;10.03;PP/0.29,TA/7.95,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5939.69;43.75;10.16;PP/0.29,TA/8.07,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
5999.69;43.59;10.3;PP/0.29,TA/8.19,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6059.69;43.63;10.43;PP/0.29,TA/8.31,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6119.69;43.75;10.56;PP/0.29,TA/8.42,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6179.69;43.59;10.69;PP/0.29,TA/8.54,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6239.69;43.73;10.82;PP/0.29,TA/8.66,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6299.69;43.58;10.96;PP/0.29,TA/8.78,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6359.69;43.7;11.1;PP/0.29,TA/8.92,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6419.69;43.55;11.22;PP/0.29,TA/9.03,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6479.69;43.68;11.34;PP/0.29,TA/9.14,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6539.69;43.54;11.47;PP/0.29,TA/9.26,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6599.69;43.65;11.59;PP/0.29,TA/9.37,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6659.69;43.64;11.72;PP/0.29,TA/9.49,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6719.69;43.77;11.85;PP/0.29,TA/9.62,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6779.69;43.63;11.98;PP/0.29,TA/9.73,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6839.69;43.82;12.12;PP/0.29,TA/9.85,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6899.69;43.72;12.25;PP/0.29,TA/9.97,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
6959.69;43.85;12.37;PP/0.29,TA/10.09,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
7019.69;43.7;12.49;PP/0.29,TA/10.2,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
7079.69;43.82;12.6;PP/0.29,TA/10.31,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
7139.69;43.66;12.72;PP/0.29,TA/10.42,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
7199.69;43.81;12.84;PP/0.29,TA/10.53,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
