#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/12,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.81;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
119.98;6;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
179.84;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
239.69;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
299.74;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
359.85;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
419.71;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
479.75;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
539.89;8;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
599.98;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
659.94;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
719.8;6;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/10,Rest/0
779.93;5;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
839.59;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
899.94;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
959.89;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1019.77;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1079.59;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1139.67;7;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1199.76;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1259.64;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1319.76;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1379.69;10;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1439.94;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1499.7;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1559.95;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1619.98;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1679.61;8;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1739.88;8;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/11,Rest/0
1799.98;8;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1859.97;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/8,Rest/1
1919.93;1;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/2,Rest/7
1979.7;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2039.59;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2099.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2159.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2219.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
