#TimeStamp;TripTime;Type
48;13;O
52;27;O
55;33;O
62;32;O
69;15;O
71;34;O
82;38;O
82;46;O
85;36;O
92;37;O
99;42;O
100;60;O
104;50;O
105;56;O
106;61;O
110;54;O
110;26;O
111;32;O
112;18;O
114;79;O
117;40;O
119;23;O
127;57;O
137;20;O
140;37;O
143;29;O
150;16;O
150;22;O
156;22;O
159;15;O
177;14;O
181;27;O
184;19;O
189;21;O
193;29;O
196;19;O
200;25;O
211;38;O
218;14;O
223;18;O
227;19;O
233;45;O
234;20;O
241;24;O
247;22;O
250;66;O
256;13;O
256;22;O
260;26;O
261;16;O
270;16;O
277;22;O
283;18;O
287;20;O
291;27;O
292;17;O
297;20;O
305;18;O
311;14;O
324;19;O
325;18;O
329;15;O
335;20;O
343;18;O
345;21;O
351;18;O
361;17;O
366;31;O
369;14;O
379;34;O
386;22;O
389;39;O
399;65;O
403;18;O
405;25;O
405;30;O
418;33;O
419;23;O
420;65;O
422;23;O
426;21;O
439;23;O
441;47;O
446;31;O
451;31;O
454;29;O
460;14;O
463;17;O
469;33;O
472;17;O
474;44;O
479;24;O
493;17;O
494;14;O
497;20;O
501;15;O
506;16;O
512;29;O
512;16;O
515;15;O
519;24;O
524;18;O
527;17;O
531;15;O
533;27;O
541;16;O
557;20;O
557;21;O
560;74;O
566;40;O
574;17;O
581;15;O
582;16;O
582;40;O
588;21;O
591;14;O
591;59;O
595;19;O
597;26;O
604;17;O
606;19;O
610;54;O
611;14;O
616;63;O
618;21;O
626;30;O
632;16;O
633;26;O
634;28;O
651;19;O
654;19;O
654;18;O
659;12;O
663;21;O
672;20;O
676;21;O
684;18;O
688;32;O
689;27;O
694;17;O
701;14;O
701;29;O
708;26;O
712;21;O
716;19;O
719;17;O
722;20;O
735;13;O
744;32;O
746;18;O
749;37;O
749;32;O
756;14;O
762;15;O
769;47;O
769;37;O
783;21;O
785;22;O
786;18;O
790;32;O
790;37;O
794;21;O
798;16;O
803;16;O
810;27;O
817;17;O
822;19;O
829;32;O
843;20;O
848;31;O
856;23;O
859;31;O
859;26;O
863;25;O
864;50;O
867;14;O
868;20;O
873;51;O
885;42;O
888;20;O
893;45;O
894;25;O
898;20;O
903;18;O
905;26;O
908;51;O
909;21;O
922;19;O
928;55;O
935;17;O
937;21;O
938;25;O
956;34;O
961;33;O
963;20;O
967;37;O
969;36;O
976;32;O
983;20;O
985;23;O
992;34;O
996;35;O
997;19;O
1004;22;O
1007;23;O
1009;16;O
1020;16;O
1020;21;O
1030;16;O
1036;23;O
1040;21;O
1043;20;O
1045;16;O
1046;22;O
1051;18;O
1057;23;O
1069;15;O
1079;15;O
1079;20;O
1105;15;O
1115;21;O
1125;31;O
1125;25;O
1130;44;O
1133;19;O
1135;21;O
1142;32;O
1144;19;O
1146;16;O
1148;19;O
1166;21;O
1169;14;O
1176;26;O
1177;17;O
1178;17;O
1180;30;O
1184;50;O
1186;73;O
1192;18;O
1205;20;O
1207;26;O
1209;18;O
1210;20;O
1215;20;O
1215;14;O
1220;20;O
1224;13;O
1230;20;O
1237;16;O
1251;26;O
1259;28;O
1262;31;O
1266;15;O
1272;21;O
1274;29;O
1282;21;O
1282;17;O
1295;20;O
1297;16;O
1310;15;O
1322;31;O
1326;21;O
1330;19;O
1334;19;O
1340;18;O
1346;25;O
1347;35;O
1361;30;O
1364;33;O
1365;40;O
1372;31;O
1374;28;O
1377;36;O
1382;31;O
1385;30;O
1388;16;O
1395;24;O
1400;18;O
1430;15;O
1432;20;O
1444;18;O
1452;20;O
1456;21;O
1461;20;O
1465;19;O
1466;25;O
1477;15;O
1483;17;O
1491;14;O
1499;14;O
1512;15;O
1519;14;O
1523;16;O
1527;16;O
1529;13;O
1540;18;O
1544;49;O
1545;20;O
1555;23;O
1556;18;O
1561;34;O
1561;26;O
1569;13;O
1575;29;O
1582;20;O
1583;16;O
1595;18;O
1597;23;O
1606;14;O
1607;15;O
1616;28;O
1625;17;O
1634;32;O
1636;18;O
1642;15;O
1650;22;O
1663;15;O
1681;18;O
1686;47;O
1689;16;O
1692;39;O
1693;31;O
1699;16;O
1708;35;O
1711;64;O
1714;21;O
1716;25;O
1724;71;O
1729;21;O
1742;24;O
1743;15;O
1745;32;O
1753;15;O
1753;20;O
1770;22;O
1776;18;O
1778;15;O
1781;28;O
1782;13;O
1786;14;O
1797;14;O
1804;20;O
1810;17;O
1818;15;O
1827;14;O
1827;14;O
1842;19;O
1848;14;O
1850;31;O
1854;18;O
1858;14;O
1869;16;O
1870;16;O
1879;22;O
1883;20;O
1884;20;O
1885;19;O
1890;16;O
1898;32;O
1899;15;O
1900;15;O
1912;17;O
1920;28;O
1924;47;O
1931;16;O
1937;29;O
1947;24;O
1950;37;O
1952;28;O
1954;55;O
1958;19;O
1962;59;O
1963;29;O
1969;24;O
1970;15;O
1974;45;O
1982;13;O
1983;18;O
1986;19;O
1987;16;O
2000;25;O
2001;20;O
2007;28;O
2008;23;O
2009;20;O
2015;20;O
2023;14;O
2033;14;O
2033;18;O
2034;33;O
2041;20;O
2048;17;O
2050;21;O
2055;14;O
2061;50;O
2061;26;O
2069;20;O
2074;19;O
2077;17;O
2084;19;O
2090;29;O
2091;20;O
2098;22;O
2100;18;O
2103;38;O
2106;20;O
2112;14;O
2115;23;O
2120;18;O
2127;22;O
2129;14;O
2129;21;O
2140;22;O
2141;19;O
2146;20;O
2150;38;O
2156;20;O
2160;22;O
2170;28;O
2175;17;O
2183;27;O
2184;15;O
2192;30;O
2200;47;O
2202;30;O
2207;22;O
2209;16;O
2209;61;O
2213;17;O
2214;35;O
2220;38;O
2227;14;O
2233;17;O
2235;33;O
2238;32;O
2245;19;O
2251;18;O
2253;21;O
2256;20;O
2256;33;O
2267;15;O
2272;15;O
2272;25;O
2281;15;O
2284;38;O
2285;17;O
2296;20;O
2303;20;O
2313;17;O
2320;18;O
2332;15;O
2342;16;O
2353;20;O
2356;20;O
2367;22;O
2379;26;O
2380;37;O
2389;22;O
2394;20;O
2395;43;O
2396;19;O
2401;38;O
2405;48;O
2408;22;O
2412;18;O
2422;35;O
2424;15;O
2431;27;O
2438;20;O
2440;16;O
2443;27;O
2444;47;O
2448;34;O
2449;21;O
2469;35;O
2473;16;O
2480;21;O
2489;19;O
2499;25;O
2505;16;O
2509;22;O
2519;55;O
2521;44;O
2526;29;O
2531;24;O
2533;24;O
2536;22;O
2543;19;O
2544;17;O
2554;35;O
2555;20;O
2557;28;O
2561;24;O
2580;22;O
2581;22;O
2586;31;O
2587;22;O
2595;47;O
2597;20;O
2602;27;O
2605;35;O
2605;16;O
2619;14;O
2621;30;O
2625;30;O
2629;14;O
2634;40;O
2639;14;O
2642;14;O
2651;32;O
2651;30;O
2658;16;O
2659;49;O
2662;30;O
2666;86;O
2670;18;O
2675;26;O
2677;16;O
2681;21;O
2685;34;O
2690;61;O
2696;19;O
2707;17;O
2713;14;O
2725;44;O
2732;15;O
2740;20;O
2741;20;O
2744;35;O
2753;26;O
2755;23;O
2760;18;O
2762;25;O
2765;25;O
2769;15;O
2784;19;O
2788;18;O
2791;29;O
2796;20;O
2815;14;O
2816;45;O
2824;14;O
2828;43;O
2833;83;O
2838;35;O
2839;53;O
2849;31;O
2849;19;O
2857;32;O
2865;29;O
2866;54;O
2869;18;O
2875;17;O
2882;21;O
2882;20;O
2886;44;O
2888;16;O
2891;21;O
2910;29;O
2914;22;O
2917;20;O
2918;15;O
2928;27;O
2928;16;O
2940;21;O
2940;29;O
2957;15;O
2957;26;O
2963;30;O
2969;20;O
2977;18;O
2977;38;O
2978;16;O
2985;32;O
2990;18;O
2993;24;O
3003;22;O
3005;18;O
3010;19;O
3011;28;O
3020;18;O
3036;14;O
3058;15;O
3061;19;O
3067;14;O
3070;18;O
3081;15;O
3091;30;O
3094;31;O
3095;19;O
3100;14;O
3108;26;O
3109;16;O
3113;17;O
3120;17;O
3123;17;O
3136;34;O
3143;20;O
3150;14;O
3156;23;O
3171;18;O
3174;61;O
3176;24;O
3183;27;O
3183;17;O
3207;14;O
3209;16;O
3230;67;O
3234;20;O
3234;16;O
3244;63;O
3248;15;O
3252;17;O
3258;14;O
3264;61;O
3273;21;O
3287;16;O
3305;92;O
3313;39;O
3344;99;O
3355;41;O
3385;123;O
3404;144;O
3406;31;O
3415;61;O
3415;83;O
3423;38;O
3428;34;O
3435;30;O
3435;61;O
3441;146;O
3446;31;O
3453;18;O
3454;29;O
3470;18;O
3471;27;O
3481;18;O
3485;20;O
3487;15;O
3493;48;O
3507;13;O
3507;15;O
3518;17;O
3524;18;O
3544;18;O
3547;43;O
3553;38;O
3556;20;O
3562;29;O
3563;21;O
3570;17;O
3576;20;O
3577;15;O
3580;17;O
3597;21;O
3602;19;O
3610;27;O
3612;26;O
3617;32;O
3618;25;O
3621;56;O
3625;30;O
3630;18;O
3632;16;O
3634;32;O
3635;22;O
3638;36;O
3647;14;O
3649;26;O
3654;21;O
3661;19;O
3662;26;O
3662;16;O
3664;22;O
3672;19;O
3676;20;O
3687;24;O
3691;18;O
3695;22;O
3701;18;O
3702;19;O
3711;25;O
3716;23;O
3725;30;O
3741;15;O
3745;33;O
3752;16;O
3761;48;O
3766;19;O
3769;36;O
3774;31;O
3783;16;O
3792;35;O
3793;70;O
3798;18;O
3801;15;O
3803;27;O
3806;41;O
3810;20;O
3814;14;O
3824;17;O
3834;37;O
3834;36;O
3837;27;O
3841;29;O
3844;14;O
3845;28;O
3851;31;O
3858;25;O
3862;12;O
3870;17;O
3875;15;O
3878;20;O
3884;21;O
3888;21;O
3902;25;O
3903;16;O
3904;14;O
3906;33;O
3914;14;O
3916;18;O
3920;22;O
3927;14;O
3928;36;O
3936;19;O
3945;14;O
3950;23;O
3964;16;O
3965;17;O
3978;28;O
3981;23;O
3985;15;O
3991;23;O
3991;23;O
3994;16;O
3997;16;O
3997;39;O
4005;27;O
4006;15;O
4015;26;O
4016;28;O
4024;25;O
4037;18;O
4038;17;O
4042;24;O
4053;45;O
4054;13;O
4054;16;O
4058;29;O
4065;16;O
4073;26;O
4075;18;O
4077;19;O
4085;14;O
4094;13;O
4108;17;O
4115;19;O
4116;28;O
4129;17;O
4136;14;O
4144;27;O
4146;18;O
4147;16;O
4167;28;O
4168;16;O
4173;24;O
4181;44;O
4190;18;O
4195;26;O
4203;40;O
4216;34;O
4224;35;O
4224;28;O
4231;22;O
4235;28;O
4237;47;O
4237;45;O
4239;17;O
4247;68;O
4248;28;O
4249;16;O
4256;24;O
4259;42;O
4265;23;O
4273;21;O
4274;15;O
4276;100;O
4284;16;O
4300;17;O
4303;21;O
4304;15;O
4314;45;O
4318;39;O
4320;18;O
4328;15;O
4328;50;O
4331;19;O
4336;36;O
4336;44;O
4345;16;O
4351;21;O
4353;15;O
4377;19;O
4386;15;O
4386;62;O
4388;17;O
4396;16;O
4407;16;O
4414;23;O
4415;15;O
4422;54;O
4425;38;O
4430;22;O
4438;20;O
4441;19;O
4446;23;O
4449;17;O
4454;43;O
4456;14;O
4457;16;O
4458;27;O
4461;47;O
4465;27;O
4477;16;O
4477;14;O
4478;26;O
4483;22;O
4487;16;O
4502;29;O
4505;24;O
4509;15;O
4511;20;O
4515;24;O
4522;18;O
4527;13;O
4527;16;O
4537;15;O
4540;29;O
4542;41;O
4548;27;O
4550;16;O
4555;23;O
4555;24;O
4556;15;O
4570;15;O
4575;24;O
4577;16;O
4581;20;O
4582;18;O
4597;43;O
4598;23;O
4604;20;O
4609;38;O
4614;32;O
4615;20;O
4619;27;O
4620;16;O
4626;24;O
4626;24;O
4636;15;O
4646;14;O
4656;34;O
4662;20;O
4663;21;O
4675;23;O
4682;20;O
4688;26;O
4690;24;O
4698;16;O
4700;14;O
4710;18;O
4719;17;O
4722;40;O
4723;31;O
4732;16;O
4733;21;O
4737;25;O
4744;21;O
4746;24;O
4749;17;O
4754;22;O
4761;19;O
4765;23;O
4767;35;O
4769;13;O
4772;35;O
4774;29;O
4776;14;O
4786;29;O
4790;15;O
4794;20;O
4796;14;O
4803;17;O
4812;46;O
4814;30;O
4818;19;O
4830;34;O
4838;46;O
4840;40;O
4841;15;O
4845;33;O
4847;31;O
4851;24;O
4852;16;O
4854;31;O
4854;22;O
4860;17;O
4861;49;O
4865;17;O
4870;48;O
4874;18;O
4880;22;O
4890;22;O
4897;21;O
4897;14;O
4910;57;O
4918;15;O
4934;17;O
4947;29;O
4947;24;O
4962;25;O
4963;19;O
4964;20;O
4969;42;O
4970;57;O
4972;35;O
4986;14;O
4992;36;O
4993;16;O
5006;19;O
5013;16;O
5026;19;O
5043;16;O
5061;45;O
5063;16;O
5077;30;O
5080;18;O
5106;39;O
5108;51;O
5116;39;O
5122;49;O
5122;32;O
5126;39;O
5132;35;O
5141;14;O
5141;24;O
5150;20;O
5156;16;O
5157;21;O
5160;23;O
5174;16;O
5175;15;O
5180;15;O
5188;18;O
