#TimeStamp;Bot;Pod;OutputStation
53.63;5;3;2
60.28;14;291;1
63.59;5;3;2
70.04;14;291;1
73.57;5;3;2
76.06;10;130;0
80.36;14;291;1
83.67;6;376;2
90.05;12;152;1
91.1;13;275;0
93.65;6;376;2
100.06;8;103;1
101.16;13;275;0
103.7;0;101;2
110.43;3;201;1
111.17;17;75;0
113.73;2;193;2
120.43;16;318;1
121.31;1;99;0
124.4;15;165;2
130.52;16;318;1
131.31;1;99;0
134.45;14;291;2
140.55;11;153;1
141.15;12;152;0
144.4;14;291;2
150.56;11;153;1
151.36;7;209;0
154.49;14;291;2
160.6;11;153;1
161.19;4;383;0
164.45;14;291;2
170.62;10;130;1
171.4;4;383;0
174.35;8;103;2
180.66;10;130;1
181.51;6;376;0
184.58;3;201;2
190.82;5;3;1
191.32;6;376;0
194.6;16;318;2
200.82;5;3;1
201.45;6;376;0
204.68;16;318;2
210.83;12;152;1
211.54;9;332;0
214.68;1;99;2
220.59;12;152;1
221.66;2;193;0
230.49;12;152;1
231.53;15;165;0
239.8;9;332;2
240.71;7;209;1
241.71;11;153;0
250.84;7;209;1
251.56;14;291;0
253.38;2;193;2
260.64;13;168;1
261.71;8;103;0
263.27;2;193;2
270.89;17;334;1
271.71;0;206;0
273.39;15;165;2
280.97;17;334;1
281.76;5;3;0
283.42;7;209;2
290.98;17;334;1
291.78;5;3;0
293.48;14;291;2
300.94;17;334;1
301.85;5;3;0
303.35;13;168;2
311.01;4;383;1
311.79;16;318;0
321.08;6;376;1
321.92;3;201;0
329.4;5;3;2
331.14;9;332;1
331.97;1;99;0
341.31;11;153;1
342;10;130;0
342.09;16;318;2
351.21;8;103;1
352.05;10;130;0
352.05;6;376;2
361.31;2;193;1
362.07;10;130;0
366.49;11;153;2
371.42;0;206;1
372.16;10;130;0
376.53;11;153;2
381.53;0;206;1
382.18;12;152;0
386.31;1;99;2
391.62;14;291;1
392.22;15;165;0
396.52;1;99;2
401.65;13;168;1
402.28;7;209;0
406.48;2;193;2
411.46;13;168;1
412.48;4;383;0
416.46;0;206;2
421.71;3;201;1
422.53;5;3;0
426.62;15;165;2
431.67;10;130;1
432.57;8;103;0
436.85;7;209;2
441.83;10;130;1
442.51;16;318;0
446.72;7;209;2
451.85;1;99;1
452.5;17;369;0
457.03;7;209;2
462.03;12;152;1
462.62;9;332;0
466.75;7;209;2
472.1;12;152;1
473.05;9;332;0
477.02;7;209;2
482.47;4;383;1
483.07;11;153;0
486.75;14;291;2
492.5;5;3;1
492.87;11;153;0
496.67;13;168;2
502.42;16;318;1
502.85;6;376;0
507.07;9;332;2
512.42;8;103;1
513.14;0;206;0
522.52;15;165;1
523.25;10;130;0
529.16;16;318;2
532.57;17;369;1
533.29;1;99;0
539.29;8;103;2
542.75;7;209;1
543.48;12;152;0
549.18;15;165;2
552.76;7;209;1
553.39;12;152;0
562.78;14;291;1
563.4;17;369;2
563.49;4;383;0
572.61;11;153;1
573.19;3;284;2
573.49;2;37;0
582.86;11;153;1
583.45;10;130;2
583.54;5;3;0
593.16;11;153;1
593.54;14;291;2
593.9;8;103;0
603.14;13;168;1
603.83;16;318;0
613.24;9;332;1
618.65;0;348;0
623.16;6;376;1
628.47;0;348;0
631.72;11;153;2
633.28;6;376;1
638.65;10;130;0
641.78;13;168;2
643.36;1;99;1
648.65;7;209;0
651.92;13;168;2
653.29;12;152;1
658.46;15;165;0
663.52;17;369;1
668.26;10;130;2
668.72;9;332;0
673.56;4;383;1
678.48;10;130;2
678.69;6;376;0
683.72;3;284;1
688.26;10;130;2
688.79;1;99;0
693.93;2;37;1
698.43;7;209;2
698.84;1;99;0
703.97;5;3;1
708.65;17;369;2
708.92;13;168;0
713.99;5;3;1
718.45;15;165;2
718.94;12;152;0
724.05;14;291;1
728.76;4;383;2
728.98;3;284;0
734.03;8;103;1
738.91;9;332;2
744.11;8;103;1
748.8;6;376;2
749.9;17;369;0
754.12;16;318;1
759.05;6;376;2
759.67;5;3;0
764.02;0;348;1
769.43;2;37;2
769.65;8;103;0
774.17;11;153;1
779.17;2;37;2
779.95;4;383;0
784.24;10;130;1
789.4;14;291;2
794.27;1;99;1
796.63;16;318;0
799.33;13;168;2
804.32;7;209;1
809.5;12;152;2
809.79;10;130;0
814.46;15;165;1
819.62;12;152;2
820;10;130;0
824.61;9;332;1
829.45;5;3;2
829.9;13;168;0
834.75;6;376;1
839.7;5;3;2
844.87;8;103;1
849.68;0;348;2
853.79;15;165;0
854.92;2;37;1
859.5;17;369;2
864.92;2;37;1
865.46;9;332;0
869.75;1;99;2
874.89;4;383;1
875.51;3;129;0
879.79;6;376;2
884.97;16;318;1
889.49;6;376;2
891.95;5;3;0
895;10;130;1
899.7;6;376;2
902;5;3;0
905.02;13;168;1
909.82;11;67;2
911.86;5;3;0
914.88;13;168;1
919.86;8;103;2
925.05;0;348;1
927.3;6;376;0
929.69;8;103;2
934.94;12;152;1
939.82;2;37;2
941.49;13;168;0
945.09;12;152;1
949.91;9;332;2
955.37;12;152;1
959.28;11;67;0
960.3;9;332;2
965.23;14;311;1
969.74;2;37;0
970.32;4;383;2
975.45;14;311;1
979.78;2;37;0
980.16;4;383;2
985.85;7;405;1
989.55;8;103;0
990.18;3;129;2
995.79;7;405;1
999.79;9;332;0
1000.05;3;129;2
1005.63;15;165;1
1009.84;9;332;0
1010.3;16;318;2
1015.89;15;165;1
1020.16;12;152;0
1020.41;5;3;2
1026.16;1;99;1
1030.08;10;235;0
1030.45;17;381;2
1036.2;2;37;1
1040.25;4;383;0
1040.25;0;348;2
1046.25;2;37;1
1050.3;4;383;0
1050.5;0;348;2
1056.25;8;103;1
1060.3;4;383;0
1060.7;6;376;2
1066.57;3;129;1
1070.47;4;383;0
1070.52;13;168;2
1076.62;3;129;1
1080.44;1;99;0
1080.75;11;67;2
1086.68;3;129;1
1090.52;1;99;0
1091.09;11;67;2
1096.78;9;332;1
1101.09;14;311;2
1106.81;16;318;1
1110.37;3;129;0
1111.1;14;311;2
1116.88;12;152;1
1121.11;7;405;2
1121.97;11;67;0
1126.81;12;152;1
1131.15;7;405;2
1136.46;2;222;0
1136.89;5;3;1
1141.12;15;165;2
1146.85;2;222;0
1146.94;5;3;1
1151.2;8;103;2
1156.79;16;318;0
1157.33;10;235;1
1161.42;9;332;2
1166.87;12;152;0
1167.38;17;381;1
1171.43;9;332;2
1176.9;12;152;0
1177.42;17;381;1
1181.44;1;99;2
1186.9;12;152;0
1187.57;0;348;1
1191.48;3;129;2
1196.87;15;165;0
1197.85;6;376;1
1201.5;2;222;2
1206.69;10;235;0
1207.93;14;311;1
1211.57;2;222;2
1216.95;4;350;0
1217.97;11;67;1
1221.74;2;222;2
1227.02;4;350;0
1228.03;13;391;1
1231.78;5;3;2
1237.27;7;405;0
1238.07;8;103;1
1241.82;5;3;2
1247.36;7;405;0
1248.11;8;103;1
1251.82;17;381;2
1257.58;9;332;0
1258.13;16;318;1
1262.02;17;381;2
1267.35;1;99;0
1268.18;16;318;1
1272.03;10;235;2
1277.47;1;99;0
1278.3;16;318;1
1282.02;11;67;2
1287.56;0;348;0
1287.96;16;318;1
1292.1;11;67;2
1297.64;0;348;0
1298.32;12;152;1
1301.86;4;350;2
1307.46;0;348;0
1307.97;12;152;1
1312.14;13;391;2
1317.7;6;376;0
1318.28;3;129;1
1322.4;7;405;2
1327.57;14;311;0
1327.99;15;165;1
1332.48;9;332;2
1337.78;2;222;0
1338.36;17;381;1
1342.72;9;332;2
1347.83;8;103;0
1348.41;1;99;1
1352.71;16;318;2
1357.83;8;103;0
1358.42;11;67;1
1362.67;3;129;2
1367.81;8;103;0
1368.5;11;67;1
1372.68;3;129;2
1377.81;5;3;0
1378.43;0;348;1
1382.76;3;129;2
1387.9;5;3;0
1392.77;3;129;2
1398.03;5;3;0
1402.7;3;129;2
1407.86;5;3;0
1412.65;3;129;2
1418.05;10;235;0
1422.72;6;376;2
1428.1;10;235;0
1432.59;14;311;2
1437.05;3;129;1
1438.1;4;350;0
1442.81;15;165;2
1448.41;13;391;0
1452.92;17;381;2
1458.44;12;152;0
1463.11;17;381;2
1468.43;7;405;0
1473.01;2;222;2
1478.38;7;405;0
1481.73;12;152;1
1483.16;1;99;2
1488.46;7;405;0
1491.57;17;381;1
1493.42;1;99;2
1498.27;7;405;0
1501.97;17;381;1
1503.47;11;67;2
1508.22;7;405;0
1512.36;2;222;1
1513.54;8;103;2
1518.5;9;332;0
1522.12;1;99;1
1523.81;8;103;2
1528.54;16;318;0
1532.39;11;67;1
1534.05;0;348;2
1538.72;6;376;0
1542.23;7;405;1
1544.23;5;3;2
1548.51;6;376;0
1552.43;9;332;1
1554.11;10;235;2
1558.61;6;376;0
1562.53;13;169;1
1564.27;10;235;2
1568.88;14;311;0
1572.6;13;169;1
1574.59;3;129;2
1578.94;14;311;0
1584.58;4;350;2
1588.62;10;235;1
1588.9;15;165;0
1594.62;1;99;2
1599.03;12;152;0
1603.29;5;278;1
1604.29;1;99;2
1609.21;17;381;0
1613.46;5;278;1
1614.63;16;318;2
1619.21;17;381;0
1623.22;5;278;1
1624.68;11;67;2
1629.48;17;381;0
1633.51;15;165;1
1635.01;6;376;2
1639.33;17;381;0
1643.56;15;165;1
1645.1;12;152;2
1649.19;17;381;0
1659.34;2;222;0
1669.54;0;348;0
1670.26;12;152;1
1679.44;8;103;0
1687.57;2;222;1
1689.57;9;332;0
1694.61;12;152;2
1699.37;7;405;0
1704.66;12;152;2
1704.71;8;103;1
1709.62;7;405;0
1714.6;12;152;2
1720.01;3;129;0
1724.61;14;286;2
1728.85;17;381;1
1730.01;3;129;0
1734.71;0;348;2
1739.17;17;381;1
1740;10;235;0
1744.67;9;332;2
1749.48;17;381;1
1749.84;4;350;0
1754.74;7;405;2
1759.53;17;381;1
1760.05;1;99;0
1764.78;3;129;2
1769.5;14;286;1
1770.09;1;99;0
1779.59;0;348;1
1780;1;99;0
1789.63;7;405;1
1790.04;16;318;0
1800;16;318;0
1800;4;350;1
1803.02;0;348;2
1810.2;5;278;0
1810.2;4;350;1
1812.78;0;348;2
1820.04;11;67;0
1820.04;3;129;1
1822.82;1;99;2
1830.22;3;129;1
1830.26;6;376;0
1832.89;1;99;2
1840.23;3;129;1
1840.5;13;149;0
1843.09;7;405;2
1850.24;16;318;1
1850.73;13;149;0
1853.14;4;350;2
1860.3;5;278;1
1860.66;15;165;0
1863.24;11;67;2
1870.61;6;376;1
1870.77;2;222;0
1873.26;3;129;2
1880.4;13;149;1
1881.09;2;222;0
1888.81;15;165;2
1891.23;8;103;0
1892.18;11;67;1
1899.18;6;376;2
1901.13;12;152;0
1904.74;0;264;1
1909.29;13;149;2
1911;12;152;0
1915.08;2;222;1
1919.41;11;67;2
1921.22;9;332;0
1925.5;2;222;1
1931.2;17;381;0
1935.67;3;129;1
1941.27;14;286;0
1945.74;12;152;1
1951.47;10;336;0
1955.8;12;152;1
1957.76;9;332;2
1961.53;1;99;0
1965.73;12;152;1
1967.58;9;332;2
1971.62;16;318;0
1975.8;11;67;1
1977.79;3;129;2
1981.8;4;350;0
1985.85;10;336;1
1987.8;17;381;2
1991.93;5;278;0
1995.92;1;99;1
1997.85;17;381;2
2002.02;15;165;0
2005.73;1;99;1
2007.77;14;286;2
2012.06;0;264;0
2015.95;9;332;1
2017.88;16;318;2
2022.07;13;149;0
2025.97;8;37;1
2027.89;11;67;2
2032.1;13;149;0
2036.01;4;350;1
2037.94;5;278;2
2042.12;7;193;0
2046.31;0;264;1
2047.84;1;99;2
2052.17;7;193;0
2056.13;17;381;1
2057.99;1;99;2
2062.17;6;376;0
2068.06;11;67;1
2072.22;2;222;0
2075.15;0;264;2
2078.71;5;278;1
2082.52;12;152;0
2084.93;17;381;2
2088.77;13;149;1
2092.56;3;129;0
2095.04;17;381;2
2098.42;7;193;1
2102.59;3;129;0
2105.19;11;67;2
2108.85;6;376;1
2112.51;10;336;0
2114.97;5;278;2
2118.89;1;99;1
2122.63;10;336;0
2125.14;13;149;2
2128.85;2;222;1
2132.56;9;332;0
2135.23;13;149;2
2138.78;2;222;1
2142.64;16;318;0
2145.35;3;129;2
2148.91;12;152;1
2152.56;16;318;0
2155.35;1;99;2
2158.64;12;152;1
2162.66;8;37;0
2165.17;10;336;2
2168.93;17;381;1
2172.49;8;37;0
2175.49;9;332;2
2178.97;4;3;1
2182.48;8;37;0
2189;1;99;1
2189.85;16;318;2
2192.69;14;286;0
2199.05;10;336;1
2199.77;16;318;2
2202.73;15;214;0
2209.19;10;336;1
2209.53;12;152;2
2212.78;7;193;0
2219.21;10;336;1
2219.79;17;381;2
2222.82;11;67;0
2229.25;10;336;1
2229.87;1;99;2
2232.82;5;278;0
2239.26;0;304;1
2242.73;6;376;0
2244.73;15;214;2
2249.31;0;304;1
2252.86;13;149;0
2254.53;11;67;2
2259.32;8;37;1
2262.79;13;149;0
2264.82;10;336;2
2269.32;8;37;1
2273.07;2;222;0
2279.33;8;37;1
2283.12;3;129;0
2289.35;14;286;1
2293.18;3;129;0
2299.39;14;286;1
