#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.81;0;0;0;2;0/59.81;0/59.81,1/59.81;0/0;0/59.81,1/59.81;0/0;0/18,1/5;0/0;0/22,1/13;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.65;0;2;0;2;0/119.65;0/63.71,1/69.26;0/0;0/119.65,1/119.65;0/0;0/22,1/13;0/0;0/26,1/20;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/6,1/6
179.9;0;8;0;2;0/179.9;0/64.74,1/70.4;0/0;0/179.9,1/179.9;0/0;0/28,1/18;0/0;0/33,1/24;0/0;0/0,1/0;0/0;0/3,1/5;0/0;0/12,1/12
239.96;0;16;0;2;0/239.96;0/65.5,1/72.56;0/0;0/239.96,1/239.96;0/0;0/26,1/23;0/0;0/31,1/28;0/0;0/0,1/0;0/0;0/7,1/9;0/0;0/18,1/18
299.61;0;21;0;2;0/299.61;0/65.89,1/73.77;0/0;0/299.61,1/299.61;0/0;0/25,1/18;0/0;0/28,1/26;0/0;0/0,1/0;0/0;0/10,1/11;0/0;0/24,1/24
359.88;0;28;0;2;0/359.88;0/67.4,1/74.34;0/0;0/359.88,1/359.88;0/0;0/21,1/19;0/0;0/28,1/23;0/0;0/0,1/0;0/0;0/12,1/16;0/0;0/30,1/30
420;0;35;0;2;0/420;0/69.21,1/75.58;0/0;0/420,1/420;0/0;0/27,1/18;0/0;0/31,1/25;0/0;0/0,1/0;0/0;0/16,1/19;0/0;0/36,1/36
479.72;0;40;0;2;0/479.72;0/70.75,1/76.31;0/0;0/479.72,1/479.72;0/0;0/23,1/15;0/0;0/28,1/22;0/0;0/0,1/0;0/0;0/18,1/22;0/0;0/42,1/41
539.72;0;47;0;2;0/539.72;0/72.05,1/78.4;0/0;0/539.72,1/539.72;0/0;0/16,1/19;0/0;0/22,1/25;0/0;0/0,1/0;0/0;0/21,1/26;0/0;0/48,1/47
599.89;0;52;0;2;0/599.89;0/73.29,1/80.46;0/0;0/599.89,1/599.89;0/0;0/15,1/27;0/0;0/23,1/30;0/0;0/0,1/0;0/0;0/23,1/29;0/0;0/54,1/53
659.97;0;61;0;2;0/659.97;0/74.57,1/81.64;0/0;0/659.97,1/659.97;0/0;0/12,1/25;0/0;0/20,1/27;0/0;0/0,1/0;0/0;0/27,1/34;0/0;0/60,1/59
719.99;0;65;0;2;0/719.99;0/75.69,1/91.15;0/0;0/719.99,1/719.99;0/0;0/8,1/19;0/0;0/17,1/22;0/0;0/0,1/0;0/0;0/29,1/36;0/0;0/66,1/64
779.99;0;72;0;2;0/779.99;0/76.97,1/101.35;0/0;0/779.99,1/779.99;0/0;0/8,1/23;0/0;0/18,1/23;0/0;0/0,1/0;0/0;0/32,1/40;0/0;0/72,1/69
839.95;0;79;0;2;0/839.95;0/77.87,1/131.68;0/0;0/839.95,1/839.95;0/0;0/4,1/17;0/0;0/12,1/20;0/0;0/0,1/0;0/0;0/37,1/42;0/0;0/78,1/72
899.94;0;87;0;2;0/899.94;0/79.7,1/134.67;0/0;0/899.94,1/899.94;0/0;0/0,1/9;0/0;0/6,1/14;0/0;0/0,1/0;0/0;0/42,1/45;0/0;0/84,1/78
959.97;0;96;0;2;0/959.97;0/80.78,1/136.3;0/0;0/959.97,1/959.97;0/0;0/0,1/0;0/0;0/0,1/8;0/0;0/0,1/0;0/0;0/48,1/48;0/0;0/90,1/84
1019.93;0;102;0;2;0/1019.93;0/131.54,1/137.54;0/0;0/1019.93,1/1019.93;0/0;0/0,1/0;0/0;0/0,1/2;0/0;0/0,1/0;0/0;0/48,1/54;0/0;0/90,1/90
1079.8;0;104;0;2;0/1079.8;0/191.41,1/173.71;0/0;0/1079.8,1/1079.8;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1139.63;0;104;0;2;0/1139.63;0/251.23,1/233.53;0/0;0/1139.63,1/1139.63;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1199.95;0;104;0;2;0/1199.95;0/311.56,1/293.86;0/0;0/1199.95,1/1199.95;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1259.67;0;104;0;2;0/1259.67;0/371.28,1/353.58;0/0;0/1259.67,1/1259.67;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1319.99;0;104;0;2;0/1319.99;0/431.59,1/413.89;0/0;0/1319.99,1/1319.99;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1379.96;0;104;0;2;0/1379.96;0/491.57,1/473.87;0/0;0/1379.96,1/1379.96;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1439.67;0;104;0;2;0/1439.67;0/551.28,1/533.58;0/0;0/1439.67,1/1439.67;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1499.87;0;104;0;2;0/1499.87;0/611.48,1/593.78;0/0;0/1499.87,1/1499.87;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1559.89;0;104;0;2;0/1559.89;0/671.49,1/653.79;0/0;0/1559.89,1/1559.89;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1619.74;0;104;0;2;0/1619.74;0/731.35,1/713.65;0/0;0/1619.74,1/1619.74;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1679.91;0;104;0;2;0/1679.91;0/791.51,1/773.81;0/0;0/1679.91,1/1679.91;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1739.66;0;104;0;2;0/1739.66;0/851.27,1/833.57;0/0;0/1739.66,1/1739.66;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1799.61;0;104;0;2;0/1799.61;0/911.22,1/893.52;0/0;0/1799.61,1/1799.61;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1859.95;0;104;0;2;0/1859.95;0/971.56,1/953.86;0/0;0/1859.95,1/1859.95;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1919.89;0;104;0;2;0/1919.89;0/1031.49,1/1013.79;0/0;0/1919.89,1/1919.89;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
1979.73;0;104;0;2;0/1979.73;0/1091.34,1/1073.64;0/0;0/1979.73,1/1979.73;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
2039.82;0;104;0;2;0/2039.82;0/1151.43,1/1133.73;0/0;0/2039.82,1/2039.82;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
2099.96;0;104;0;2;0/2099.96;0/1211.56,1/1193.86;0/0;0/2099.96,1/2099.96;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/48,1/56;0/0;0/90,1/92
