#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.47;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.94;41.33;0.65;PP/0.06,TA/0.29,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
119.98;42.32;0.81;PP/0.09,TA/0.29,IS/0.04,PS/0,RB/0,OB/0.03,RP/0
179.82;41.98;0.98;PP/0.11,TA/0.29,IS/0.08,PS/0,RB/0,OB/0.05,RP/0
239.88;42.29;1.14;PP/0.11,TA/0.3,IS/0.13,PS/0,RB/0.01,OB/0.08,RP/0
299.91;42.42;1.38;PP/0.13,TA/0.3,IS/0.24,PS/0,RB/0.01,OB/0.13,RP/0
359.96;42.82;1.6;PP/0.14,TA/0.3,IS/0.36,PS/0,RB/0.01,OB/0.17,RP/0
419.96;42.9;1.81;PP/0.15,TA/0.3,IS/0.47,PS/0,RB/0.01,OB/0.21,RP/0
479.65;43.03;1.9;PP/0.15,TA/0.3,IS/0.51,PS/0,RB/0.01,OB/0.22,RP/0
539.99;43.43;2.03;PP/0.17,TA/0.32,IS/0.55,PS/0,RB/0.01,OB/0.22,RP/0
599.6;42.99;2.17;PP/0.18,TA/0.33,IS/0.59,PS/0,RB/0.01,OB/0.23,RP/0
659.81;43.18;2.28;PP/0.2,TA/0.34,IS/0.63,PS/0,RB/0.01,OB/0.23,RP/0
719.76;43.35;2.37;PP/0.2,TA/0.34,IS/0.66,PS/0,RB/0.01,OB/0.23,RP/0
779.95;42.87;2.46;PP/0.21,TA/0.34,IS/0.71,PS/0,RB/0.01,OB/0.23,RP/0
839.71;42.87;2.55;PP/0.22,TA/0.34,IS/0.74,PS/0,RB/0.01,OB/0.24,RP/0
900;43.03;2.64;PP/0.22,TA/0.34,IS/0.78,PS/0,RB/0.01,OB/0.24,RP/0
959.95;42.84;2.76;PP/0.23,TA/0.36,IS/0.82,PS/0,RB/0.01,OB/0.24,RP/0
1019.92;42.85;2.87;PP/0.25,TA/0.36,IS/0.85,PS/0,RB/0.01,OB/0.25,RP/0
1079.76;43.09;2.96;PP/0.25,TA/0.36,IS/0.89,PS/0,RB/0.01,OB/0.25,RP/0
1139.87;43.41;3.07;PP/0.26,TA/0.39,IS/0.92,PS/0,RB/0.01,OB/0.26,RP/0
1199.83;42.83;3.18;PP/0.27,TA/0.4,IS/0.95,PS/0,RB/0.01,OB/0.26,RP/0
1259.96;42.91;3.32;PP/0.28,TA/0.44,IS/0.97,PS/0,RB/0.01,OB/0.26,RP/0
1320;43.53;3.44;PP/0.31,TA/0.45,IS/1,PS/0,RB/0.01,OB/0.27,RP/0
1379.63;43.62;3.53;PP/0.32,TA/0.45,IS/1.04,PS/0,RB/0.01,OB/0.27,RP/0
1439.58;43.02;3.62;PP/0.34,TA/0.46,IS/1.06,PS/0,RB/0.01,OB/0.27,RP/0
1499.95;43.33;3.72;PP/0.35,TA/0.47,IS/1.09,PS/0,RB/0.01,OB/0.28,RP/0
1559.98;43.15;3.82;PP/0.37,TA/0.47,IS/1.13,PS/0,RB/0.01,OB/0.28,RP/0
1620;43.2;3.97;PP/0.4,TA/0.49,IS/1.16,PS/0,RB/0.01,OB/0.29,RP/0
1679.84;43.35;4.11;PP/0.42,TA/0.52,IS/1.18,PS/0,RB/0.01,OB/0.29,RP/0
1739.75;43.48;4.24;PP/0.44,TA/0.52,IS/1.23,PS/0,RB/0.01,OB/0.3,RP/0
1799.79;43.89;4.36;PP/0.45,TA/0.53,IS/1.26,PS/0,RB/0.01,OB/0.3,RP/0
1859.98;43.43;4.48;PP/0.46,TA/0.55,IS/1.3,PS/0,RB/0.01,OB/0.3,RP/0
1919.63;43.45;4.56;PP/0.47,TA/0.55,IS/1.33,PS/0,RB/0.01,OB/0.31,RP/0
1979.96;43.68;4.65;PP/0.48,TA/0.56,IS/1.35,PS/0,RB/0.01,OB/0.31,RP/0
2039.76;43.9;4.75;PP/0.5,TA/0.57,IS/1.38,PS/0,RB/0.01,OB/0.31,RP/0
2099.99;43.65;4.87;PP/0.51,TA/0.58,IS/1.4,PS/0,RB/0.01,OB/0.32,RP/0
2160;43.78;4.96;PP/0.52,TA/0.58,IS/1.43,PS/0,RB/0.01,OB/0.32,RP/0
