#TimeStamp;DistanceTraveled
59.99;492.42
119.98;264.88
179.64;97.17
239.64;144.83
299.79;180.32
359.66;199.09
419.67;155.11
479.65;108.18
539.63;108
599.66;172.08
659.89;164.33
719.79;222.78
779.93;254.57
839.59;161.34
899.96;250.5
959.76;238.61
1019.68;160.4
1079.79;165.23
1139.76;65.15
1199.97;166.3
1259.66;254.15
1319.97;256.43
1379.99;124.77
1439.87;131.24
1499.95;196.42
1559.71;201.77
1619.7;176.14
1679.85;217.75
1739.97;219.5
1800;163.28
1859.95;280.73
1919.73;390.92
1979.69;86.61
2039.98;0
2099.67;0
2159.9;0
2219.71;0
2279.93;0
2339.96;0
2399.92;0
2459.72;0
2519.95;0
2579.76;0
2639.98;0
2699.74;0
2759.97;0
2819.78;0
2879.96;0
2939.76;0
2999.99;0
3059.79;0
3119.6;0
3179.98;0
3239.58;0
3299.81;0
3359.62;0
3419.84;0
3479.96;0
3539.83;0
3599.64;0
3659.86;0
3719.67;0
3779.98;0
3839.65;0
3899.88;0
3959.69;0
4019.91;0
4079.67;0
4139.9;0
4199.7;0
4259.93;0
4319.98;0
4379.92;0
4439.72;0
4499.95;0
4559.76;0
4619.96;0
4679.7;0
4739.92;0
4799.73;0
4859.96;0
4919.98;0
4979.94;0
5039.75;0
5099.97;0
5159.78;0
5219.96;0
5279.76;0
5339.99;0
5399.8;0
5459.98;0
5519.78;0
5579.59;0
5639.82;0
5699.62;0
5759.96;0
5819.61;0
5879.83;0
5939.64;0
5999.87;0
6059.98;0
6119.85;0
6179.66;0
6239.88;0
6299.69;0
6359.91;0
6419.68;0
6479.9;0
6539.71;0
6599.94;0
6659.69;0
6719.92;0
6779.73;0
6839.95;0
6899.96;0
6959.94;0
7019.74;0
7079.97;0
7139.78;0
7199.94;0
