#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.66;1;18;0;0;0;0;0;0;0;0;0
1199.97;0.99;18;0;0;0;0;0;0;0;0;0
1800;0.99;18;0;0;0;0;0;0;0;0;0
2399.92;0.99;18;0;0;0;0;0;0;0;0;0
2999.99;0.99;18;0;0;0;0;0;0;0;0;0
3599.64;0.99;18;0;0;0;0;0;0;0;0;0
4199.7;0.99;18;0;0;0;0;0;0;0;0;0
4799.73;0.99;18;0;0;0;0;0;0;0;0;0
5399.8;0.99;18;0;0;0;0;0;0;0;0;0
5999.87;0.99;18;0;0;0;0;0;0;0;0;0
6599.94;0.99;18;0;0;0;0;0;0;0;0;0
7199.94;0.99;18;0;0;0;0;0;0;0;0;0
