#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;37.08;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.91;38.23;0.27;PP/0.03,TA/0.03,IS/0,PS/0,RB/0,OB/0,RP/0
119.67;38.24;0.33;PP/0.03,TA/0.09,IS/0,PS/0,RB/0,OB/0,RP/0
179.67;38.24;0.39;PP/0.05,TA/0.11,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.67;38.65;0.49;PP/0.05,TA/0.2,IS/0,PS/0,RB/0,OB/0.02,RP/0
299.67;38.65;0.58;PP/0.05,TA/0.27,IS/0,PS/0,RB/0,OB/0.05,RP/0
359.95;39;0.69;PP/0.05,TA/0.34,IS/0,PS/0,RB/0,OB/0.06,RP/0
419.69;39.24;0.8;PP/0.05,TA/0.44,IS/0,PS/0,RB/0,OB/0.08,RP/0
479.86;39.29;0.91;PP/0.05,TA/0.53,IS/0,PS/0,RB/0,OB/0.08,RP/0
539.86;39.3;1;PP/0.05,TA/0.63,IS/0,PS/0,RB/0,OB/0.08,RP/0
599.7;39.3;1.1;PP/0.05,TA/0.71,IS/0,PS/0,RB/0,OB/0.08,RP/0
659.76;39.3;1.19;PP/0.05,TA/0.8,IS/0,PS/0,RB/0,OB/0.08,RP/0
719.83;39.54;1.28;PP/0.05,TA/0.89,IS/0,PS/0,RB/0,OB/0.08,RP/0
779.97;39.54;1.35;PP/0.05,TA/0.94,IS/0,PS/0,RB/0,OB/0.08,RP/0
839.7;39.54;1.44;PP/0.05,TA/1.02,IS/0,PS/0,RB/0,OB/0.08,RP/0
899.7;39.54;1.49;PP/0.05,TA/1.07,IS/0,PS/0,RB/0,OB/0.08,RP/0
959.65;39.54;1.57;PP/0.05,TA/1.13,IS/0,PS/0,RB/0,OB/0.08,RP/0
1019.92;39.39;1.68;PP/0.05,TA/1.21,IS/0,PS/0,RB/0,OB/0.08,RP/0
1079.78;39.39;1.77;PP/0.06,TA/1.29,IS/0,PS/0,RB/0,OB/0.08,RP/0
1139.82;39.39;1.82;PP/0.06,TA/1.33,IS/0,PS/0,RB/0,OB/0.08,RP/0
1199.81;39.39;1.86;PP/0.06,TA/1.36,IS/0,PS/0,RB/0,OB/0.08,RP/0
1259.95;39.39;1.96;PP/0.09,TA/1.38,IS/0,PS/0,RB/0,OB/0.09,RP/0
1319.81;39.41;2.05;PP/0.09,TA/1.46,IS/0,PS/0,RB/0,OB/0.09,RP/0
1379.88;39.41;2.13;PP/0.09,TA/1.49,IS/0,PS/0,RB/0,OB/0.09,RP/0
1439.62;39.41;2.16;PP/0.11,TA/1.5,IS/0,PS/0,RB/0,OB/0.09,RP/0
1499.93;39.41;2.21;PP/0.11,TA/1.54,IS/0,PS/0,RB/0,OB/0.09,RP/0
1559.93;39.41;2.25;PP/0.11,TA/1.58,IS/0,PS/0,RB/0,OB/0.09,RP/0
