#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.59;1;18;0;0;0;0;0;0;0;0;0
1199.89;0.99;18;0;0;0;0;0;0;0;0;0
1800;0.99;18;0;0;0;0;0;0;0;0;0
2399.81;0.99;18;0;0;0;0;0;0;0;0;0
2999.9;0.99;18;0;0;0;0;0;0;0;0;0
3599.98;0.99;18;0;0;0;0;0;0;0;0;0
4199.8;0.99;18;0;0;0;0;0;0;0;0;0
4799.88;0.99;18;0;0;0;0;0;0;0;0;0
5399.97;0.99;18;0;0;0;0;0;0;0;0;0
5999.79;0.99;18;0;0;0;0;0;0;0;0;0
6599.79;0.99;18;0;0;0;0;0;0;0;0;0
7199.79;0.99;18;0;0;0;0;0;0;0;0;0
