Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;45.50;3.50;107;0;76;15.4790550237627;54.8411848203817;10.0444444444444;43.2438888888898;1.40789473684211;6143.94976709705;7200
OutputStation1;45.50;9.50;129;0;91;16.2239164181037;46.6353682179292;10.4588888888889;42.0334271247471;1.41758241758242;5925.94991800283;7200
OutputStation2;45.50;15.50;112;0;73;16.7658407772458;65.3236069367162;10.0444444444445;42.7767604580795;1.53424657534247;6093.74920781988;7200
