#TimeStamp;TripTime;Type
47;13;O
55;24;O
58;39;O
61;31;O
63;28;O
74;42;O
74;17;O
81;34;O
85;19;O
86;55;O
88;32;O
92;54;O
99;51;O
104;28;O
111;25;O
111;16;O
117;46;O
119;76;O
122;25;O
127;44;O
129;83;O
131;88;O
132;44;O
135;29;O
136;18;O
138;96;O
143;15;O
150;15;O
157;27;O
189;21;O
190;30;O
192;16;O
201;23;O
201;15;O
206;41;O
213;15;O
214;18;O
221;20;O
224;18;O
226;18;O
241;15;O
244;21;O
246;38;O
252;16;O
258;25;O
260;58;O
265;18;O
272;24;O
273;18;O
281;15;O
282;23;O
296;58;O
302;16;O
312;16;O
319;17;O
333;16;O
334;56;O
348;26;O
353;26;O
357;68;O
365;18;O
365;37;O
377;40;O
380;17;O
382;23;O
400;61;O
403;20;O
409;22;O
414;17;O
420;71;O
420;22;O
428;20;O
433;20;O
435;17;O
443;19;O
453;26;O
453;16;O
461;27;O
463;22;O
469;41;O
477;23;O
478;40;O
488;24;O
488;20;O
496;27;O
496;22;O
506;19;O
513;15;O
518;29;O
523;35;O
527;29;O
538;30;O
545;37;O
553;24;O
556;18;O
560;55;O
563;22;O
574;66;O
574;16;O
578;24;O
580;59;O
586;18;O
593;29;O
606;19;O
609;32;O
614;36;O
618;24;O
618;22;O
624;15;O
628;21;O
631;27;O
634;15;O
644;14;O
654;15;O
655;18;O
661;23;O
664;14;O
665;30;O
668;21;O
683;16;O
685;15;O
687;34;O
697;20;O
703;43;O
706;18;O
710;47;O
716;16;O
716;41;O
722;28;O
725;15;O
730;33;O
738;18;O
745;16;O
749;17;O
751;27;O
757;17;O
761;19;O
766;33;O
767;20;O
778;16;O
787;17;O
787;27;O
790;18;O
798;21;O
800;18;O
807;40;O
809;17;O
818;21;O
839;22;O
841;18;O
848;18;O
862;19;O
869;19;O
874;33;O
874;21;O
879;20;O
880;17;O
885;32;O
889;16;O
895;32;O
895;24;O
899;17;O
903;19;O
911;20;O
916;23;O
918;18;O
926;16;O
932;27;O
942;28;O
944;19;O
948;25;O
953;19;O
956;16;O
968;17;O
973;18;O
974;21;O
979;41;O
980;20;O
998;23;O
1000;17;O
1008;35;O
1013;22;O
1023;32;O
1032;17;O
1038;26;O
1040;18;O
1041;16;O
1047;23;O
1051;17;O
1052;20;O
1054;27;O
1059;46;O
1064;23;O
1067;15;O
1067;24;O
1072;27;O
1079;18;O
1080;15;O
1090;36;O
1090;16;O
1103;18;O
1104;20;O
1110;18;O
1119;14;O
1119;23;O
1128;23;O
1136;21;O
1145;33;O
1150;25;O
1152;30;O
1155;20;O
1161;16;O
1163;31;O
1169;17;O
1170;15;O
1180;17;O
1181;16;O
1199;13;O
1205;28;O
1211;16;O
1216;20;O
1223;21;O
1230;17;O
1241;18;O
1248;21;O
1251;35;O
1260;23;O
1268;24;O
1274;17;O
1278;22;O
1281;18;O
1284;16;O
1296;23;O
1301;24;O
1301;14;O
1309;25;O
1309;36;O
1315;24;O
1315;21;O
1331;17;O
1333;29;O
1334;18;O
1335;29;O
