#TimeStamp;TripTime;Type
60;22;O
64;28;O
72;44;O
77;49;O
83;49;O
87;19;O
87;45;O
96;18;O
105;16;O
113;15;O
116;21;O
132;15;O
143;16;O
143;14;O
156;20;O
165;16;O
173;15;O
181;20;O
183;14;O
194;15;O
205;19;O
220;15;O
234;15;O
243;13;O
273;17;O
275;26;O
297;21;O
299;16;O
303;17;O
312;16;O
314;44;O
331;15;O
341;15;O
343;17;O
360;24;O
365;15;O
365;19;O
374;19;O
389;14;O
394;15;O
403;44;O
404;15;O
414;15;O
430;14;O
443;15;O
460;15;O
464;28;O
485;29;O
494;14;O
506;17;O
516;16;O
517;15;O
520;34;O
544;14;O
583;17;O
584;14;O
597;34;O
606;15;O
620;26;O
620;20;O
628;17;O
640;39;O
645;15;O
645;32;O
683;14;O
700;15;O
709;14;O
727;19;O
731;16;O
755;15;O
771;43;O
771;15;O
780;15;O
793;17;O
794;14;O
803;17;O
820;19;O
822;26;O
835;19;O
838;27;O
846;15;O
856;16;O
858;37;O
876;15;O
876;15;O
886;15;O
888;16;O
893;52;O
903;17;O
915;15;O
918;23;O
947;13;O
955;14;O
965;14;O
976;15;O
985;14;O
999;15;O
1007;16;O
1027;15;O
1029;15;O
1048;26;O
1048;14;O
1063;16;O
1074;16;O
1081;17;O
1088;14;O
1096;12;O
1116;14;O
1122;17;O
1140;15;O
1151;16;O
1158;13;O
1175;14;O
1201;17;O
1237;15;O
1266;14;O
1270;15;O
1287;25;O
1297;14;O
1301;41;O
1310;17;O
1311;15;O
1316;31;O
1329;27;O
1349;28;O
1361;14;O
1374;18;O
1386;15;O
1388;20;O
1390;29;O
1411;13;O
1414;29;O
1425;17;O
1442;14;O
1452;15;O
1463;15;O
1466;15;O
1476;15;O
1486;34;O
1505;19;O
1507;15;O
1517;16;O
1523;30;O
1534;17;O
1540;26;O
1560;19;O
1562;15;O
1576;15;O
1577;45;O
1590;23;O
1592;20;O
1594;37;O
1606;19;O
1611;34;O
1623;15;O
1632;15;O
1633;32;O
1663;32;O
1673;15;O
1683;15;O
1694;16;O
1717;24;O
1724;38;O
1731;41;O
1732;41;O
1739;18;O
1752;14;O
1766;15;O
1777;15;O
1790;18;O
1798;16;O
1813;15;O
1823;15;O
1854;16;O
1857;15;O
1866;14;O
1872;36;O
1888;19;O
1895;17;O
1912;37;O
1913;17;O
1913;14;O
1928;26;O
1956;30;O
1958;17;O
1972;16;O
1974;64;O
1985;17;O
1990;26;O
1999;15;O
2008;16;O
2016;15;O
2021;34;O
2035;15;O
2045;15;O
2056;15;O
2057;15;O
2067;15;O
2068;46;O
2077;15;O
2088;37;O
