#TimeStamp;Bot;Pod;OutputStation
52.33;2;79;1
54.61;3;217;0
62.59;2;79;1
64.59;3;217;0
72.69;2;79;1
74.49;3;217;0
82.5;2;79;1
84.65;3;217;0
92.7;2;79;1
94.46;3;217;0
102.7;2;79;1
104.58;3;217;0
112.7;2;79;1
114.42;3;217;0
122.7;2;79;1
124.42;3;217;0
132.7;2;79;1
134.42;3;217;0
142.7;2;79;1
144.42;3;217;0
152.7;2;79;1
154.42;3;217;0
162.7;2;79;1
164.42;3;217;0
172.7;2;79;1
174.42;3;217;0
182.79;2;79;1
184.47;3;217;0
192.94;2;79;1
194.47;3;217;0
203.12;2;79;1
204.47;3;217;0
213.12;2;79;1
214.47;3;217;0
222.99;2;79;1
224.47;3;217;0
232.94;2;79;1
234.69;3;217;0
243.12;2;79;1
244.83;3;217;0
253.21;2;79;1
254.89;3;217;0
263.31;2;79;1
264.89;3;217;0
273.54;2;79;1
274.89;3;217;0
283.54;2;79;1
284.89;3;217;0
293.54;2;79;1
294.89;3;217;0
303.54;2;79;1
304.89;3;217;0
313.51;2;79;1
314.89;3;217;0
323.63;7;267;1
324.71;3;217;0
333.68;7;267;1
334.75;3;217;0
343.62;7;267;1
345.08;9;115;0
353.91;7;267;1
354.96;9;115;0
363.62;7;267;1
364.87;9;115;0
373.95;7;267;1
375.13;9;115;0
383.95;7;267;1
385.14;9;115;0
394.03;7;267;1
395.55;9;115;0
404.37;7;267;1
405.97;9;115;0
414.45;7;267;1
416.13;9;115;0
424.79;7;267;1
426.39;9;115;0
434.79;7;267;1
436.55;9;115;0
444.79;7;267;1
446.81;9;115;0
454.79;7;267;1
456.97;9;115;0
464.79;7;267;1
466.97;9;115;0
474.79;7;267;1
476.97;9;115;0
484.79;7;267;1
486.97;9;115;0
494.79;7;267;1
497.23;9;115;0
504.79;7;267;1
507.39;9;115;0
514.79;7;267;1
517.39;9;115;0
524.73;4;227;1
527.62;9;115;0
534.82;4;227;1
537.44;9;115;0
544.87;4;227;1
547.39;9;115;0
555.29;4;227;1
557.39;9;115;0
565.71;4;227;1
567.39;9;115;0
576.13;4;227;1
577.39;9;115;0
586.49;4;227;1
587.39;9;115;0
596.49;4;227;1
597.39;9;115;0
606.49;4;227;1
607.39;9;115;0
616.55;4;227;1
617.5;0;172;0
626.83;4;227;1
627.38;0;172;0
636.91;4;227;1
637.66;0;172;0
646.97;4;227;1
648.08;0;172;0
657.33;4;227;1
658.23;0;172;0
667.33;4;227;1
668.23;0;172;0
677.33;4;227;1
678.23;0;172;0
687.39;4;227;1
688.5;0;172;0
697.75;4;227;1
698.65;0;172;0
707.75;4;227;1
708.92;0;172;0
717.81;4;227;1
719.34;0;172;0
728.23;4;227;1
729.49;0;172;0
738.59;4;227;1
739.49;0;172;0
748.59;4;227;1
749.49;0;172;0
758.59;4;227;1
759.49;0;172;0
768.59;4;227;1
769.49;0;172;0
778.59;4;227;1
779.49;0;172;0
788.59;4;227;1
789.76;0;172;0
798.59;4;227;1
800.18;0;172;0
808.65;8;282;1
810.6;0;172;0
818.7;8;282;1
821.02;0;172;0
829.12;8;282;1
830.8;0;172;0
839.16;8;282;1
840.84;0;172;0
849.49;8;282;1
851.18;10;103;0
859.44;8;282;1
861.07;10;103;0
869.54;8;282;1
871.22;10;103;0
879.86;8;282;1
881.4;5;10;0
889.99;8;282;1
891.77;11;77;0
900.08;8;282;1
901.74;6;57;0
910.35;8;282;1
911.81;1;132;0
920.48;3;217;1
922.13;1;132;0
930.55;9;115;1
932.17;2;79;0
940.9;0;172;1
942.43;7;267;0
950.8;11;77;1
952.47;4;227;0
960.97;5;10;1
971.39;10;103;1
