#TimeStamp;DistanceTraveled
59.69;176.11
119.79;11.89
179.82;0
239.7;19
299.94;13
359.76;45
419.59;30
479.6;19.11
539.98;16.89
599.7;0
659.7;0
719.73;37.06
779.95;31.94
839.71;67.46
899.99;116.17
959.75;34.36
1019.99;15
1079.99;37.76
1139.85;66.24
1199.79;140.1
1259.97;87.9
1319.63;0
1379.67;47
1439.94;77.64
1499.89;87.54
1559.9;70.57
1619.8;72.06
1679.58;47.19
1739.9;0
1799.9;0
1859.9;0
1919.9;0
1979.9;21
2039.94;6.79
2099.69;49.58
2159.81;173.95
2219.96;137.85
2279.81;158.54
2339.92;6.3
2399.6;0
2459.71;0
2519.82;0
2579.93;0
2639.6;0
2699.69;0
2759.69;0
2819.69;0
2879.69;0
2939.69;0
2999.69;0
3059.69;0
3119.69;0
3179.69;0
3239.69;0
3299.69;0
3359.69;0
3419.69;0
3479.69;0
3539.69;0
3599.69;0
3659.69;0
3719.69;0
3779.69;0
3839.69;0
3899.69;0
3959.69;0
4019.69;0
4079.69;0
4139.69;0
4199.69;0
4259.69;0
4319.69;0
4379.69;0
4439.69;0
4499.69;0
4559.69;0
4619.69;0
4679.69;0
4739.69;0
4799.69;0
4859.69;0
4919.69;0
4979.69;0
5039.69;0
5099.69;0
5159.69;0
5219.69;0
5279.69;0
5339.69;0
5399.69;0
5459.69;0
5519.69;0
5579.69;0
5639.69;0
5699.69;0
5759.69;0
5819.69;0
5879.69;0
5939.69;0
5999.69;0
6059.69;0
6119.69;0
6179.69;0
6239.69;0
6299.69;0
6359.69;0
6419.69;0
6479.69;0
6539.69;0
6599.69;0
6659.69;0
6719.69;0
6779.69;0
6839.69;0
6899.69;0
6959.69;0
7019.69;0
7079.69;0
7139.69;0
7199.69;0
