Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;45.50;3.50;176;0;34;53.4344366179932;2795.81421800431;10.0444444444445;223.672285880296;5.17647058823529;5475.47706333168;7200
OutputStation1;45.50;9.50;172;0;34;52.1765177940576;4810.90482414038;10.1994444444445;326.11064934697;5.05882352941176;5518.73551083553;7200
