#TimeStamp;TripTime;Type
29;8;O
37;20;O
44;28;O
49;31;O
52;23;O
62;28;O
209;14;O
294;16;O
350;14;O
355;15;O
386;17;O
392;13;O
488;10;O
722;11;O
754;14;O
794;14;O
805;15;O
818;15;O
844;10;O
877;10;O
881;17;O
899;23;O
907;16;O
916;15;O
1007;15;O
1044;14;O
1078;15;O
1097;17;O
1100;27;O
1135;14;O
1159;16;O
1175;14;O
1183;41;O
1191;6;O
1202;17;O
1210;15;O
1218;16;O
1237;15;O
1240;18;O
1257;15;O
1337;15;O
1368;15;O
1403;17;O
1418;14;O
1421;17;O
1441;18;O
1451;17;O
1464;18;O
1508;30;O
1529;16;O
1532;18;O
1559;15;O
1582;28;O
1591;16;O
1610;13;O
1623;15;O
1648;15;O
1650;29;O
1946;14;O
2047;14;O
2115;21;O
2120;16;O
2126;12;O
2148;29;O
2180;32;O
2186;19;O
2194;18;O
2196;29;O
2219;27;O
2231;29;O
