#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;36.75;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.69;37.89;0.27;PP/0.03,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
119.79;37.89;0.31;PP/0.03,TA/0.06,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
179.82;37.91;0.36;PP/0.03,TA/0.09,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
239.7;37.95;0.4;PP/0.04,TA/0.13,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
299.94;37.95;0.45;PP/0.04,TA/0.17,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
359.76;37.96;0.5;PP/0.04,TA/0.2,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
419.59;38.29;0.53;PP/0.04,TA/0.22,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
479.6;38.32;0.55;PP/0.04,TA/0.24,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
539.98;38.32;0.58;PP/0.04,TA/0.26,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
599.7;38.32;0.6;PP/0.04,TA/0.27,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
659.7;38.32;0.62;PP/0.04,TA/0.29,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
719.73;38.32;0.64;PP/0.04,TA/0.31,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
779.95;38.32;0.67;PP/0.04,TA/0.33,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
839.71;38.51;0.72;PP/0.05,TA/0.36,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
899.99;38.52;0.77;PP/0.05,TA/0.39,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
959.75;38.52;0.81;PP/0.06,TA/0.43,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
1019.99;38.52;0.86;PP/0.06,TA/0.46,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
1079.99;38.52;0.9;PP/0.06,TA/0.5,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
1139.85;38.52;0.95;PP/0.06,TA/0.53,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
1199.79;38.52;1;PP/0.07,TA/0.56,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
1259.97;38.63;1.04;PP/0.07,TA/0.59,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
