#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.69;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
119.79;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
179.82;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
239.7;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
299.94;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
359.76;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
419.59;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
479.6;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
539.98;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
599.7;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
659.7;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
719.73;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
779.95;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
839.71;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
899.99;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
959.75;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1019.99;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1079.99;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1139.85;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1199.79;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1259.97;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1319.63;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1379.67;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1439.94;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1499.89;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1559.9;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1619.8;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1679.58;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1739.9;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1799.9;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1859.9;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1919.9;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1979.9;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
2039.94;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
2099.69;3;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/4,Rest/0
2159.81;0;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
2219.96;2;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/3,Rest/0
2279.81;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2339.92;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2399.6;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2459.71;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2519.82;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2579.93;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2639.6;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2699.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2759.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2819.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2879.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2939.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
2999.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
3059.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
3119.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
3179.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
3239.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/6
