#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.91;0;0;0;2;0/59.91;0/59.91,1/59.91;0/0;0/59.91,1/59.91;0/0;0/42,1/37;0/0;0/48,1/37;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.96;0;6;0;2;0/119.96;0/65.64,1/90.18;0/0;0/119.96,1/119.96;0/0;0/38,1/32;0/0;0/42,1/34;0/0;0/0,1/0;0/0;0/4,1/2;0/0;0/6,1/3
179.77;0;13;0;2;0/179.77;0/66.76,1/101.49;0/0;0/179.77,1/179.77;0/0;0/42,1/28;0/0;0/44,1/32;0/0;0/0,1/0;0/0;0/8,1/5;0/0;0/12,1/8
239.88;0;18;0;2;0/239.88;0/67.7,1/103.19;0/0;0/239.88,1/239.88;0/0;0/39,1/29;0/0;0/41,1/33;0/0;0/0,1/0;0/0;0/11,1/7;0/0;0/18,1/14
299.86;0;25;0;2;0/299.86;0/77.47,1/104.22;0/0;0/299.86,1/299.86;0/0;0/41,1/27;0/0;0/44,1/30;0/0;0/0,1/0;0/0;0/14,1/11;0/0;0/23,1/20
360;0;33;0;2;0/360;0/78.86,1/111.85;0/0;0/360,1/360;0/0;0/44,1/30;0/0;0/45,1/34;0/0;0/0,1/0;0/0;0/18,1/15;0/0;0/29,1/26
419.82;0;38;0;2;0/419.82;0/86.2,1/112.68;0/0;0/419.82,1/419.82;0/0;0/37,1/31;0/0;0/40,1/33;0/0;0/0,1/0;0/0;0/20,1/18;0/0;0/34,1/32
479.75;0;43;0;2;0/479.75;0/88.11,1/113.99;0/0;0/479.75,1/479.75;0/0;0/45,1/26;0/0;0/46,1/30;0/0;0/0,1/0;0/0;0/23,1/20;0/0;0/40,1/38
539.74;0;49;0;2;0/539.74;0/105.58,1/115.25;0/0;0/539.74,1/539.74;0/0;0/42,1/34;0/0;0/43,1/36;0/0;0/0,1/0;0/0;0/26,1/23;0/0;0/45,1/44
599.7;0;54;0;2;0/599.7;0/121.44,1/116.55;0/0;0/599.7,1/599.7;0/0;0/36,1/35;0/0;0/39,1/38;0/0;0/0,1/0;0/0;0/28,1/26;0/0;0/49,1/49
659.87;0;57;0;2;0/659.87;0/123.29,1/146.94;0/0;0/659.87,1/659.87;0/0;0/32,1/36;0/0;0/36,1/38;0/0;0/0,1/0;0/0;0/29,1/28;0/0;0/55,1/52
719.82;0;64;0;2;0/719.82;0/128.46,1/157.75;0/0;0/719.82,1/719.82;0/0;0/36,1/32;0/0;0/36,1/35;0/0;0/0,1/0;0/0;0/34,1/30;0/0;0/61,1/58
779.67;0;69;0;2;0/779.67;0/139.65,1/159.2;0/0;0/779.67,1/779.67;0/0;0/38,1/28;0/0;0/39,1/33;0/0;0/0,1/0;0/0;0/36,1/33;0/0;0/65,1/63
839.67;0;76;0;2;0/839.67;0/179.94,1/160.9;0/0;0/839.67,1/839.67;0/0;0/38,1/33;0/0;0/40,1/36;0/0;0/0,1/0;0/0;0/39,1/37;0/0;0/68,1/69
899.67;0;83;0;2;0/899.67;0/181.17,1/164.48;0/0;0/899.67,1/899.67;0/0;0/33,1/35;0/0;0/38,1/36;0/0;0/0,1/0;0/0;0/42,1/41;0/0;0/73,1/75
959.81;0;87;0;2;0/959.81;0/182.54,1/191.26;0/0;0/959.81,1/959.81;0/0;0/27,1/32;0/0;0/32,1/33;0/0;0/0,1/0;0/0;0/44,1/43;0/0;0/79,1/78
1019.68;0;93;0;2;0/1019.68;0/183.57,1/205.65;0/0;0/1019.68,1/1019.68;0/0;0/34,1/35;0/0;0/36,1/39;0/0;0/0,1/0;0/0;0/48,1/45;0/0;0/85,1/83
1079.73;0;98;0;2;0/1079.73;0/193.69,1/207.32;0/0;0/1079.73,1/1079.73;0/0;0/36,1/31;0/0;0/37,1/36;0/0;0/0,1/0;0/0;0/51,1/47;0/0;0/90,1/89
1139.71;0;104;0;2;0/1139.71;0/213.52,1/209.08;0/0;0/1139.71,1/1139.71;0/0;0/32,1/40;0/0;0/35,1/42;0/0;0/0,1/0;0/0;0/53,1/51;0/0;0/95,1/95
1199.66;0;109;0;2;0/1199.66;0/215.84,1/236.26;0/0;0/1199.66,1/1199.66;0/0;0/31,1/42;0/0;0/35,1/42;0/0;0/0,1/0;0/0;0/55,1/54;0/0;0/101,1/98
1259.66;0;109;0;2;0/1259.66;0/216.82,1/294.31;0/0;0/1259.66,1/1259.66;0/0;0/25,1/41;0/0;0/29,1/42;0/0;0/0,1/0;0/0;0/55,1/54;0/0;0/107,1/98
1319.71;0;116;0;2;0/1319.71;0/218.19,1/316.86;0/0;0/1319.71,1/1319.71;0/0;0/24,1/35;0/0;0/26,1/38;0/0;0/0,1/0;0/0;0/59,1/57;0/0;0/113,1/102
1379.9;0;121;0;2;0/1379.9;0/235.8,1/317.93;0/0;0/1379.9,1/1379.9;0/0;0/28,1/31;0/0;0/31,1/34;0/0;0/0,1/0;0/0;0/62,1/59;0/0;0/117,1/108
1439.97;0;126;0;2;0/1439.97;0/250.16,1/319.11;0/0;0/1439.97,1/1439.97;0/0;0/33,1/27;0/0;0/35,1/30;0/0;0/0,1/0;0/0;0/64,1/62;0/0;0/121,1/114
