#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.9;1;18;0;0;0;0;0;0;0;0;0
1199.76;0.99;18;0;0;0;0;0;0;0;0;0
1799.98;0.99;18;0;0;0;0;0;0;0;0;0
2399.9;0.99;18;0;0;0;0;0;0;0;0;0
2999.93;0.99;18;0;0;0;0;0;0;0;0;0
3599.96;0.99;18;0;0;0;0;0;0;0;0;0
4199.92;0.99;18;0;0;0;0;0;0;0;0;0
4799.81;0.99;18;0;0;0;0;0;0;0;0;0
5399.83;0.99;18;0;0;0;0;0;0;0;0;0
5999.75;0.99;18;0;0;0;0;0;0;0;0;0
6599.76;0.99;18;0;0;0;0;0;0;0;0;0
7199.89;0.99;18;0;0;0;0;0;0;0;0;0
