#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.91;1;18;0;0;0;0;0;0;0;0;0
1199.94;0.99;18;0;0;0;0;0;0;0;0;0
1799.93;0.99;18;0;0;0;0;0;0;0;0;0
2399.77;0.99;18;0;0;0;0;0;0;0;0;0
2999.99;0.98;18;0;0;0;0;0;0;0;0;0
3599.97;0.98;18;0;0;0;0;0;0;0;0;0
4199.61;0.97;18;0;0;0;0;0;0;0;0;0
4799.94;0.97;18;0;0;0;0;0;0;0;0;0
5399.89;0.97;18;0;0;0;0;0;0;0;0;0
5999.98;0.96;18;0;0;0;0;0;0;0;0;0
6599.98;0.96;18;0;0;0;0;0;0;0;0;0
7199.81;0.95;18;0;0;0;0;0;0;0;0;0
7799.97;0.95;18;0;0;0;0;0;0;0;0;0
8399.94;0.95;18;0;0;0;0;0;0;0;0;0
8999.59;0.94;18;0;0;0;0;0;0;0;0;0
9599.72;0.94;18;0;0;0;0;0;0;0;0;0
10199.96;0.94;18;0;0;0;0;0;0;0;0;0
10799.79;0.93;18;0;0;0;0;0;0;0;0;0
11399.81;0.93;18;0;0;0;0;0;0;0;0;0
11999.75;0.92;18;0;0;0;0;0;0;0;0;0
12599.6;0.92;18;0;0;0;0;0;0;0;0;0
13199.85;0.92;18;0;0;0;0;0;0;0;0;0
13799.69;0.92;18;0;0;0;0;0;0;0;0;0
14399.94;0.92;18;0;0;0;0;0;0;0;0;0
14999.79;0.92;18;0;0;0;0;0;0;0;0;0
15599.86;0.92;18;0;0;0;0;0;0;0;0;0
16199.92;0.92;18;0;0;0;0;0;0;0;0;0
16799.97;0.92;18;0;0;0;0;0;0;0;0;0
17399.95;0.92;18;0;0;0;0;0;0;0;0;0
17999.74;0.92;18;0;0;0;0;0;0;0;0;0
18599.99;0.92;18;0;0;0;0;0;0;0;0;0
19199.83;0.92;18;0;0;0;0;0;0;0;0;0
19799.87;0.92;18;0;0;0;0;0;0;0;0;0
20399.94;0.92;18;0;0;0;0;0;0;0;0;0
20999.59;0.92;18;0;0;0;0;0;0;0;0;0
21599.66;0.92;18;0;0;0;0;0;0;0;0;0
22199.72;0.92;18;0;0;0;0;0;0;0;0;0
22799.99;0.92;18;0;0;0;0;0;0;0;0;0
23399.99;0.92;18;0;0;0;0;0;0;0;0;0
23999.99;0.92;18;0;0;0;0;0;0;0;0;0
24599.95;0.92;18;0;0;0;0;0;0;0;0;0
25199.6;0.92;18;0;0;0;0;0;0;0;0;0
25799.67;0.92;18;0;0;0;0;0;0;0;0;0
26399.74;0.92;18;0;0;0;0;0;0;0;0;0
26999.81;0.92;18;0;0;0;0;0;0;0;0;0
27599.88;0.92;18;0;0;0;0;0;0;0;0;0
28199.94;0.92;18;0;0;0;0;0;0;0;0;0
28799.97;0.92;18;0;0;0;0;0;0;0;0;0
29399.97;0.92;18;0;0;0;0;0;0;0;0;0
29999.97;0.92;18;0;0;0;0;0;0;0;0;0
