#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.97;1;18;0;0;0;0;0;0;0;0;0
1199.76;1;18;0;0;0;0;0;0;0;0;0
1799.79;0.99;18;0;0;0;0;0;0;0;0;0
2399.97;0.99;18;0;0;0;0;0;0;0;0;0
2999.91;0.99;18;0;0;0;0;0;0;0;0;0
3599.98;0.99;18;0;0;0;0;0;0;0;0;0
4199.81;0.98;18;0;0;0;0;0;0;0;0;0
4799.91;0.98;18;0;0;0;0;0;0;0;0;0
5399.84;0.98;18;0;0;0;0;0;0;0;0;0
5999.76;0.98;18;0;0;0;0;0;0;0;0;0
6599.93;0.98;18;0;0;0;0;0;0;0;0;0
7199.72;0.97;18;0;0;0;0;0;0;0;0;0
7799.64;0.97;18;0;0;0;0;0;0;0;0;0
8399.98;0.97;18;0;0;0;0;0;0;0;0;0
8999.91;0.97;18;0;0;0;0;0;0;0;0;0
9599.98;0.96;18;0;0;0;0;0;0;0;0;0
10199.8;0.96;18;0;0;0;0;0;0;0;0;0
10799.94;0.96;18;0;0;0;0;0;0;0;0;0
11399.67;0.96;18;0;0;0;0;0;0;0;0;0
11999.93;0.95;18;0;0;0;0;0;0;0;0;0
12599.64;0.95;18;0;0;0;0;0;0;0;0;0
13199.77;0.95;18;0;0;0;0;0;0;0;0;0
13799.97;0.95;18;0;0;0;0;0;0;0;0;0
14399.85;0.95;18;0;0;0;0;0;0;0;0;0
14999.79;0.94;18;0;0;0;0;0;0;0;0;0
15599.95;0.94;18;0;0;0;0;0;0;0;0;0
16199.85;0.94;18;0;0;0;0;0;0;0;0;0
16799.92;0.94;18;0;0;0;0;0;0;0;0;0
17399.73;0.93;18;0;0;0;0;0;0;0;0;0
17999.99;0.93;18;0;0;0;0;0;0;0;0;0
18599.75;0.93;18;0;0;0;0;0;0;0;0;0
19199.77;0.93;18;0;0;0;0;0;0;0;0;0
19799.9;0.92;18;0;0;0;0;0;0;0;0;0
20399.75;0.92;18;0;0;0;0;0;0;0;0;0
20999.69;0.92;18;0;0;0;0;0;0;0;0;0
21599.69;0.92;18;0;0;0;0;0;0;0;0;0
22199.69;0.92;18;0;0;0;0;0;0;0;0;0
22799.69;0.92;18;0;0;0;0;0;0;0;0;0
23399.69;0.92;18;0;0;0;0;0;0;0;0;0
23999.69;0.92;18;0;0;0;0;0;0;0;0;0
24599.69;0.92;18;0;0;0;0;0;0;0;0;0
25199.69;0.92;18;0;0;0;0;0;0;0;0;0
25799.69;0.92;18;0;0;0;0;0;0;0;0;0
26399.69;0.92;18;0;0;0;0;0;0;0;0;0
26999.69;0.92;18;0;0;0;0;0;0;0;0;0
27599.69;0.92;18;0;0;0;0;0;0;0;0;0
28199.69;0.92;18;0;0;0;0;0;0;0;0;0
28799.69;0.92;18;0;0;0;0;0;0;0;0;0
29399.69;0.92;18;0;0;0;0;0;0;0;0;0
29999.69;0.92;18;0;0;0;0;0;0;0;0;0
