#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.9;1;18;0;0;0;0;0;0;0;0;0
1199.68;1;18;0;0;0;0;0;0;0;0;0
1799.67;1;18;0;0;0;0;0;0;0;0;0
2399.98;1;18;0;0;0;0;0;0;0;0;0
2999.99;1;18;0;0;0;0;0;0;0;0;0
3599.97;1;18;0;0;0;0;0;0;0;0;0
4199.99;1;18;0;0;0;0;0;0;0;0;0
4799.88;1;18;0;0;0;0;0;0;0;0;0
5399.87;1;18;0;0;0;0;0;0;0;0;0
5999.98;1;18;0;0;0;0;0;0;0;0;0
6599.79;1;18;0;0;0;0;0;0;0;0;0
7199.76;1;18;0;0;0;0;0;0;0;0;0
