#TimeStamp;TripTime;Type
35;22;O
37;16;O
37;22;O
41;26;O
46;32;O
47;30;O
52;34;O
54;27;O
58;28;O
59;38;O
61;28;O
61;38;O
65;44;O
69;48;O
71;43;O
72;46;O
79;51;O
79;33;O
314;28;O
392;15;O
571;16;O
621;13;O
655;16;O
721;13;O
795;18;O
833;13;O
903;13;O
1054;15;O
1080;16;O
1148;14;O
1171;16;O
1239;18;O
1286;14;O
1356;14;O
1411;29;O
1438;13;O
1451;29;O
1523;16;O
1584;16;O
1630;16;O
1692;14;O
1720;16;O
1750;16;O
1761;21;O
1762;17;O
1812;13;O
1904;14;O
1939;19;O
1945;18;O
2011;14;O
2059;16;O
2066;15;O
2169;30;O
2196;14;O
2216;22;O
2228;29;O
2318;18;O
2347;14;O
2361;16;O
2371;16;O
2416;15;O
2417;13;O
2456;13;O
2485;29;O
2496;20;O
2498;16;O
2543;16;O
2642;55;O
2650;38;O
2698;15;O
2713;117;O
2737;15;O
2753;77;O
2767;14;O
2802;15;O
2818;14;O
2880;16;O
2932;14;O
2961;16;O
2971;21;O
2971;13;O
3000;15;O
3010;15;O
3022;17;O
3044;29;O
3053;15;O
3091;15;O
3093;14;O
3099;13;O
3118;16;O
3142;13;O
3145;19;O
3160;14;O
3161;19;O
3163;14;O
3183;16;O
3190;21;O
3192;16;O
3194;20;O
3202;13;O
3207;15;O
3219;16;O
3222;12;O
3239;17;O
3248;21;O
3259;20;O
3264;30;O
3266;27;O
3267;19;O
3271;14;O
3281;14;O
3292;14;O
3307;22;O
3323;15;O
3327;30;O
3352;20;O
3362;15;O
3372;14;O
3374;21;O
3384;21;O
3392;15;O
3424;21;O
3430;33;O
3434;46;O
3437;30;O
3455;17;O
3458;45;O
3459;16;O
3479;15;O
3507;34;O
3511;27;O
3726;16;O
3747;16;O
3767;16;O
3776;15;O
3785;14;O
3800;14;O
3812;16;O
3821;16;O
3825;14;O
3846;28;O
3862;13;O
3863;17;O
3874;17;O
3890;14;O
3897;16;O
3907;16;O
3917;16;O
3933;27;O
3933;17;O
3941;33;O
3960;14;O
3970;14;O
3972;46;O
3979;18;O
4028;27;O
4033;22;O
4035;14;O
4057;15;O
4076;14;O
4084;13;O
4094;12;O
4136;14;O
4150;12;O
4184;13;O
4214;14;O
4243;15;O
4254;16;O
4285;15;O
4318;19;O
4320;30;O
4330;15;O
4334;14;O
4348;17;O
4359;18;O
4373;14;O
4378;13;O
4384;14;O
4390;15;O
4409;14;O
4418;13;O
4418;17;O
4430;15;O
4438;13;O
4440;27;O
4449;17;O
4462;13;O
4478;13;O
4490;15;O
4501;20;O
4510;15;O
4517;36;O
4531;22;O
4536;33;O
4542;27;O
4544;32;O
4547;17;O
4551;18;O
4568;16;O
4578;15;O
4622;15;O
4629;12;O
4659;16;O
4663;13;O
4672;14;O
4693;15;O
4693;19;O
4701;17;O
4709;18;O
4721;19;O
4722;18;O
4733;23;O
4743;15;O
4752;21;O
4757;12;O
4761;16;O
4765;31;O
4773;19;O
4775;24;O
4797;15;O
4807;21;O
4808;11;O
4813;15;O
4816;22;O
4852;14;O
4873;15;O
4883;14;O
4933;17;O
4943;17;O
4974;18;O
4984;18;O
4995;19;O
5012;16;O
5024;18;O
5034;19;O
5055;15;O
5070;34;O
5078;32;O
5109;33;O
5195;14;O
5206;15;O
5266;14;O
5277;15;O
5338;16;O
5340;28;O
5346;24;O
5351;18;O
5359;27;O
5365;23;O
5366;19;O
5373;21;O
5383;16;O
5385;23;O
5394;22;O
5402;19;O
5407;30;O
5413;20;O
5424;12;O
