#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.91;0;0;0;3;0/59.91;0/43.08,1/40.66,2/43.61;0/0;0/59.91,1/59.91,2/59.91;0/0;0/36,1/36,2/33;0/0;0/42,1/40,2/41;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/2
119.7;0;0;0;3;0/119.7;0/43.94,1/41.82,2/44.6;0/0;0/119.7,1/119.7,2/119.7;0/0;0/30,1/30,2/29;0/0;0/36,1/34,2/37;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/8,1/8,2/8
179.77;0;0;0;3;0/179.77;0/45.07,1/43.08,2/45.92;0/0;0/179.77,1/179.77,2/179.77;0/0;0/24,1/27,2/25;0/0;0/30,1/31,2/33;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/14,1/14,2/14
239.88;0;0;0;3;0/239.88;0/46.26,1/44.44,2/47.06;0/0;0/239.88,1/239.88,2/239.88;0/0;0/18,1/24,2/22;0/0;0/24,1/28,2/30;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/20,1/20,2/20
299.77;0;1;0;3;0/299.77;0/47.05,1/45.86,2/48.98;0/0;0/299.77,1/299.77,2/299.77;0/0;0/13,1/23,2/22;0/0;0/18,1/28,2/30;0/0;0/0,1/0,2/0;0/0;0/1,1/0,2/0;0/0;0/26,1/26,2/26
360;0;1;0;3;0/360;0/49.09,1/46.71,2/50.12;0/0;0/360,1/360,2/360;0/0;0/13,1/23,2/21;0/0;0/18,1/28,2/29;0/0;0/0,1/0,2/0;0/0;0/1,1/0,2/0;0/0;0/32,1/32,2/32
419.59;0;2;0;3;0/419.59;0/50.95,1/48.14,2/51.03;0/0;0/419.59,1/419.59,2/419.59;0/0;0/14,1/23,2/18;0/0;0/18,1/29,2/26;0/0;0/0,1/0,2/0;0/0;0/2,1/0,2/0;0/0;0/38,1/38,2/38
479.93;0;2;0;3;0/479.93;0/52.66,1/49.36,2/52.52;0/0;0/479.93,1/479.93,2/479.93;0/0;0/17,1/20,2/22;0/0;0/21,1/26,2/30;0/0;0/0,1/0,2/0;0/0;0/2,1/0,2/0;0/0;0/44,1/44,2/44
539.97;0;2;0;3;0/539.97;0/54.04,1/50.74,2/54.38;0/0;0/539.97,1/539.97,2/539.97;0/0;0/15,1/14,2/16;0/0;0/19,1/20,2/24;0/0;0/0,1/0,2/0;0/0;0/2,1/0,2/0;0/0;0/50,1/50,2/50
599.65;0;3;0;3;0/599.65;0/56.22,1/52.61,2/55.88;0/0;0/599.65,1/599.65,2/599.65;0/0;0/15,1/12,2/16;0/0;0/20,1/17,2/24;0/0;0/0,1/0,2/0;0/0;0/2,1/1,2/0;0/0;0/56,1/56,2/56
659.65;0;5;0;3;0/659.65;0/57.49,1/54.42,2/57.43;0/0;0/659.65,1/659.65,2/659.65;0/0;0/10,1/16,2/16;0/0;0/14,1/23,2/23;0/0;0/0,1/0,2/0;0/0;0/3,1/1,2/1;0/0;0/62,1/62,2/62
719.96;0;6;0;3;0/719.96;0/59.62,1/56.37,2/59.3;0/0;0/719.96,1/719.96,2/719.96;0/0;0/20,1/15,2/11;0/0;0/23,1/23,2/17;0/0;0/0,1/0,2/0;0/0;0/3,1/1,2/2;0/0;0/68,1/68,2/68
779.92;0;6;0;3;0/779.92;0/61.58,1/56.99,2/62.65;0/0;0/779.92,1/779.92,2/779.92;0/0;0/23,1/10,2/16;0/0;0/27,1/17,2/22;0/0;0/0,1/0,2/0;0/0;0/3,1/1,2/2;0/0;0/74,1/74,2/74
839.87;0;8;0;3;0/839.87;0/62.75,1/58.45,2/64.11;0/0;0/839.87,1/839.87,2/839.87;0/0;0/20,1/7,2/12;0/0;0/24,1/15,2/16;0/0;0/0,1/0,2/0;0/0;0/3,1/2,2/3;0/0;0/80,1/80,2/80
899.65;0;9;0;3;0/899.65;0/64.03,1/60.52,2/66.47;0/0;0/899.65,1/899.65,2/899.65;0/0;0/19,1/12,2/10;0/0;0/23,1/21,2/13;0/0;0/0,1/0,2/0;0/0;0/3,1/2,2/4;0/0;0/86,1/86,2/86
959.91;0;9;0;3;0/959.91;0/65.29,1/61.66,2/69.16;0/0;0/959.91,1/959.91,2/959.91;0/0;0/22,1/12,2/21;0/0;0/27,1/21,2/24;0/0;0/0,1/0,2/0;0/0;0/3,1/2,2/4;0/0;0/91,1/92,2/92
1019.92;0;9;0;3;0/1019.92;0/66.64,1/62.32,2/71.4;0/0;0/1019.92,1/1019.92,2/1019.92;0/0;0/22,1/6,2/23;0/0;0/27,1/15,2/27;0/0;0/0,1/0,2/0;0/0;0/3,1/2,2/4;0/0;0/97,1/98,2/97
1079.72;0;11;0;3;0/1079.72;0/67.59,1/63.82,2/72.98;0/0;0/1079.72,1/1079.72,2/1079.72;0/0;0/16,1/10,2/20;0/0;0/21,1/18,2/24;0/0;0/0,1/0,2/0;0/0;0/4,1/3,2/4;0/0;0/103,1/104,2/103
1139.7;0;12;0;3;0/1139.7;0/69.07,1/65.14,2/73.85;0/0;0/1139.7,1/1139.7,2/1139.7;0/0;0/13,1/10,2/15;0/0;0/18,1/19,2/18;0/0;0/0,1/0,2/0;0/0;0/4,1/3,2/5;0/0;0/109,1/110,2/109
1199.8;0;13;0;3;0/1199.8;0/70.54,1/66.02,2/75.7;0/0;0/1199.8,1/1199.8,2/1199.8;0/0;0/10,1/3,2/25;0/0;0/14,1/13,2/28;0/0;0/0,1/0,2/0;0/0;0/5,1/3,2/5;0/0;0/115,1/116,2/115
1259.8;0;14;0;3;0/1259.8;0/73.2,1/67.25,2/77.78;0/0;0/1259.8,1/1259.8,2/1259.8;0/0;0/18,1/4,2/25;0/0;0/23,1/13,2/28;0/0;0/0,1/0,2/0;0/0;0/5,1/4,2/5;0/0;0/121,1/122,2/121
1319.84;0;15;0;3;0/1319.84;0/74.98,1/69.34,2/78.56;0/0;0/1319.84,1/1319.84,2/1319.84;0/0;0/20,1/9,2/18;0/0;0/25,1/17,2/22;0/0;0/0,1/0,2/0;0/0;0/5,1/5,2/5;0/0;0/127,1/128,2/127
1379.89;0;16;0;3;0/1379.89;0/75.67,1/70.56,2/79.97;0/0;0/1379.89,1/1379.89,2/1379.89;0/0;0/16,1/7,2/16;0/0;0/22,1/14,2/20;0/0;0/0,1/0,2/0;0/0;0/5,1/6,2/5;0/0;0/133,1/134,2/133
1439.91;0;19;0;3;0/1439.91;0/76.31,1/72.58,2/81.47;0/0;0/1439.91,1/1439.91,2/1439.91;0/0;0/13,1/11,2/12;0/0;0/19,1/17,2/17;0/0;0/0,1/0,2/0;0/0;0/5,1/8,2/6;0/0;0/139,1/140,2/139
1499.6;0;19;0;3;0/1499.6;0/77.89,1/73.71,2/84.01;0/0;0/1499.6,1/1499.6,2/1499.6;0/0;0/10,1/15,2/18;0/0;0/16,1/22,2/23;0/0;0/0,1/0,2/0;0/0;0/5,1/8,2/6;0/0;0/145,1/145,2/145
1559.77;0;20;0;3;0/1559.77;0/80.16,1/75.35,2/86.86;0/0;0/1559.77,1/1559.77,2/1559.77;0/0;0/13,1/14,2/18;0/0;0/18,1/22,2/23;0/0;0/0,1/0,2/0;0/0;0/6,1/8,2/6;0/0;0/151,1/151,2/151
1619.77;0;22;0;3;0/1619.77;0/82.54,1/76.78,2/89.25;0/0;0/1619.77,1/1619.77,2/1619.77;0/0;0/14,1/11,2/14;0/0;0/18,1/19,2/20;0/0;0/0,1/0,2/0;0/0;0/7,1/9,2/6;0/0;0/157,1/157,2/157
1679.7;0;22;0;3;0/1679.7;0/85.38,1/78.91,2/91.27;0/0;0/1679.7,1/1679.7,2/1679.7;0/0;0/16,1/8,2/9;0/0;0/19,1/17,2/14;0/0;0/0,1/0,2/0;0/0;0/7,1/9,2/6;0/0;0/163,1/163,2/163
1739.96;0;24;0;3;0/1739.96;0/86.64,1/81.26,2/93.91;0/0;0/1739.96,1/1739.96,2/1739.96;0/0;0/10,1/10,2/13;0/0;0/13,1/17,2/20;0/0;0/0,1/0,2/0;0/0;0/7,1/10,2/7;0/0;0/169,1/169,2/169
