#TimeStamp;DistanceTraveled
59.91;246.26
119.99;115.74
179.91;0
239.71;29
299.77;3
359.95;0
419.91;32
479.91;0
539.64;83.66
599.82;104.34
659.89;31.11
719.84;15.33
779.7;17.56
839.7;35.23
899.7;57.77
959.73;14.8
1019.73;84.21
1079.99;76.33
1139.66;148.03
1199.88;124.23
1259.79;21.4
1319.9;32
1379.94;38
1439.88;13.11
1499.79;24.89
1559.96;32
1619.92;10.72
1679.71;6.28
1739.79;56.17
1799.75;119.12
1859.75;78.71
1919.69;23.36
1979.95;106.57
2039.98;96.08
2099.6;128.14
2159.95;82.46
2219.84;75.38
2279.84;41
2339.89;21.56
2399.93;10.44
2459.93;32
2519.84;20.82
2579.68;71.86
2639.81;11.1
2699.97;18.66
2759.99;43.69
2819.83;112.23
2879.67;127.82
2939.8;144.79
2999.98;156.78
3059.74;23.24
3119.96;50
3179.68;12
3239.85;21
3299.97;5.25
3359.82;51.75
3419.82;14
3479.97;32
3539.86;0
3599.86;0
3659.86;45.39
3719.86;14.03
3779.76;4.58
3839.76;32
3899.76;0
3959.65;0
4019.74;53.48
4079.73;120.41
4139.84;69.11
4199.61;34
4259.77;26
4319.89;35
4379.89;0
4439.89;46.3
4499.61;84.7
4559.98;140.07
4619.86;235.65
4679.94;168.6
4739.81;27.36
4799.94;71.82
4859.95;29.5
4919.99;32
4980;30.22
5039.81;30.78
5099.81;110.55
5159.99;95.45
5219.99;15
5279.92;11.71
5339.61;70.58
5399.7;115.07
5459.93;166.85
5519.84;120.89
5579.81;69.61
5639.79;73.3
5699.59;32
5759.61;24.93
5819.83;10.45
5879.78;58.24
5939.88;50.39
5999.88;2
6059.82;49
6119.95;41
6179.61;42.39
6239.82;25.61
6299.91;6.1
6359.71;65
6419.76;80.98
6479.85;58.25
6539.93;17.05
6599.73;35.2
6659.69;54.38
6719.63;21.03
6779.69;54.05
6839.72;30.77
6899.72;115.83
6959.99;67.9
7019.76;47.45
7079.76;17
7139.76;97.21
7199.81;95.36
7259.95;83.01
7319.7;22.63
7379.7;19.06
7439.96;52.64
7499.88;72.46
7559.87;143.58
7619.76;73.04
7680;40
7739.97;17.11
7799.73;31.89
7859.77;55
7919.71;69.39
7979.81;97.61
8039.74;57.61
8099.89;147.63
8159.91;90.87
8219.97;32.85
8279.68;12.86
8339.68;25.56
8399.79;71.9
8459.8;35.03
8519.67;95.23
8579.75;31.46
8639.81;54.9
8699.73;65.1
8759.88;30.05
8819.79;49.52
8879.97;133.57
8939.8;180.61
8999.86;195.1
9059.99;205.23
9119.83;175.9
9179.69;212.32
9239.69;207.92
9299.91;198.31
9359.86;241.73
9419.69;218.05
9479.79;198.18
9539.89;205.97
9599.96;173.47
9659.84;244.92
9719.61;213.23
9779.88;184.21
9839.64;257.1
9899.7;214.2
9959.97;212.13
10019.99;202.56
10079.6;212.56
10139.77;232.94
10199.65;208.63
10259.93;203.37
10319.62;215.31
10380;236.63
10439.64;207.69
10499.83;200.63
10559.95;237.82
10619.97;184.44
10679.63;237.66
10739.96;198.16
10799.98;216.54
10859.74;195.27
10919.91;216.83
10979.62;229.2
11039.79;233.32
11099.64;222.5
11159.98;212.54
11219.76;201.15
11279.74;241.54
11339.7;220.91
11399.81;193.12
11460;241.4
11519.72;215.6
11579.86;237.9
11639.84;257.1
11699.93;239.78
11759.92;204.82
11819.99;205.84
11879.97;249.26
11939.64;212.71
11999.9;197.62
12059.96;189.29
12119.97;238.44
12179.84;191.46
12239.85;198.97
12299.61;216.75
12359.89;230.2
12419.58;188.43
12479.79;234.4
12539.93;240.39
12599.88;200.56
12659.73;198.83
12720;212.44
12779.61;205.99
12839.87;202.4
12899.6;223.8
12959.96;224.39
13019.92;226.51
13079.77;222.23
13139.94;226.34
13199.83;229.59
13259.59;217.66
13319.87;230.78
13379.99;239.85
13439.68;235.99
13499.71;217.19
13559.94;202.79
13619.73;211.58
13679.94;214.21
13739.82;231.53
13799.84;248.8
13859.68;214.6
13919.96;206.64
13980;188.52
14039.97;226.32
14099.97;226.17
14159.92;237.83
14219.97;212.2
14279.95;186.36
14339.68;240.29
14399.96;212.97
14459.93;219.23
14519.71;230.77
14579.71;204.59
14639.81;239.99
14699.96;231.91
14759.88;207.75
14819.6;207.89
14879.91;206.91
14939.97;227.13
14999.86;228.68
15059.85;186.89
15119.89;212.66
15179.99;227.64
15239.77;214.03
15299.59;206.16
15359.69;211.93
15419.67;196.14
15480;230.19
15539.99;210.27
15599.7;206.92
15659.76;211.53
15719.85;211.94
15779.97;181.25
15839.96;214.46
15899.87;213.05
15959.92;211.31
16019.65;227.99
16079.86;192.04
16139.86;212.16
16199.97;227.93
16259.99;185.3
16319.58;201.05
16379.95;225.28
16439.79;234.2
16499.81;213.5
16559.62;208.06
16619.59;190.57
16679.62;208.63
16739.85;219.94
16799.81;239.58
16859.93;227.05
16919.92;222.96
16980;206.13
17039.9;233.44
17099.96;212.08
17159.96;216.93
17219.88;230.94
17279.91;215.36
17339.94;235.88
17399.98;243.71
17459.87;211.78
17519.83;223.37
17579.98;227.35
17639.94;254.4
17699.72;200.37
17759.92;186.67
17819.78;192.85
17879.95;234.45
17939.72;203.26
17999.83;217.54
18059.6;216.35
18119.83;206.97
18179.95;228.52
18239.99;186.3
18299.87;228.5
18359.99;234.6
18419.81;239.14
18479.85;208.34
18540;214.69
18599.64;212.62
18659.96;227.95
18719.96;214.44
18779.99;197.27
18839.85;238.61
18899.95;180.39
18959.96;201.85
19019.99;196.18
19079.92;200.77
19139.61;244.2
19199.64;203.4
19259.78;213.97
19319.92;218
19379.75;224.28
19439.98;186.47
19499.96;196.03
19559.62;202.11
19619.95;228.44
19679.98;197.53
19739.98;207.17
19800;244.45
19860;220.95
19919.98;216.79
19979.96;228.79
20039.99;218.15
20099.78;202.62
20159.62;209.89
20219.87;247.01
20279.99;213
20339.96;181.19
20399.83;208.85
20459.85;201.29
20519.78;194.16
20579.91;239.2
20639.91;243.05
20699.96;187.84
20759.9;206.36
20819.73;231.79
20879.99;222.34
20939.95;244.59
20999.66;220.38
21059.67;222.31
21119.81;166.46
21179.77;202.67
21239.97;247
21299.6;216.93
21359.71;235.33
21419.7;211.53
21479.94;192.43
21539.97;220.68
21599.7;198.64
21659.63;232.47
21719.87;190.56
21779.98;241.57
21839.68;237.08
21899.86;259.07
21959.92;190.47
22019.99;229.58
22079.94;230.4
22139.81;215.32
22199.92;233.41
22259.96;224.09
22319.69;224.82
22379.98;185.32
22439.74;226.49
22499.78;239.24
22559.85;225.97
22619.84;231.71
22679.97;202.09
22739.77;226.97
22799.72;198.29
22859.96;204.55
22919.95;239.93
22979.79;228.47
23039.64;201.96
23099.93;225.79
23159.72;192.19
23219.66;201.88
23279.98;194.82
23339.81;228.89
23399.96;220.06
23460;213.07
23519.84;236.37
23579.59;233.59
23639.73;240.55
23699.61;240.54
23759.82;235.22
23819.91;207.94
23879.79;196.83
23939.86;215.38
23999.86;166.87
24059.68;221.63
24119.96;212.33
24179.91;206.02
24239.89;220.32
24299.91;231.89
24359.92;226.27
24419.72;244.3
24479.83;197.81
24539.98;197.05
24599.93;227.42
24659.98;229.57
24719.69;234.89
24779.99;234.75
24839.96;228.08
24899.91;205.99
24959.73;219.63
25019.85;210.63
25079.69;252.36
25139.74;218.72
25199.71;215.66
25259.98;205.75
25319.82;198.45
25379.92;200.87
25439.86;229.36
25499.87;212.3
25559.76;236.9
25619.8;216.29
25679.6;189.04
25739.97;205.31
25799.92;225.91
25859.93;189.28
25919.97;206.59
25979.97;215.89
26039.84;235.64
26099.81;192.64
26159.8;188.41
26219.84;211.73
26279.73;191.07
26339.83;220.47
26399.67;231.51
26459.93;218.62
26519.75;199.21
26579.81;236.78
26639.93;219.07
26699.97;230.71
26759.81;199.85
26819.89;225.94
26879.83;246.98
26939.75;232.7
26999.85;221.46
27059.65;208.14
27119.67;196.63
27179.96;190.92
27239.78;193.69
27299.99;215.34
27360;193.45
27419.61;200.48
27479.96;247.69
27539.81;233.22
