#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.91;0;0;0;2;0/59.91;0/59.91,1/59.91;0/0;0/59.91,1/59.91;0/0;0/4,1/1;0/0;0/40,1/42;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.99;0;0;0;2;0/119.99;0/73.91,1/67.76;0/0;0/119.99,1/119.99;0/0;0/4,1/1;0/0;0/35,1/36;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/5,1/6
179.91;0;0;0;2;0/179.91;0/74.83,1/68.28;0/0;0/179.91,1/179.91;0/0;0/4,1/1;0/0;0/29,1/30;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/11,1/12
239.71;0;2;0;2;0/239.71;0/75.36,1/68.88;0/0;0/239.71,1/239.71;0/0;0/3,1/3;0/0;0/23,1/27;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/17,1/18
299.77;0;2;0;2;0/299.77;0/77.21,1/71.15;0/0;0/299.77,1/299.77;0/0;0/7,1/9;0/0;0/21,1/27;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/23,1/24
359.95;0;2;0;2;0/359.95;0/78.39,1/72.11;0/0;0/359.95,1/359.95;0/0;0/10,1/13;0/0;0/18,1/27;0/0;0/0,1/0;0/0;0/1,1/1;0/0;0/29,1/30
419.91;0;4;0;2;0/419.91;0/80.66,1/73.24;0/0;0/419.91,1/419.91;0/0;0/19,1/11;0/0;0/26,1/27;0/0;0/0,1/0;0/0;0/2,1/2;0/0;0/35,1/36
479.91;0;4;0;2;0/479.91;0/82.69,1/74.89;0/0;0/479.91,1/479.91;0/0;0/8,1/25;0/0;0/23,1/35;0/0;0/0,1/0;0/0;0/2,1/2;0/0;0/41,1/42
539.64;0;6;0;2;0/539.64;0/83.72,1/76.62;0/0;0/539.64,1/539.64;0/0;0/3,1/34;0/0;0/17,1/39;0/0;0/0,1/0;0/0;0/2,1/4;0/0;0/47,1/47
