#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;37.12;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.91;38.25;0.27;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
119.99;38.52;0.31;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
179.91;38.52;0.32;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
239.71;38.52;0.34;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.03,RP/0
299.77;38.95;0.36;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.04,RP/0
359.95;38.95;0.38;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.05,RP/0
419.91;39.37;0.4;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.06,RP/0
479.91;39.37;0.41;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
539.64;39.38;0.43;PP/0.04,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
599.82;39.38;0.44;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
659.89;39.66;0.45;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
719.84;39.66;0.46;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
779.7;39.66;0.47;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
839.7;39.66;0.48;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
899.7;39.66;0.49;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
959.73;39.66;0.5;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
1019.73;39.58;0.52;PP/0.05,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
1079.99;39.58;0.53;PP/0.06,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
1139.66;39.58;0.55;PP/0.06,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.07,RP/0
1199.88;39.59;0.57;PP/0.07,TA/0.02,IS/0,PS/0,RB/0.01,OB/0.08,RP/0
