#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;18;0;0;0;0;0;0;0;0;0
599.82;0.69;18;0;0;0;0;0;0;0;0;0
1199.88;0.69;18;0;0;0;0;0;0;0;0;0
1799.75;0.68;18;0;0;0;0;0;0;0;0;0
2399.93;0.68;18;0;0;0;0;0;0;0;0;0
2999.98;0.67;18;0;0;0;0;0;0;0;0;0
3599.86;0.66;18;0;0;0;0;0;0;0;0;0
4199.61;0.66;18;0;0;0;0;0;0;0;0;0
4799.94;0.65;18;0;0;0;0;0;0;0;0;0
5399.7;0.64;18;0;0;0;0;0;0;0;0;0
5999.88;0.64;18;0;0;0;0;0;0;0;0;0
6599.73;0.63;18;0;0;0;0;0;0;0;0;0
7199.81;0.62;18;0;0;0;0;0;0;0;0;0
7799.73;0.62;18;0;0;0;0;0;0;0;0;0
8399.79;0.61;18;0;0;0;0;0;0;0;0;0
8999.86;0.6;18;0;0;0;0;0;0;0;0;0
9599.96;0.6;18;0;0;0;0;0;0;0;0;0
10199.65;0.6;18;0;0;0;0;0;0;0;0;0
10799.98;0.6;18;0;0;0;0;0;0;0;0;0
11399.81;0.6;18;0;0;0;0;0;0;0;0;0
11999.9;0.6;18;0;0;0;0;0;0;0;0;0
12599.88;0.6;18;0;0;0;0;0;0;0;0;0
13199.83;0.6;18;0;0;0;0;0;0;0;0;0
13799.84;0.6;18;0;0;0;0;0;0;0;0;0
14399.96;0.6;18;0;0;0;0;0;0;0;0;0
14999.86;0.6;18;0;0;0;0;0;0;0;0;0
15599.7;0.6;18;0;0;0;0;0;0;0;0;0
16199.97;0.6;18;0;0;0;0;0;0;0;0;0
16799.81;0.6;18;0;0;0;0;0;0;0;0;0
17399.98;0.6;18;0;0;0;0;0;0;0;0;0
17999.83;0.6;18;0;0;0;0;0;0;0;0;0
18599.64;0.6;18;0;0;0;0;0;0;0;0;0
19199.64;0.6;18;0;0;0;0;0;0;0;0;0
19800;0.6;18;0;0;0;0;0;0;0;0;0
20399.83;0.6;18;0;0;0;0;0;0;0;0;0
20999.66;0.6;18;0;0;0;0;0;0;0;0;0
21599.7;0.6;18;0;0;0;0;0;0;0;0;0
22199.92;0.6;18;0;0;0;0;0;0;0;0;0
22799.72;0.6;18;0;0;0;0;0;0;0;0;0
23399.96;0.6;18;0;0;0;0;0;0;0;0;0
23999.86;0.6;18;0;0;0;0;0;0;0;0;0
24599.93;0.6;18;0;0;0;0;0;0;0;0;0
25199.71;0.6;18;0;0;0;0;0;0;0;0;0
25799.92;0.6;18;0;0;0;0;0;0;0;0;0
26399.67;0.6;18;0;0;0;0;0;0;0;0;0
26999.85;0.6;18;0;0;0;0;0;0;0;0;0
27599.8;0.6;18;0;0;0;0;0;0;0;0;0
28199.86;0.6;18;0;0;0;0;0;0;0;0;0
28799.86;0.6;18;0;0;0;0;0;0;0;0;0
29399.72;0.6;18;0;0;0;0;0;0;0;0;0
29999.93;0.6;18;0;0;0;0;0;0;0;0;0
