#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.67;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0,RP/0
59.75;41.43;0.33;PP/0.05,TA/0.14,IS/0,PS/0,RB/0,OB/0,RP/0
119.95;41.75;0.46;PP/0.05,TA/0.19,IS/0,PS/0,RB/0,OB/0,RP/0
179.64;42.55;0.58;PP/0.08,TA/0.21,IS/0,PS/0,RB/0,OB/0,RP/0
240;42.61;0.68;PP/0.08,TA/0.28,IS/0,PS/0,RB/0,OB/0,RP/0
299.82;42.72;0.82;PP/0.08,TA/0.38,IS/0,PS/0,RB/0,OB/0,RP/0
359.91;43.58;0.89;PP/0.11,TA/0.42,IS/0,PS/0,RB/0,OB/0,RP/0
419.97;43.16;1.02;PP/0.12,TA/0.52,IS/0,PS/0,RB/0,OB/0,RP/0
479.62;43.33;1.13;PP/0.12,TA/0.63,IS/0,PS/0,RB/0,OB/0,RP/0
539.69;43.46;1.25;PP/0.12,TA/0.75,IS/0,PS/0,RB/0,OB/0,RP/0
599.69;43.59;1.36;PP/0.12,TA/0.85,IS/0,PS/0,RB/0,OB/0,RP/0
659.69;43.76;1.49;PP/0.12,TA/0.97,IS/0,PS/0,RB/0,OB/0,RP/0
719.68;43.87;1.61;PP/0.12,TA/1.1,IS/0,PS/0,RB/0,OB/0,RP/0
779.68;44;1.74;PP/0.12,TA/1.21,IS/0,PS/0,RB/0,OB/0,RP/0
839.68;44.13;1.85;PP/0.12,TA/1.32,IS/0,PS/0,RB/0,OB/0,RP/0
899.68;44.28;1.97;PP/0.12,TA/1.44,IS/0,PS/0,RB/0,OB/0,RP/0
959.68;44.29;2.1;PP/0.12,TA/1.57,IS/0,PS/0,RB/0,OB/0,RP/0
1019.68;44.29;2.22;PP/0.12,TA/1.68,IS/0,PS/0,RB/0,OB/0,RP/0
1079.68;44.3;2.35;PP/0.12,TA/1.8,IS/0,PS/0,RB/0,OB/0,RP/0
1139.68;44.3;2.46;PP/0.12,TA/1.9,IS/0,PS/0,RB/0,OB/0,RP/0
1199.69;44.31;2.59;PP/0.12,TA/2.02,IS/0,PS/0,RB/0,OB/0,RP/0
1259.69;44.36;2.69;PP/0.12,TA/2.13,IS/0,PS/0,RB/0,OB/0,RP/0
1319.69;44.37;2.82;PP/0.12,TA/2.26,IS/0,PS/0,RB/0,OB/0,RP/0
1379.69;44.37;2.94;PP/0.12,TA/2.38,IS/0,PS/0,RB/0,OB/0,RP/0
1439.69;44.38;3.05;PP/0.12,TA/2.48,IS/0,PS/0,RB/0,OB/0,RP/0
1499.69;44.38;3.18;PP/0.12,TA/2.59,IS/0,PS/0,RB/0,OB/0,RP/0
1559.69;44.39;3.31;PP/0.12,TA/2.72,IS/0,PS/0,RB/0,OB/0,RP/0
1619.69;44.39;3.42;PP/0.12,TA/2.83,IS/0,PS/0,RB/0,OB/0,RP/0
1679.69;44.39;3.55;PP/0.12,TA/2.94,IS/0,PS/0,RB/0,OB/0,RP/0
1739.69;44.41;3.66;PP/0.12,TA/3.03,IS/0,PS/0,RB/0,OB/0,RP/0
1799.69;44.41;3.78;PP/0.12,TA/3.14,IS/0,PS/0,RB/0,OB/0,RP/0
1859.69;44.46;3.89;PP/0.12,TA/3.25,IS/0,PS/0,RB/0,OB/0,RP/0
1919.69;44.46;4.01;PP/0.12,TA/3.36,IS/0,PS/0,RB/0,OB/0,RP/0
1979.69;44.47;4.16;PP/0.12,TA/3.5,IS/0,PS/0,RB/0,OB/0,RP/0
2039.69;44.47;4.3;PP/0.12,TA/3.64,IS/0,PS/0,RB/0,OB/0,RP/0
2099.69;44.47;4.42;PP/0.12,TA/3.75,IS/0,PS/0,RB/0,OB/0,RP/0
2159.69;44.48;4.55;PP/0.12,TA/3.88,IS/0,PS/0,RB/0,OB/0,RP/0
2219.68;44.48;4.69;PP/0.12,TA/4,IS/0,PS/0,RB/0,OB/0,RP/0
2279.68;44.48;4.81;PP/0.12,TA/4.11,IS/0,PS/0,RB/0,OB/0,RP/0
2339.68;44.49;4.95;PP/0.12,TA/4.25,IS/0,PS/0,RB/0,OB/0,RP/0
2399.68;44.55;5.09;PP/0.12,TA/4.39,IS/0,PS/0,RB/0,OB/0,RP/0
2459.68;44.6;5.23;PP/0.12,TA/4.53,IS/0,PS/0,RB/0,OB/0,RP/0
