#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.93;1;18;0;0;0;0;0;0;0;0;0
1200;1;18;0;0;0;0;0;0;0;0;0
1799.72;0.99;18;0;0;0;0;0;0;0;0;0
2399.76;0.99;18;0;0;0;0;0;0;0;0;0
2999.9;0.99;18;0;0;0;0;0;0;0;0;0
3599.98;0.99;18;0;0;0;0;0;0;0;0;0
4199.84;0.98;18;0;0;0;0;0;0;0;0;0
4799.86;0.98;18;0;0;0;0;0;0;0;0;0
5399.65;0.98;18;0;0;0;0;0;0;0;0;0
5999.71;0.98;18;0;0;0;0;0;0;0;0;0
6599.92;0.98;18;0;0;0;0;0;0;0;0;0
7199.86;0.97;18;0;0;0;0;0;0;0;0;0
7799.87;0.97;18;0;0;0;0;0;0;0;0;0
8399.8;0.97;18;0;0;0;0;0;0;0;0;0
8999.75;0.97;18;0;0;0;0;0;0;0;0;0
9599.9;0.96;18;0;0;0;0;0;0;0;0;0
10199.78;0.96;18;0;0;0;0;0;0;0;0;0
10799.89;0.96;18;0;0;0;0;0;0;0;0;0
11399.79;0.96;18;0;0;0;0;0;0;0;0;0
11999.99;0.95;18;0;0;0;0;0;0;0;0;0
12599.67;0.95;18;0;0;0;0;0;0;0;0;0
13199.8;0.95;18;0;0;0;0;0;0;0;0;0
13799.77;0.95;18;0;0;0;0;0;0;0;0;0
14399.99;0.94;18;0;0;0;0;0;0;0;0;0
14999.93;0.94;18;0;0;0;0;0;0;0;0;0
15599.99;0.94;18;0;0;0;0;0;0;0;0;0
16200;0.94;18;0;0;0;0;0;0;0;0;0
16799.95;0.94;18;0;0;0;0;0;0;0;0;0
17399.84;0.93;18;0;0;0;0;0;0;0;0;0
17999.7;0.93;18;0;0;0;0;0;0;0;0;0
18599.79;0.93;18;0;0;0;0;0;0;0;0;0
19199.86;0.93;18;0;0;0;0;0;0;0;0;0
19799.76;0.92;18;0;0;0;0;0;0;0;0;0
20399.86;0.92;18;0;0;0;0;0;0;0;0;0
20999.67;0.92;18;0;0;0;0;0;0;0;0;0
21599.88;0.92;18;0;0;0;0;0;0;0;0;0
22199.98;0.92;18;0;0;0;0;0;0;0;0;0
22799.94;0.92;18;0;0;0;0;0;0;0;0;0
23399.82;0.92;18;0;0;0;0;0;0;0;0;0
23999.99;0.92;18;0;0;0;0;0;0;0;0;0
24599.87;0.92;18;0;0;0;0;0;0;0;0;0
25199.91;0.92;18;0;0;0;0;0;0;0;0;0
25799.58;0.92;18;0;0;0;0;0;0;0;0;0
26399.72;0.92;18;0;0;0;0;0;0;0;0;0
26999.85;0.92;18;0;0;0;0;0;0;0;0;0
27599.75;0.92;18;0;0;0;0;0;0;0;0;0
28199.82;0.92;18;0;0;0;0;0;0;0;0;0
28799.96;0.92;18;0;0;0;0;0;0;0;0;0
29399.69;0.92;18;0;0;0;0;0;0;0;0;0
29999.9;0.92;18;0;0;0;0;0;0;0;0;0
