#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.95;1;18;0;0;0;0;0;0;0;0;0
1199.99;0.99;18;0;0;0;0;0;0;0;0;0
1799.6;0.99;18;0;0;0;0;0;0;0;0;0
2399.98;0.99;18;0;0;0;0;0;0;0;0;0
2999.95;0.99;18;0;0;0;0;0;0;0;0;0
3599.92;0.99;18;0;0;0;0;0;0;0;0;0
4199.89;0.99;18;0;0;0;0;0;0;0;0;0
4799.85;0.99;18;0;0;0;0;0;0;0;0;0
5399.82;0.99;18;0;0;0;0;0;0;0;0;0
5999.68;0.99;18;0;0;0;0;0;0;0;0;0
6599.65;0.99;18;0;0;0;0;0;0;0;0;0
7199.62;0.99;18;0;0;0;0;0;0;0;0;0
