#TimeStamp;TripTime;Type
55;40;O
56;20;O
56;20;O
60;31;O
68;39;O
70;33;O
77;40;O
80;45;O
84;32;O
84;33;O
84;16;O
87;23;O
89;53;O
90;38;O
94;44;O
95;45;O
98;18;O
99;16;O
104;57;O
112;35;O
118;14;O
119;56;O
124;46;O
124;66;O
125;60;O
130;27;O
133;23;O
142;22;O
142;42;O
155;22;O
158;24;O
163;32;O
165;22;O
167;23;O
169;28;O
175;21;O
178;14;O
181;18;O
207;36;O
217;23;O
219;28;O
220;47;O
225;20;O
230;49;O
232;18;O
238;35;O
243;19;O
244;60;O
257;23;O
257;16;O
265;22;O
266;13;O
267;13;O
280;19;O
281;16;O
284;20;O
289;18;O
292;18;O
294;21;O
304;20;O
307;16;O
308;13;O
314;20;O
322;18;O
328;14;O
342;18;O
348;29;O
349;14;O
356;22;O
369;14;O
372;20;O
376;19;O
381;16;O
387;15;O
399;19;O
408;17;O
417;34;O
418;26;O
427;21;O
427;40;O
438;26;O
440;14;O
450;14;O
451;29;O
458;32;O
461;29;O
462;40;O
466;20;O
471;19;O
480;19;O
482;20;O
486;17;O
488;17;O
504;37;O
507;18;O
511;29;O
518;26;O
531;14;O
542;15;O
546;34;O
551;14;O
553;26;O
562;30;O
565;18;O
573;31;O
574;17;O
579;18;O
586;23;O
591;23;O
597;24;O
597;39;O
602;17;O
606;18;O
608;16;O
621;23;O
627;19;O
629;23;O
630;28;O
635;23;O
636;19;O
641;25;O
645;22;O
647;21;O
647;27;O
657;21;O
661;28;O
670;27;O
671;15;O
676;16;O
684;56;O
690;24;O
693;30;O
698;15;O
702;26;O
708;17;O
709;36;O
718;32;O
718;15;O
726;29;O
730;16;O
737;24;O
737;21;O
739;16;O
740;38;O
748;14;O
753;19;O
753;42;O
758;37;O
761;25;O
765;21;O
769;23;O
778;15;O
778;25;O
798;14;O
801;15;O
802;18;O
811;17;O
812;18;O
814;17;O
824;20;O
834;25;O
835;21;O
847;24;O
850;24;O
851;11;O
855;21;O
856;46;O
864;27;O
871;25;O
879;22;O
883;19;O
895;21;O
900;16;O
905;32;O
912;35;O
924;16;O
927;19;O
936;18;O
938;47;O
939;22;O
941;27;O
947;23;O
951;23;O
953;26;O
961;15;O
965;18;O
971;17;O
972;47;O
974;29;O
977;40;O
982;18;O
988;31;O
994;16;O
999;21;O
1001;16;O
1003;16;O
1010;22;O
1012;14;O
1013;16;O
1022;18;O
1023;16;O
1033;15;O
1053;25;O
1056;22;O
1059;35;O
1073;26;O
1074;15;O
1079;24;O
1081;43;O
1082;54;O
1088;23;O
1092;24;O
1100;42;O
1110;18;O
1112;17;O
1117;19;O
1119;31;O
1126;24;O
1133;21;O
1143;19;O
1152;17;O
1153;15;O
1156;34;O
1166;18;O
1169;17;O
1174;16;O
1181;13;O
1183;28;O
1193;32;O
1222;17;O
1222;14;O
1232;25;O
1234;16;O
1240;23;O
1247;22;O
1255;16;O
1256;22;O
1257;36;O
1268;19;O
1274;15;O
1277;22;O
1287;18;O
1292;27;O
1302;19;O
1306;21;O
1312;18;O
1318;23;O
1340;19;O
1343;30;O
1348;24;O
1352;18;O
1367;13;O
1369;34;O
1377;13;O
1394;20;O
1398;33;O
1403;28;O
1403;16;O
1405;19;O
1411;27;O
1411;16;O
1415;25;O
1416;22;O
1425;61;O
1430;15;O
1434;17;O
1452;18;O
1454;17;O
1459;34;O
1483;27;O
1483;17;O
1491;29;O
1497;13;O
1507;37;O
1508;36;O
1527;13;O
1551;42;O
1554;20;O
1555;29;O
1561;37;O
1567;21;O
1572;47;O
1575;21;O
1576;13;O
1579;23;O
1589;36;O
1592;15;O
1593;27;O
1607;21;O
1611;45;O
1612;15;O
1618;74;O
1624;33;O
1635;33;O
1641;60;O
1646;19;O
1648;28;O
1655;18;O
1661;44;O
1663;17;O
1666;19;O
1675;22;O
1677;20;O
1685;21;O
1687;30;O
1698;21;O
1706;22;O
1706;12;O
1726;19;O
1726;19;O
1732;40;O
1734;20;O
1742;17;O
1747;29;O
1754;27;O
1761;33;O
1762;19;O
1763;30;O
1765;27;O
1772;23;O
1773;15;O
1774;27;O
1776;18;O
1780;50;O
1788;20;O
1790;49;O
1795;18;O
1797;16;O
1800;22;O
1804;36;O
1807;15;O
1819;22;O
1821;16;O
1824;16;O
1827;19;O
1840;22;O
1843;28;O
1849;22;O
1851;53;O
1856;18;O
1863;20;O
1870;22;O
1871;18;O
1874;16;O
1876;28;O
1879;21;O
1888;23;O
1904;16;O
1917;18;O
1920;33;O
1922;14;O
1925;21;O
1930;42;O
1935;21;O
1937;28;O
1948;30;O
1953;26;O
1961;22;O
1963;16;O
1963;15;O
1966;39;O
1973;45;O
1979;21;O
1987;29;O
1990;22;O
1999;20;O
2000;51;O
2004;36;O
2010;28;O
2015;23;O
2015;17;O
2028;39;O
2034;36;O
2038;66;O
2039;17;O
2043;35;O
2046;15;O
2049;30;O
2051;50;O
2057;15;O
2071;22;O
2083;44;O
2085;16;O
2100;51;O
2100;21;O
2112;23;O
2118;29;O
2119;26;O
2128;18;O
2129;16;O
2138;18;O
2138;16;O
2146;26;O
2157;28;O
2160;21;O
2170;18;O
2175;25;O
2176;27;O
2177;18;O
2183;21;O
2189;17;O
2198;38;O
2204;14;O
2223;28;O
2229;19;O
2229;16;O
2233;34;O
2240;20;O
2244;23;O
2252;22;O
2259;32;O
2266;35;O
2270;19;O
2284;16;O
2297;16;O
2298;41;O
2306;15;O
2308;17;O
2313;43;O
2321;20;O
2322;16;O
2328;17;O
2335;24;O
2344;18;O
2349;17;O
2349;29;O
2351;17;O
2355;43;O
2356;25;O
