#TimeStamp;TripTime;Type
57;21;O
61;25;O
68;28;O
75;40;O
76;21;O
80;43;O
83;34;O
96;15;O
96;44;O
98;38;O
106;32;O
111;38;O
114;16;O
116;53;O
144;16;O
145;14;O
157;17;O
166;16;O
174;14;O
184;16;O
194;16;O
197;16;O
213;13;O
214;16;O
223;13;O
224;16;O
234;16;O
261;20;O
265;15;O
267;19;O
274;14;O
276;18;O
285;17;O
292;27;O
304;16;O
314;16;O
317;16;O
333;13;O
343;13;O
345;16;O
354;14;O
363;13;O
384;13;O
384;15;O
405;14;O
415;16;O
427;17;O
433;45;O
439;20;O
440;19;O
440;24;O
443;65;O
475;16;O
502;21;O
505;16;O
517;17;O
521;42;O
521;24;O
526;16;O
534;23;O
539;18;O
545;14;O
555;13;O
566;14;O
575;14;O
595;15;O
605;13;O
615;14;O
627;16;O
630;40;O
636;15;O
636;15;O
661;15;O
674;33;O
691;14;O
692;21;O
700;13;O
716;14;O
727;25;O
736;14;O
746;14;O
758;13;O
759;17;O
779;13;O
779;17;O
788;12;O
808;15;O
817;15;O
831;14;O
840;14;O
848;15;O
851;25;O
859;13;O
870;18;O
872;15;O
880;13;O
888;15;O
897;17;O
920;13;O
928;15;O
947;14;O
958;15;O
960;14;O
981;14;O
1001;13;O
1018;14;O
1024;31;O
1049;13;O
1069;15;O
1080;15;O
1089;14;O
1112;14;O
1119;14;O
1121;13;O
1130;14;O
1141;13;O
1182;13;O
1190;14;O
1210;14;O
1213;14;O
1220;14;O
1232;13;O
1241;15;O
1254;39;O
1292;13;O
1317;30;O
1324;14;O
1331;15;O
1342;15;O
1343;13;O
1346;19;O
1373;13;O
1381;14;O
1383;13;O
1401;14;O
1413;12;O
1433;13;O
1452;15;O
1464;14;O
1483;12;O
1534;15;O
1570;11;O
1579;23;O
1593;14;O
1603;13;O
1617;14;O
1624;14;O
1637;34;O
1646;13;O
1654;14;O
1674;14;O
1676;13;O
1684;14;O
1695;16;O
1697;14;O
1718;14;O
1757;13;O
1765;14;O
1774;14;O
1785;14;O
1787;13;O
1798;13;O
1806;15;O
1828;13;O
1838;13;O
1866;14;O
1888;13;O
1896;14;O
1938;16;O
1957;13;O
1962;35;O
1989;16;O
1998;13;O
1998;15;O
2033;15;O
2042;13;O
2054;25;O
2078;13;O
2078;15;O
2088;15;O
2110;13;O
2119;15;O
2128;15;O
2142;14;O
2150;16;O
2151;13;O
2170;16;O
2172;14;O
2193;14;O
2203;14;O
2239;15;O
2250;15;O
2259;14;O
2261;13;O
2279;14;O
2294;19;O
2294;14;O
2302;17;O
2313;17;O
2314;14;O
2324;14;O
2339;19;O
2340;15;O
2350;15;O
2360;15;O
2361;20;O
2370;15;O
2371;20;O
2375;21;O
2390;14;O
2415;14;O
2430;15;O
2441;20;O
2447;16;O
2460;19;O
2460;15;O
2472;42;O
2484;19;O
2485;14;O
2500;19;O
2501;15;O
2511;17;O
2511;15;O
2522;13;O
2538;16;O
2540;14;O
2546;25;O
2562;13;O
2571;14;O
2591;14;O
