Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;30000;0
OutputStation0;45.50;9.50;868;0;435;22.1480916450425;198.474907618013;10.0444444444443;103.643333333334;1.99540229885057;21459.2958872879;30000
OutputStation1;45.50;15.50;808;0;433;20.5406504758912;142.740739264739;10.0444444444443;92.5795382358592;1.86605080831409;22050.418395592;30000
