#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.58;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.96;41.59;0.39;PP/0.06,TA/0.06,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.98;41.71;0.46;PP/0.08,TA/0.06,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.72;42.54;0.52;PP/0.09,TA/0.08,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.92;42.56;0.56;PP/0.1,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
300;42.1;0.59;PP/0.1,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
359.97;42.1;0.65;PP/0.11,TA/0.1,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
419.66;42.23;0.69;PP/0.11,TA/0.1,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
479.74;42.24;0.72;PP/0.12,TA/0.1,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
539.94;42.28;0.76;PP/0.12,TA/0.1,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
599.98;42.61;0.82;PP/0.13,TA/0.11,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
659.89;42.77;0.87;PP/0.14,TA/0.13,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
719.86;42.27;0.91;PP/0.15,TA/0.13,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
779.69;42.27;0.94;PP/0.15,TA/0.13,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
839.99;42.27;0.98;PP/0.16,TA/0.14,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
899.93;42.71;1.04;PP/0.17,TA/0.15,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
959.64;42.71;1.08;PP/0.18,TA/0.15,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1019.82;42.49;1.16;PP/0.18,TA/0.17,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1079.73;42.88;1.28;PP/0.19,TA/0.26,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1139.96;42.68;1.41;PP/0.19,TA/0.38,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1199.72;42.8;1.55;PP/0.19,TA/0.51,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1259.96;43;1.7;PP/0.19,TA/0.65,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1319.97;43.14;1.83;PP/0.19,TA/0.77,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1379.92;43.28;1.97;PP/0.19,TA/0.9,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1439.74;43.42;2.12;PP/0.19,TA/1.04,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1499.87;43.55;2.25;PP/0.19,TA/1.16,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1559.69;43.7;2.4;PP/0.19,TA/1.3,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1619.92;42.71;2.54;PP/0.19,TA/1.43,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1679.65;42.84;2.67;PP/0.19,TA/1.54,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1739.89;43;2.8;PP/0.19,TA/1.67,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1799.9;43.14;2.94;PP/0.19,TA/1.8,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1859.85;42.86;3.09;PP/0.19,TA/1.94,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1919.67;43.01;3.25;PP/0.19,TA/2.09,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1979.8;43.14;3.38;PP/0.19,TA/2.2,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2039.63;43.29;3.53;PP/0.19,TA/2.34,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2099.97;43.43;3.67;PP/0.19,TA/2.47,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2160;43.57;3.81;PP/0.19,TA/2.59,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2219.83;43.71;3.96;PP/0.19,TA/2.73,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2279.99;42.84;4.1;PP/0.19,TA/2.86,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2339.78;42.99;4.26;PP/0.19,TA/3,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2399.61;42.84;4.4;PP/0.19,TA/3.13,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2459.73;43.03;4.54;PP/0.19,TA/3.26,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2519.98;42.95;4.68;PP/0.19,TA/3.4,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2579.95;43.08;4.82;PP/0.19,TA/3.53,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2639.93;42.92;4.96;PP/0.19,TA/3.66,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2699.76;43.11;5.11;PP/0.19,TA/3.8,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2759.93;42.95;5.25;PP/0.19,TA/3.93,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2819.71;43.09;5.39;PP/0.19,TA/4.06,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2879.96;42.96;5.54;PP/0.19,TA/4.19,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2939.66;43.1;5.67;PP/0.19,TA/4.32,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
2999.91;43.24;5.82;PP/0.19,TA/4.45,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3060;43.09;5.96;PP/0.19,TA/4.58,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3119.86;43.21;6.09;PP/0.19,TA/4.71,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3179.69;43.06;6.24;PP/0.19,TA/4.84,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3239.97;43.19;6.38;PP/0.19,TA/4.98,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3299.64;43.03;6.53;PP/0.19,TA/5.11,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3359.89;43.16;6.67;PP/0.19,TA/5.24,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3419.99;43.05;6.8;PP/0.19,TA/5.35,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3479.77;43.18;6.95;PP/0.19,TA/5.49,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3539.9;43.06;7.09;PP/0.19,TA/5.62,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3599.71;43.2;7.23;PP/0.19,TA/5.75,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3659.95;43.18;7.38;PP/0.19,TA/5.89,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3719.98;43.32;7.52;PP/0.19,TA/6.03,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3779.91;43.46;7.66;PP/0.19,TA/6.16,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
3839.73;43.15;7.81;PP/0.19,TA/6.29,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
