#TimeStamp;TripTime;Type
51;29;O
52;17;O
66;32;O
72;29;O
77;16;O
77;15;O
83;44;O
83;23;O
100;40;O
111;27;O
113;18;O
117;54;O
118;32;O
126;56;O
130;46;O
135;15;O
144;37;O
146;16;O
157;16;O
176;15;O
179;18;O
188;17;O
199;18;O
202;21;O
208;17;O
212;33;O
217;16;O
239;18;O
245;13;O
276;16;O
286;16;O
309;17;O
319;18;O
322;19;O
327;14;O
338;16;O
347;16;O
360;25;O
367;25;O
376;14;O
377;15;O
386;13;O
407;14;O
436;14;O
440;28;O
447;14;O
447;15;O
458;15;O
467;15;O
476;13;O
487;14;O
488;15;O
498;15;O
508;14;O
518;15;O
538;15;O
548;35;O
558;14;O
569;26;O
570;17;O
577;54;O
588;15;O
589;16;O
619;15;O
633;28;O
639;16;O
640;15;O
648;14;O
668;13;O
671;28;O
700;16;O
702;28;O
712;19;O
721;17;O
724;20;O
729;14;O
737;13;O
748;13;O
759;15;O
760;15;O
789;14;O
820;15;O
841;16;O
843;14;O
871;16;O
874;41;O
880;15;O
906;40;O
913;28;O
917;22;O
920;44;O
927;21;O
935;19;O
940;65;O
946;20;O
