#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;37.7;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.84;38.92;0.28;PP/0.05,TA/0.02,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.73;39.36;0.33;PP/0.06,TA/0.02,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.91;39.38;0.35;PP/0.06,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
239.98;39.38;0.38;PP/0.07,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
299.96;39.65;0.4;PP/0.07,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
359.96;39.66;0.43;PP/0.08,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
419.6;39.89;0.46;PP/0.08,TA/0.02,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
479.98;39.89;0.47;PP/0.08,TA/0.02,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
539.96;39.89;0.49;PP/0.08,TA/0.02,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
599.68;40.08;0.51;PP/0.09,TA/0.02,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
659.99;40.08;0.54;PP/0.09,TA/0.02,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
719.98;39.65;0.58;PP/0.11,TA/0.02,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
779.96;39.65;0.61;PP/0.11,TA/0.02,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
839.98;39.65;0.65;PP/0.13,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
899.62;39.65;0.67;PP/0.13,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
959.72;39.81;0.7;PP/0.14,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1019.83;39.81;0.73;PP/0.15,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1079.8;39.9;0.75;PP/0.15,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1139.79;39.96;0.78;PP/0.16,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1199.68;40.19;0.81;PP/0.17,TA/0.02,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
1259.98;40.19;0.83;PP/0.17,TA/0.02,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1319.73;40.19;0.85;PP/0.18,TA/0.02,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1379.84;40.32;0.87;PP/0.18,TA/0.02,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1439.88;40.32;0.89;PP/0.19,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1499.95;40.32;0.92;PP/0.19,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1559.82;40.44;0.93;PP/0.2,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1619.72;40.44;0.95;PP/0.2,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1679.94;40.44;0.97;PP/0.21,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1739.74;40.54;0.98;PP/0.21,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1799.89;40.54;1;PP/0.21,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1859.9;40.54;1.02;PP/0.22,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1919.92;40.63;1.03;PP/0.22,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
1979.75;40.63;1.05;PP/0.23,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2039.6;40.63;1.07;PP/0.23,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2099.72;40.79;1.08;PP/0.24,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2159.99;40.79;1.1;PP/0.24,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2219.96;40.79;1.13;PP/0.25,TA/0.03,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2279.99;40.11;1.18;PP/0.27,TA/0.04,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2339.99;40.32;1.22;PP/0.28,TA/0.05,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
2399.91;40.76;1.26;PP/0.29,TA/0.06,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
