#TimeStamp;TripTime;Type
47;22;O
64;33;O
71;14;O
78;33;O
79;45;O
82;54;O
85;50;O
106;14;O
116;14;O
119;14;O
143;31;O
149;14;O
169;14;O
193;16;O
202;15;O
204;18;O
251;33;O
256;29;O
271;15;O
280;14;O
296;15;O
308;17;O
321;29;O
330;14;O
338;27;O
339;13;O
345;29;O
376;35;O
395;45;O
401;14;O
422;15;O
442;14;O
452;15;O
455;15;O
456;31;O
465;17;O
475;14;O
497;16;O
506;15;O
518;32;O
520;19;O
522;16;O
566;15;O
572;50;O
575;29;O
580;19;O
589;17;O
598;32;O
613;28;O
614;17;O
622;16;O
633;14;O
662;16;O
665;16;O
665;27;O
688;16;O
690;13;O
696;29;O
712;14;O
732;32;O
737;20;O
739;17;O
741;30;O
762;15;O
773;16;O
780;24;O
802;14;O
816;14;O
826;29;O
826;15;O
836;18;O
836;15;O
852;14;O
862;16;O
862;14;O
872;16;O
873;15;O
893;15;O
902;16;O
903;15;O
923;15;O
936;18;O
941;15;O
946;30;O
981;14;O
996;26;O
1012;15;O
1024;17;O
1033;16;O
1035;14;O
1041;30;O
1060;31;O
1066;15;O
1080;15;O
1089;28;O
1090;15;O
1100;19;O
1108;17;O
1130;15;O
1140;15;O
1142;21;O
1151;15;O
1152;21;O
1162;21;O
1167;15;O
1175;14;O
1190;14;O
1220;15;O
1245;16;O
1280;14;O
1290;31;O
1301;14;O
1304;15;O
1321;15;O
1342;15;O
1352;15;O
1353;35;O
1365;16;O
1374;14;O
1387;15;O
1388;40;O
1404;24;O
1406;14;O
1417;17;O
1437;15;O
1447;14;O
1458;17;O
1478;16;O
1490;20;O
1498;18;O
1499;16;O
1516;16;O
1528;18;O
1538;23;O
1548;14;O
1568;14;O
1610;16;O
1621;17;O
1647;30;O
1673;16;O
1684;15;O
1686;42;O
1719;30;O
1721;26;O
1727;17;O
1743;37;O
1744;17;O
1753;16;O
1760;30;O
1766;16;O
1774;14;O
1792;14;O
1794;15;O
1795;26;O
1803;14;O
1817;15;O
1833;14;O
1843;14;O
1852;40;O
1855;41;O
1859;18;O
1871;17;O
1874;15;O
1879;40;O
1884;20;O
1893;14;O
1919;15;O
1934;15;O
1975;15;O
1980;37;O
1992;37;O
2006;36;O
2030;35;O
2048;14;O
2062;19;O
2070;16;O
2072;23;O
2090;15;O
