#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.95;0;0;0;3;0/59.95;0/51.47,1/39.34,2/44.14;0/0;0/59.95,1/59.95,2/59.95;0/0;0/40,1/34,2/32;0/0;0/43,1/39,2/41;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/1,1/3,2/2
119.7;0;0;0;3;0/119.7;0/52.37,1/40.58,2/45.02;0/0;0/119.7,1/119.7,2/119.7;0/0;0/34,1/30,2/26;0/0;0/37,1/35,2/35;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/7,1/9,2/8
179.98;0;0;0;3;0/179.98;0/53.58,1/41.92,2/46.63;0/0;0/179.98,1/179.98,2/179.98;0/0;0/31,1/27,2/22;0/0;0/34,1/32,2/31;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/13,1/15,2/14
239.99;0;0;0;3;0/239.99;0/54.17,1/42.53,2/48.12;0/0;0/239.99,1/239.99,2/239.99;0/0;0/25,1/21,2/19;0/0;0/28,1/26,2/28;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/19,1/21,2/20
299.97;0;1;0;3;0/299.97;0/55.11,1/43.4,2/49.5;0/0;0/299.97,1/299.97,2/299.97;0/0;0/19,1/14,2/17;0/0;0/22,1/21,2/25;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/1;0/0;0/25,1/26,2/26
359.97;0;3;0;3;0/359.97;0/55.98,1/44.04,2/50.25;0/0;0/359.97,1/359.97,2/359.97;0/0;0/14,1/11,2/10;0/0;0/16,1/18,2/19;0/0;0/0,1/0,2/0;0/0;0/1,1/1,2/1;0/0;0/31,1/32,2/32
419.73;0;3;0;3;0/419.73;0/57.7,1/46.01,2/51.58;0/0;0/419.73,1/419.73,2/419.73;0/0;0/17,1/17,2/22;0/0;0/19,1/24,2/31;0/0;0/0,1/0,2/0;0/0;0/1,1/1,2/1;0/0;0/37,1/38,2/38
479.78;0;3;0;3;0/479.78;0/58.95,1/47.55,2/53.07;0/0;0/479.78,1/479.78,2/479.78;0/0;0/14,1/18,2/32;0/0;0/16,1/25,2/41;0/0;0/0,1/0,2/0;0/0;0/1,1/1,2/1;0/0;0/43,1/44,2/44
539.78;0;4;0;3;0/539.78;0/61.1,1/48.79,2/55.07;0/0;0/539.78,1/539.78,2/539.78;0/0;0/18,1/15,2/30;0/0;0/19,1/23,2/38;0/0;0/0,1/0,2/0;0/0;0/2,1/1,2/1;0/0;0/49,1/50,2/50
599.59;0;4;0;3;0/599.59;0/63.54,1/49.36,2/56.33;0/0;0/599.59,1/599.59,2/599.59;0/0;0/26,1/9,2/27;0/0;0/27,1/17,2/35;0/0;0/0,1/0,2/0;0/0;0/2,1/1,2/1;0/0;0/55,1/56,2/56
659.59;0;5;0;3;0/659.59;0/64.65,1/50.85,2/57.7;0/0;0/659.59,1/659.59,2/659.59;0/0;0/23,1/11,2/23;0/0;0/24,1/18,2/32;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/1;0/0;0/61,1/62,2/62
719.85;0;5;0;3;0/719.85;0/65.43,1/52.66,2/58.63;0/0;0/719.85,1/719.85,2/719.85;0/0;0/19,1/16,2/17;0/0;0/20,1/23,2/26;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/1;0/0;0/67,1/68,2/68
779.95;0;6;0;3;0/779.95;0/89.39,1/54.16,2/60.17;0/0;0/779.95,1/779.95,2/779.95;0/0;0/20,1/16,2/15;0/0;0/20,1/25,2/23;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/2;0/0;0/70,1/74,2/74
839.95;0;6;0;3;0/839.95;0/149.39,1/54.93,2/62.66;0/0;0/839.95,1/839.95,2/839.95;0/0;0/20,1/12,2/13;0/0;0/20,1/21,2/21;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/2;0/0;0/70,1/80,2/80
899.98;0;7;0;3;0/899.98;0/209.42,1/56.18,2/64.06;0/0;0/899.98,1/899.98,2/899.98;0/0;0/20,1/11,2/11;0/0;0/20,1/20,2/18;0/0;0/0,1/0,2/0;0/0;0/2,1/2,2/3;0/0;0/70,1/86,2/86
959.98;0;8;0;3;0/959.98;0/269.42,1/56.55,2/66.83;0/0;0/959.98,1/959.98,2/959.98;0/0;0/19,1/6,2/20;0/0;0/20,1/14,2/27;0/0;0/0,1/0,2/0;0/0;0/2,1/3,2/3;0/0;0/70,1/92,2/92
1019.59;0;10;0;3;0/1019.59;0/282.85,1/57.82,2/67.58;0/0;0/1019.59,1/1019.59,2/1019.59;0/0;0/21,1/16,2/17;0/0;0/23,1/23,2/25;0/0;0/0,1/0,2/0;0/0;0/3,1/4,2/3;0/0;0/75,1/98,2/97
1079.6;0;10;0;3;0/1079.6;0/284.53,1/58.58,2/68.96;0/0;0/1079.6,1/1079.6,2/1079.6;0/0;0/24,1/13,2/14;0/0;0/26,1/20,2/22;0/0;0/0,1/0,2/0;0/0;0/3,1/4,2/3;0/0;0/81,1/104,2/103
1139.69;0;10;0;3;0/1139.69;0/285.35,1/59.27,2/71.28;0/0;0/1139.69,1/1139.69,2/1139.69;0/0;0/21,1/10,2/10;0/0;0/23,1/17,2/18;0/0;0/0,1/0,2/0;0/0;0/3,1/4,2/3;0/0;0/87,1/110,2/109
1199.75;0;11;0;3;0/1199.75;0/287.08,1/61.13,2/73.51;0/0;0/1199.75,1/1199.75,2/1199.75;0/0;0/16,1/11,2/12;0/0;0/17,1/20,2/19;0/0;0/0,1/0,2/0;0/0;0/3,1/4,2/4;0/0;0/93,1/116,2/115
1259.79;0;13;0;3;0/1259.79;0/290.01,1/62.9,2/75.18;0/0;0/1259.79,1/1259.79,2/1259.79;0/0;0/27,1/4,2/9;0/0;0/28,1/14,2/15;0/0;0/0,1/0,2/0;0/0;0/4,1/4,2/5;0/0;0/99,1/122,2/121
