#TimeStamp;TripTime;Type
42;15;O
52;23;O
59;31;O
63;35;O
69;19;O
71;29;O
74;36;O
74;44;O
79;43;O
79;45;O
80;39;O
85;47;O
90;51;O
97;15;O
115;15;O
117;15;O
128;16;O
148;18;O
168;16;O
178;18;O
188;16;O
190;20;O
204;14;O
215;15;O
218;15;O
249;16;O
251;21;O
266;23;O
268;18;O
278;16;O
281;21;O
291;19;O
301;18;O
304;24;O
310;20;O
310;17;O
318;36;O
328;15;O
333;22;O
349;16;O
358;15;O
362;21;O
379;18;O
395;24;O
410;17;O
410;19;O
421;18;O
424;51;O
428;47;O
435;51;O
437;15;O
446;36;O
446;14;O
450;17;O
466;14;O
470;16;O
480;16;O
501;17;O
508;42;O
515;13;O
528;16;O
540;18;O
546;18;O
550;18;O
554;16;O
573;27;O
578;20;O
594;16;O
599;35;O
607;14;O
617;18;O
617;15;O
627;15;O
628;18;O
637;15;O
637;17;O
647;15;O
647;18;O
657;14;O
658;18;O
669;17;O
687;17;O
696;33;O
698;15;O
706;13;O
717;17;O
727;14;O
746;12;O
748;30;O
755;15;O
766;12;O
766;16;O
787;16;O
807;16;O
811;18;O
816;12;O
837;16;O
837;14;O
867;14;O
868;17;O
877;16;O
888;17;O
891;17;O
898;14;O
906;13;O
917;16;O
926;12;O
936;13;O
946;14;O
948;13;O
976;35;O
977;25;O
978;14;O
988;17;O
989;14;O
998;17;O
1008;16;O
1019;16;O
1028;16;O
1048;15;O
1090;15;O
1100;15;O
1119;15;O
1122;24;O
1130;15;O
1150;15;O
1169;16;O
1178;52;O
1181;17;O
1191;17;O
1202;26;O
1205;17;O
1206;34;O
1226;15;O
1238;17;O
1248;12;O
1263;17;O
1273;17;O
1274;16;O
1300;14;O
1328;16;O
1341;15;O
1392;19;O
1400;17;O
1401;14;O
1408;31;O
1423;15;O
1426;15;O
1436;15;O
1444;17;O
1447;27;O
1452;39;O
1465;17;O
1475;17;O
1479;16;O
1490;15;O
1494;22;O
1504;15;O
1519;16;O
1529;20;O
1538;20;O
1572;19;O
1575;17;O
1580;17;O
1589;16;O
1603;19;O
1610;17;O
1618;30;O
1619;16;O
1652;14;O
1653;16;O
1673;14;O
1688;16;O
1703;15;O
1723;14;O
1739;16;O
1749;16;O
1771;20;O
1773;14;O
1788;30;O
1797;18;O
1810;16;O
1817;48;O
1819;16;O
1829;15;O
1844;15;O
1857;17;O
1863;25;O
1867;17;O
1873;33;O
1898;16;O
1915;15;O
1948;18;O
1953;12;O
1956;31;O
1964;14;O
1973;12;O
1993;13;O
2005;15;O
2027;14;O
2037;16;O
2037;14;O
2060;17;O
2069;16;O
2069;13;O
2078;15;O
2098;15;O
2098;18;O
2118;18;O
2128;15;O
2137;43;O
2151;28;O
2157;24;O
2163;13;O
2179;13;O
2180;16;O
2189;16;O
2196;14;O
2209;15;O
2216;15;O
2229;16;O
2240;16;O
2250;18;O
2260;16;O
2270;18;O
2271;17;O
2290;26;O
2321;16;O
2329;17;O
2337;15;O
2361;16;O
2370;15;O
2387;15;O
2400;18;O
2410;18;O
2421;16;O
2423;21;O
2435;22;O
2437;22;O
2441;18;O
2448;17;O
2450;17;O
2453;18;O
2458;32;O
2462;19;O
2467;14;O
2481;15;O
2492;17;O
2495;22;O
2498;15;O
2506;13;O
2534;29;O
2538;15;O
2547;14;O
2558;15;O
2558;44;O
2559;14;O
2579;16;O
2590;14;O
2600;17;O
2610;16;O
2611;15;O
2614;28;O
2620;17;O
2628;14;O
2638;14;O
2651;15;O
2660;14;O
2684;28;O
2684;50;O
2692;16;O
2710;16;O
2711;15;O
2718;14;O
2744;17;O
2751;16;O
2779;14;O
2800;15;O
2804;26;O
2843;36;O
2843;26;O
2868;13;O
2881;16;O
2896;28;O
2912;17;O
2927;29;O
2930;14;O
2957;29;O
2965;16;O
2975;16;O
2981;14;O
2989;12;O
3004;17;O
3012;16;O
3016;27;O
3054;16;O
3055;16;O
3056;27;O
3074;15;O
3106;36;O
3107;27;O
