Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-2-6-0.85.xlayo;Letter-Fixed-30000-500.xsett;PPFAR-TABruteForce-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;2;20190404-055829
n.a.;1-1-2-6-0.85.xlayo;Letter-Fixed-30000-500.xsett;PPFAR-TABruteForce-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;2;20190404-140048
