#TimeStamp;Runtime;Requests
0.51;0.03;18
2.57;0;2
3.58;0;5
4.62;0;4
5.75;0;3
6.79;0;4
7.79;0;4
8.8;0;2
10.13;0;2
11.17;0;4
12.2;0;3
13.32;0;2
14.42;0;3
15.42;0;5
16.47;0;2
17.51;0;5
18.54;0;1
19.6;0;3
20.63;0;6
21.71;0;3
22.71;0;5
23.75;0;4
24.8;0;2
25.8;0;4
26.84;0;4
27.84;0;4
28.88;0;4
29.89;0;2
30.93;0;3
31.93;0;3
32.97;0;4
33.97;0;2
35.01;0;2
36.02;0;4
37.06;0;3
38.06;0;2
39.1;0;1
40.11;0;2
41.14;0;2
42.14;0;1
43.18;0;4
44.19;0;2
45.23;0;3
46.68;0;1
47.72;0;3
49.02;0;1
50.17;0;2
51.18;0;2
52.21;0;3
53.23;0;2
54.27;0;2
55.27;0;4
56.31;0;1
57.32;0;2
58.38;0;2
59.78;0;2
60.86;0;1
61.89;0;1
63.22;0;1
64.27;0;5
65.49;0;1
67.34;0;1
68.39;0;1
69.39;0;1
73.15;0;1
74.31;0;1
75.59;0;1
77.24;0;1
83.93;0;1
85.56;0;1
87.51;0;1
93.88;0;1
95.66;0;1
97.5;0;1
104.3;0;1
105.55;0;1
107.35;0;1
114.3;0;1
115.65;0;1
117.43;0;1
123.93;0;1
125.72;0;1
127.51;0;1
134.3;0;1
135.85;0;1
137.1;0;1
144.54;0;1
145.97;0;1
147.56;0;1
154.63;0;1
156.02;0;1
157.77;0;1
164.29;0;1
166.01;0;1
167.75;0;1
174.74;0;1
176.16;0;1
177.39;0;1
185.06;0;1
186.16;0;1
187.69;0;1
195.08;0;1
196.16;0;1
197.43;0;1
205.23;0;1
206.63;0;1
207.81;0;1
215.23;0;1
216.48;0;1
217.73;0;1
225.23;0;1
226.34;0;1
227.71;0;1
235.23;0;1
236.48;0;1
237.69;0;1
244.87;0;1
246.48;0;1
247.74;0;1
255.35;0;1
256.37;0;1
257.39;0;1
265.38;0;1
266.5;0;1
267.7;0;1
275.36;0;1
276.5;0;1
277.57;0;1
285.43;0;1
286.53;0;1
287.55;0;1
295.47;0;1
296.55;0;1
297.59;0;1
305.65;0;1
307;0;1
308.32;0;1
315.89;0;1
317.21;0;1
318.49;0;1
325.42;0;1
326.44;0;1
327.64;0;1
335.9;0;1
337.1;0;1
338.14;0;1
346;0;1
347.01;0;1
348.05;0;1
355.96;0;1
356.96;0;1
357.99;0;1
366;0;1
367.06;0;1
368.45;0;1
375.99;0;1
377.24;0;1
378.47;0;1
385.94;0;1
387.39;0;1
388.66;0;1
395.53;0;1
397.34;0;1
398.46;0;1
406.04;0;1
407.4;0;1
408.5;0;1
416.04;0;1
417.4;0;1
418.5;0;1
423.34;0;1
425.61;0;1
427.4;0;1
428.5;0;1
431.51;0;1
436.04;0;1
437.4;0;1
438.97;0;1
443.3;0;1
445.77;0;1
447.42;0;1
448.78;0;1
449.82;0;1
455.66;0;1
457.7;0;1
458.86;0;1
466.04;0;1
468.12;0;1
469.24;0;1
470.88;0;1
476.3;0;1
477.47;0;1
478.65;0;1
479.7;0;1
482.98;0;1
485.83;0;1
487.15;0;1
488.43;0;1
489.45;0;1
496.42;0;1
497.59;0;1
499.24;0;1
506.04;0;1
507.59;0;1
509.27;0;1
516.85;0;1
518.01;0;1
519.5;0;1
526.85;0;1
528.62;0;1
529.92;0;1
536.85;0;1
539.01;0;1
540.42;0;1
547.27;0;1
549.43;0;1
550.69;0;1
