Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;45.50;3.50;93;0;47;21.3475272628974;211.169023771319;10.0444444444444;62.2594444444444;1.97872340425532;6287.6838987576;7200
OutputStation1;45.50;9.50;89;0;49;19.5229306171917;182.008096321627;10.0444444444444;72.351111111111;1.81632653061224;6326.80415379165;7200
