#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.79;0;0;0;2;0/59.79;0/55.66,1/59.79;0/0;0/59.79,1/59.79;0/0;0/19,1/9;0/0;0/21,1/13;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/1,1/0
119.97;0;7;0;2;0/119.97;0/56.38,1/65.23;0/0;0/119.97,1/119.97;0/0;0/21,1/18;0/0;0/25,1/20;0/0;0/0,1/0;0/0;0/3,1/4;0/0;0/7,1/6
179.59;0;11;0;2;0/179.59;0/57.28,1/81.64;0/0;0/179.59,1/179.59;0/0;0/26,1/26;0/0;0/31,1/27;0/0;0/0,1/0;0/0;0/4,1/7;0/0;0/13,1/10
239.92;0;17;0;2;0/239.92;0/58.7,1/101.67;0/0;0/239.92,1/239.92;0/0;0/31,1/32;0/0;0/33,1/35;0/0;0/0,1/0;0/0;0/8,1/9;0/0;0/19,1/15
299.67;0;22;0;2;0/299.67;0/60.9,1/103.06;0/0;0/299.67,1/299.67;0/0;0/34,1/27;0/0;0/36,1/29;0/0;0/0,1/0;0/0;0/10,1/12;0/0;0/25,1/21
359.98;0;25;0;2;0/359.98;0/63.01,1/104.46;0/0;0/359.98,1/359.98;0/0;0/37,1/29;0/0;0/40,1/31;0/0;0/0,1/0;0/0;0/11,1/14;0/0;0/31,1/26
419.88;0;36;0;2;0/419.88;0/65.24,1/110.23;0/0;0/419.88,1/419.88;0/0;0/37,1/31;0/0;0/40,1/33;0/0;0/0,1/0;0/0;0/17,1/19;0/0;0/37,1/32
479.7;0;40;0;2;0/479.7;0/77.58,1/111.06;0/0;0/479.7,1/479.7;0/0;0/40,1/21;0/0;0/40,1/27;0/0;0/0,1/0;0/0;0/20,1/20;0/0;0/41,1/38
539.72;0;43;0;2;0/539.72;0/108.38,1/112.06;0/0;0/539.72,1/539.72;0/0;0/36,1/16;0/0;0/37,1/21;0/0;0/0,1/0;0/0;0/21,1/22;0/0;0/44,1/44
