#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;36.8;0.08;PP/0,TA/0,IS/0,PS/0,RB/0.02,OB/0,RP/0
59.79;37.97;0.25;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
119.97;38.06;0.28;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
179.59;38.07;0.28;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
239.92;38.43;0.3;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
299.67;38.43;0.33;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
359.98;38.43;0.33;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
419.88;38.64;0.36;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
479.7;38.64;0.38;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
539.72;38.64;0.39;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
599.87;38.61;0.41;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
659.87;38.61;0.42;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
719.86;38.61;0.44;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
779.93;38.61;0.45;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
839.68;38.61;0.47;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
899.96;38.61;0.47;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
959.89;38.75;0.5;PP/0.03,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1019.98;38.75;0.52;PP/0.05,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1079.93;38.94;0.55;PP/0.06,TA/0,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1139.6;38.78;0.58;PP/0.06,TA/0.02,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1199.85;38.82;0.6;PP/0.06,TA/0.03,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1259.97;38.86;0.63;PP/0.06,TA/0.05,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1319.8;38.88;0.66;PP/0.06,TA/0.06,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1379.63;38.89;0.67;PP/0.06,TA/0.08,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1439.75;38.91;0.7;PP/0.06,TA/0.11,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1500;38.93;0.74;PP/0.06,TA/0.13,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1559.95;38.95;0.75;PP/0.06,TA/0.14,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1619.95;38.84;0.78;PP/0.06,TA/0.16,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1679.78;38.86;0.81;PP/0.06,TA/0.17,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1739.95;38.89;0.85;PP/0.06,TA/0.19,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1799.73;38.91;0.88;PP/0.06,TA/0.22,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1859.98;38.95;0.91;PP/0.06,TA/0.25,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1919.68;38.96;0.94;PP/0.06,TA/0.28,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
1979.93;38.98;0.97;PP/0.06,TA/0.31,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2039.89;39;0.99;PP/0.06,TA/0.33,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2099.88;39.02;1.02;PP/0.06,TA/0.36,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2159.71;39.04;1.05;PP/0.06,TA/0.39,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2219.88;39.06;1.06;PP/0.06,TA/0.41,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2279.66;39.08;1.1;PP/0.06,TA/0.44,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2339.91;39.13;1.13;PP/0.06,TA/0.47,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2399.62;39.14;1.14;PP/0.06,TA/0.48,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2459.86;38.95;1.17;PP/0.06,TA/0.52,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2519.99;38.98;1.21;PP/0.06,TA/0.55,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2579.74;38.99;1.24;PP/0.06,TA/0.58,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2639.99;39.01;1.25;PP/0.06,TA/0.6,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2700;39.03;1.28;PP/0.06,TA/0.61,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2759.93;39.05;1.32;PP/0.06,TA/0.64,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2819.75;39.07;1.35;PP/0.06,TA/0.67,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2879.88;39.08;1.38;PP/0.06,TA/0.7,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2939.71;39.11;1.39;PP/0.06,TA/0.7,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
2999.95;39.12;1.42;PP/0.06,TA/0.72,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3059.66;39.17;1.46;PP/0.06,TA/0.75,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3119.91;39.18;1.49;PP/0.06,TA/0.78,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3179.93;39.19;1.5;PP/0.06,TA/0.8,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3239.86;39.21;1.53;PP/0.06,TA/0.83,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3299.69;39.23;1.57;PP/0.06,TA/0.85,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3359.81;39.25;1.58;PP/0.06,TA/0.86,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3419.64;39.04;1.61;PP/0.06,TA/0.89,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3479.89;39.06;1.64;PP/0.06,TA/0.91,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3539.59;39.08;1.66;PP/0.06,TA/0.91,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3599.84;39.1;1.69;PP/0.06,TA/0.94,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3659.98;39.14;1.72;PP/0.06,TA/0.97,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3719.79;39.16;1.74;PP/0.06,TA/0.99,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3779.62;39.18;1.77;PP/0.06,TA/1.02,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3839.74;39.2;1.8;PP/0.06,TA/1.05,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3899.99;39.22;1.83;PP/0.06,TA/1.08,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
3959.82;39.24;1.86;PP/0.06,TA/1.11,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4019.94;39.27;1.88;PP/0.06,TA/1.13,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4079.77;39.29;1.91;PP/0.06,TA/1.16,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4139.96;39.3;1.94;PP/0.06,TA/1.19,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4199.72;39.32;1.96;PP/0.06,TA/1.2,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4259.97;39.12;1.99;PP/0.06,TA/1.24,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4319.68;39.13;2.02;PP/0.06,TA/1.27,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4379.92;39.15;2.05;PP/0.06,TA/1.28,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4439.75;39.18;2.07;PP/0.06,TA/1.3,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4499.88;39.19;2.1;PP/0.06,TA/1.33,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4559.7;39.21;2.13;PP/0.06,TA/1.34,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4619.89;39.23;2.14;PP/0.06,TA/1.34,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4679.65;39.25;2.17;PP/0.06,TA/1.38,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4739.9;39.27;2.21;PP/0.06,TA/1.41,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4799.61;39.29;2.22;PP/0.06,TA/1.42,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4859.85;39.16;2.25;PP/0.06,TA/1.44,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4919.68;39.18;2.29;PP/0.06,TA/1.47,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
4979.81;39.2;2.3;PP/0.06,TA/1.49,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5039.63;39.21;2.33;PP/0.06,TA/1.5,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5099.98;39.24;2.36;PP/0.06,TA/1.53,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5159.59;39.26;2.39;PP/0.06,TA/1.56,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5219.83;39.28;2.43;PP/0.06,TA/1.6,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5279.96;39.29;2.46;PP/0.06,TA/1.61,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5339.79;39.32;2.47;PP/0.06,TA/1.63,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5399.61;39.34;2.5;PP/0.06,TA/1.66,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5459.74;39.2;2.54;PP/0.06,TA/1.69,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5519.99;39.23;2.57;PP/0.06,TA/1.72,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5579.95;39.25;2.58;PP/0.06,TA/1.74,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5639.94;39.27;2.61;PP/0.06,TA/1.75,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5699.76;39.28;2.64;PP/0.06,TA/1.78,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5759.94;39.3;2.66;PP/0.06,TA/1.8,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5819.72;39.32;2.69;PP/0.06,TA/1.83,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5879.96;39.34;2.72;PP/0.06,TA/1.86,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
5939.67;39.36;2.74;PP/0.06,TA/1.86,IS/0,PS/0,RB/0.02,OB/0.02,RP/0
