#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;18;0;0;0;0;0;0;0;0;0
599.87;0.69;18;0;0;0;0;0;0;0;0;0
1199.85;0.69;18;0;0;0;0;0;0;0;0;0
1799.73;0.69;18;0;0;0;0;0;0;0;0;0
2399.62;0.69;18;0;0;0;0;0;0;0;0;0
2999.95;0.69;18;0;0;0;0;0;0;0;0;0
3599.84;0.69;18;0;0;0;0;0;0;0;0;0
4199.72;0.69;18;0;0;0;0;0;0;0;0;0
4799.61;0.69;18;0;0;0;0;0;0;0;0;0
5399.61;0.69;18;0;0;0;0;0;0;0;0;0
5999.92;0.69;18;0;0;0;0;0;0;0;0;0
6599.73;0.69;18;0;0;0;0;0;0;0;0;0
7199.93;0.69;18;0;0;0;0;0;0;0;0;0
